Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Beer C., Reichstein M., Tomelleri E., Ciais P., Jung M., Carvalhais N., Rödenbeck C., Arain M.A., Baldocchi D., Bonan G.B., Bondeau A., Cescatti A., Lasslop G., Lindroth A., Lomas M., Luyssaert S., Margolis H., Oleson K.W., Roupsard O., Veenendaal E., Viovy N., Williams C., Woodward F.I., Papale D.","Terrestrial gross carbon dioxide uptake: Global distribution and covariation with climate",2010,1354,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955623505&doi=10.1126%2fscience.1184984&partnerID=40&md5=ec88be350308611ca1a70311c004f35c","National Science Foundation

Seventh Framework Programme

Natural Environment Research Council","Final"
"Jung M., Reichstein M., Ciais P., Seneviratne S.I., Sheffield J., Goulden M.L., Bonan G., Cescatti A., Chen J., De Jeu R., Dolman A.J., Eugster W., Gerten D., Gianelle D., Gobron N., Heinke J., Kimball J., Law B.E., Montagnani L., Mu Q., Mueller B., Oleson K., Papale D., Richardson A.D., Roupsard O., Running S., Tomelleri E., Viovy N., Weber U., Williams C., Wood E., Zaehle S., Zhang K.","Recent decline in the global land evapotranspiration trend due to limited moisture supply",2010,1160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049234152&doi=10.1038%2fnature09396&partnerID=40&md5=187bcbd15d7579086488eb3cf2e145ad","National Science Foundation

Biological and Environmental Research

Université Laval

Seventh Framework Programme

BIOCAP Canada

Università degli Studi della Tuscia

Natural Sciences and Engineering Research Council of Canada

Environment Canada

Natural Resources Canada

Canadian Foundation for Climate and Atmospheric Sciences

European Commission

Seventh Framework Programme

Sixth Framework Programme

Max Planck Institute for Nuclear Physics","Final"
"Capriotti E., Fariselli P., Casadio R.","I-Mutant2.0: Predicting stability changes upon mutation from the protein sequence or structure",2005,893,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23144461249&doi=10.1093%2fnar%2fgki375&partnerID=40&md5=31ee3bb3d9ea63a2d63be70e7701d960","Università di Bologna

Ministero dell’Istruzione, dell’Università e della Ricerca

Sixth Framework Programme","Final"
"Guidotti R., Monreale A., Ruggieri S., Turini F., Giannotti F., Pedreschi D.","A survey of methods for explaining black box models",2018,532,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052502285&doi=10.1145%2f3236009&partnerID=40&md5=e7bfd8c1df3a7f796a49cf32f9452d71","Horizon 2020 Framework Programme","Final"
"Laschi C., Cianchetti M., Mazzolai B., Margheri L., Follador M., Dario P.","Soft robot arm inspired by the octopus",2012,498,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858255759&doi=10.1163%2f156855312X626343&partnerID=40&md5=b0791ade13a9f1501e2d2659d4b7c1a6","Seventh Framework Programme

European Commission","Final"
"Colleoni E., Rozza A., Arvidsson A.","Echo Chamber or Public Sphere? Predicting Political Orientation and Measuring Political Homophily in Twitter Using Big Data",2014,418,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898903739&doi=10.1111%2fjcom.12084&partnerID=40&md5=2db659fdb3d2ad1cbea4820d81898019","Horizon 2020 Framework Programme","Final"
"Pillonetto G., Dinuzzo F., Chen T., De Nicolao G., Ljung L.","Kernel methods in system identification, machine learning and function estimation: A survey",2014,350,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895926571&doi=10.1016%2fj.automatica.2014.01.001&partnerID=40&md5=0299b9acfac768d7d717fd3616c754bc","Seventh Framework Programme","Final"
"Dung P.M., Mancarella P., Toni F.","Computing ideal sceptical argumentation",2007,292,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548024853&doi=10.1016%2fj.artint.2007.05.003&partnerID=40&md5=8c1393062545644f01b4d9dd9146ad14","European Commission

Sixth Framework Programme","Final"
"Bernardo D.D., Thompson M.J., Gardner T.S., Chobot S.E., Eastwood E.L., Wojtovich A.P., Elliott S.J., Schaus S.E., Collins J.J.","Chemogenomic profiling on a genome-wide scale using reverse-engineered gene networks",2005,286,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21444452397&doi=10.1038%2fnbt1075&partnerID=40&md5=fb8d4b3d70acfe8c52b5e980105e684f","National Science Foundation

National Institutes of Health

U.S. Department of Energy

National Heart, Lung, and Blood Institute

Pharmaceutical Research and Manufacturers of America Foundation

Boston University

Whitaker Foundation

Fondazione Telethon","Final"
"Rossini P.M., Micera S., Benvenuto A., Carpaneto J., Cavallo G., Citi L., Cipriani C., Denaro L., Denaro V., Di Pino G., Ferreri F., Guglielmelli E., Hoffmann K.-P., Raspopovic S., Rigosa J., Rossini L., Tombini M., Dario P.","Double nerve intraneural interface implant on a human amputee for robotic hand control",2010,264,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949422852&doi=10.1016%2fj.clinph.2010.01.001&partnerID=40&md5=32ba7db6468cb652e84ca0ffbfda2474","Seventh Framework Programme","Final"
"Cappelli R., Maio D., Maltoni D., Wayman J.L., Jain A.K.","Performance evaluation of fingerprint verification systems",2006,250,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644816032&doi=10.1109%2fTPAMI.2006.20&partnerID=40&md5=806ca9804a15e30c31143d79cfe44592","European Commission","Final"
"Biggio B., Roli F.","Wild patterns: Ten years after the rise of adversarial machine learning",2018,234,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050603085&doi=10.1016%2fj.patcog.2018.07.023&partnerID=40&md5=db06d07e44c9130f26a1d0f4fba0ea81","Horizon 2020 Framework Programme","Final"
"Mondada F., Pettinaro G.C., Guignard A., Kwee I.W., Floreano D., Deneubourg J.-L., Nolfi S., Gambardella L.M., Dorigo M.","Swarm-bot: A new distributed robotic concept",2004,230,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142769777&doi=10.1023%2fB%3aAURO.0000033972.50769.1c&partnerID=40&md5=5dfc9414a0387f364b79d78f2afb43de","H2020 Future and Emerging Technologies

European Commission

Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung

Fédération Wallonie-Bruxelles","Final"
"Dorigo M., Trianni V., Şahin E., Groß R., Labella T.H., Baldassarre G., Nolfi S., Deneubourg J.-L., Mondada F., Floreano D., Gambardella L.M.","Evolving self-organizing behaviors for a swarm-bot",2004,228,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142710864&doi=10.1023%2fB%3aAURO.0000033973.24945.f3&partnerID=40&md5=6e13f5548783dd7f4c7b92447f3dc9ce","European Commission

Fédération Wallonie-Bruxelles","Final"
"Coyle S., Lau K.-T., Moyna N., O'Gorman D., Diamond D., Di Francesco F., Costanzo D., Salvo P., Trivella M.G., De Rossi D.E., Taccini N., Paradiso R., Porchet J.-A., Ridolfi A., Luprano J., Chuzel C., Lanier T., Revol-Cavalier F., Schoumacker S., Mourier V., Chartier I., Convert R., De-Moncuit H., Bini C.","BIOTEXBiosensing textiles for personalised healthcare management",2010,223,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949684516&doi=10.1109%2fTITB.2009.2038484&partnerID=40&md5=7fb7687703b50730e443d56dca1c9b20","European Commission

Science Foundation Ireland","Final"
"Zambonelli F., Omicini A.","Challenges and research directions in agent-oriented software engineering",2004,211,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344626967&doi=10.1023%2fB%3aAGNT.0000038028.66672.1e&partnerID=40&md5=601c7c37391a17e8ade4eae70b5cc386","Ministero dell’Istruzione, dell’Università e della Ricerca

European Commission","Final"
"Cappelli R., Lumini A., Maio D., Maltoni D.","Fingerprint image reconstruction from standard templates",2007,196,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548118752&doi=10.1109%2fTPAMI.2007.1087&partnerID=40&md5=6cc78becb831f51f7b02ece94e74bdca","European Commission","Final"
"Patel V.L., Shortliffe E.H., Stefanelli M., Szolovits P., Berthold M.R., Bellazzi R., Abu-Hanna A.","The coming of age of artificial intelligence in medicine",2009,186,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549138950&doi=10.1016%2fj.artmed.2008.07.017&partnerID=40&md5=cfce4ec54dbf62c094bd2b9bcab45a7e","U.S. National Library of Medicine","Final"
"Bartolini I., Ciaccia P., Patella M.","WARP: Accurate retrieval of shapes using phase of fourier descriptors and time warping distance",2005,167,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13344283394&doi=10.1109%2fTPAMI.2005.21&partnerID=40&md5=173014a13cff9009701ba0b7376692ef","European Commission","Final"
"Gelfond M., Leone N.","Logic programming and knowledge representation - The A-Prolog perspective",2002,148,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642314661&doi=10.1016%2fS0004-3702%2802%2900207-2&partnerID=40&md5=03ab65d6983c89d7cfb43216bb84a6ad","National Aeronautics and Space Administration

European Commission","Final"
"Lanz O.","Approximate Bayesian multibody tracking",2006,141,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746486814&doi=10.1109%2fTPAMI.2006.177&partnerID=40&md5=11d8eae48532d7c3f2dd52b3b2063586","European Commission

Provincia Autonoma di Trento","Final"
"Quaglini S., Stefanelli M., Lanzola G., Caporusso V., Panzarasa S.","Flexible guideline-based patient careflow systems",2001,137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035092879&doi=10.1016%2fS0933-3657%2800%2900100-7&partnerID=40&md5=5111f37e4524ee0ae84dd997bc52ff58","European Commission","Final"
"Jurman G., Riccadonna S., Furlanello C.","A comparison of MCC and CEN error measures in multi-class prediction",2012,136,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864668842&doi=10.1371%2fjournal.pone.0041882&partnerID=40&md5=4a2273016b113fd3dd4ff419823063b2","Seventh Framework Programme","Final"
"Riaño D., Real F., López-Vallverdú J.A., Campana F., Ercolani S., Mecocci P., Annicchiarico R., Caltagirone C.","An ontology-based personalization of health-care knowledge to support clinical decisions for chronically ill patients",2012,136,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861847757&doi=10.1016%2fj.jbi.2011.12.008&partnerID=40&md5=9fab3c2e4a55e63b38c90ae1ac5e2e6d","European Commission

Všeobecná Fakultní Nemocnice v Praze

European Commission","Final"
"Conti M., Mancini L.V., Spolaor R., Verde N.V.","Analyzing Android Encrypted Network Traffic to Identify User Actions",2016,126,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946606351&doi=10.1109%2fTIFS.2015.2478741&partnerID=40&md5=e401be70ae017f37b0f3065028acb3d6","Horizon 2020 Framework Programme","Final"
"Chincarini A., Bosco P., Calvini P., Gemme G., Esposito M., Olivieri C., Rei L., Squarcia S., Rodriguez G., Bellotti R., Cerello P., De Mitri I., Retico A., Nobili F.","Local MRI analysis approach in the diagnosis of early and prodromal Alzheimer's disease",2011,124,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051784240&doi=10.1016%2fj.neuroimage.2011.05.083&partnerID=40&md5=9f8e0eb40caba8244d8b3a54f9579f77","National Institutes of Health

U.S. Food and Drug Administration

Abbott Fund

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Dana Foundation

Bristol-Myers Squibb

Alzheimer's Drug Discovery Foundation

Genentech

GlaxoSmithKline

Johnson and Johnson

Novartis

GE Healthcare

Schering-Plough

Alzheimer's Disease Neuroimaging Initiative

Elan

Università degli Studi di Genova

Innogenetics

Bayer Schering

Istituto Nazionale di Fisica Nucleare","Final"
"Fountas S., Carli G., Sørensen C.G., Tsiropoulos Z., Cavalaris C., Vatsanidou A., Liakos B., Canavari M., Wiebensohn J., Tisserye B.","Farm management information systems: Current situation and future perspectives",2015,119,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930193398&doi=10.1016%2fj.compag.2015.05.011&partnerID=40&md5=ffa915e779dd5eb655b26f3d9d8cc4ca","European Commission","Final"
"Scharr H., Minervini M., French A.P., Klukas C., Kramer D.M., Liu X., Luengo I., Pape J.-M., Polder G., Vukadinovic D., Yin X., Tsaftaris S.A.","Leaf segmentation in plant phenotyping: a collation study",2016,118,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949637673&doi=10.1007%2fs00138-015-0737-3&partnerID=40&md5=225536dc0e65647de917e117065e1e2f","Seventh Framework Programme","Final"
"Yu J.S., Ongarello S., Fiedler R., Chen X.W., Toffolo G., Cobelli C., Trajanoski Z.","Ovarian cancer identification based on dimensionality reduction for high-throughput mass spectrometry data",2005,117,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-19544394460&doi=10.1093%2fbioinformatics%2fbti370&partnerID=40&md5=0c12d9da371ea7437221de4ee45b1226","European Commission

Österreichische Austauschdienst","Final"
"Capriotti E., Fariselli P., Calabrese R., Casadio R.","Predicting protein stability changes from sequences using support vector machines",2005,111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544469800&doi=10.1093%2fbioinformatics%2fbti1109&partnerID=40&md5=3ed9f5d7c6ed48420a7d465d8db3fcc4","Sixth Framework Programme

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Hu R., Zhu X., Cheng D., He W., Yan Y., Song J., Zhang S.","Graph self-representation method for unsupervised feature selection",2017,110,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979702281&doi=10.1016%2fj.neucom.2016.05.081&partnerID=40&md5=ece58b6393d6a3461563948b4f21d6b1","National Natural Science Foundation of China

Natural Science Foundation of Guangxi Province","Final"
"Hovy E., Navigli R., Ponzetto S.P.","Collaboratively built semi-structured content and Artificial Intelligence: The story so far",2013,107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870297580&doi=10.1016%2fj.artint.2012.10.002&partnerID=40&md5=f0efbcd83036d4156c14572e22c5d1e3","Seventh Framework Programme

European Research Council","Final"
"Liu S., Perra N., Karsai M., Vespignani A.","Controlling contagion processes in activity driven networks",2014,106,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897903425&doi=10.1103%2fPhysRevLett.112.118702&partnerID=40&md5=ae87e10df8ac3e8e7e0ec2bace7f0cd3","National Science Foundation","Final"
"Chen M., Tian Y., Fortino G., Zhang J., Humar I.","Cognitive Internet of Vehicles",2018,105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042436715&doi=10.1016%2fj.comcom.2018.02.006&partnerID=40&md5=e8ba5c88870fba0d47ced72b1a8608d0","National Natural Science Foundation of China

Javna Agencija za Raziskovalno Dejavnost RS

National Key Research and Development Program of China","Final"
"Ju W., Greene C.S., Eichinger F., Nair V., Hodgin J.B., Bitzer M., Lee Y.-S., Zhu Q., Kehata M., Li M., Jiang S., Pia Rastaldi M., Cohen C.D., Troyanskaya O.G., Kretzler M.","Defining cell-type specificity at the transcriptional level in human disease",2013,105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884412556&doi=10.1101%2fgr.155697.113&partnerID=40&md5=fea5d9f3570387f5c27bf09b6e955fb5","National Human Genome Research Institute

National Institute of General Medical Sciences

National Institute of Diabetes and Digestive and Kidney Diseases","Final"
"Celebi M.E., Iyatomi H., Stoecker W.V., Moss R.H., Rabinovitz H.S., Argenziano G., Soyer H.P.","Automatic detection of blue-white veil and related structures in dermoscopy images",2008,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649105845&doi=10.1016%2fj.compmedimag.2008.08.003&partnerID=40&md5=a7b47a30f2b26ddaaf9edb93c9252b9c","National Science Foundation

National Institutes of Health

National Cancer Institute

Small Business Innovation Research

Texas Workforce Commission","Final"
"Nicodemus K.K., Law A.J., Radulescu E., Luna A., Kolachana B., Vakkalanka R., Rujescu D., Giegling I., Straub R.E., McGee K., Gold B., Dean M., Muglia P., Callicott J.H., Tan H.-Y., Weinberger D.R.","Biological validation of increased schizophrenia risk with NRG1, ERBB4, and AKT1 epistasis via functional neuroimaging in healthy controls",2010,102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957719415&doi=10.1001%2farchgenpsychiatry.2010.117&partnerID=40&md5=1946d4d02daeb194c78365748f706d6b","National Institute of Mental Health

Medical Research Council","Final"
"Zhang F., Chan P.P.K., Biggio B., Yeung D.S., Roli F.","Adversarial Feature Selection Against Evasion Attacks",2016,100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928252929&doi=10.1109%2fTCYB.2015.2415032&partnerID=40&md5=0c24eea0eb4b77818d516fcf1093e3b1","National Natural Science Foundation of China

Regione Autonoma della Sardegna","Final"
"Leone M., Weigt S., Weigt M.","Clustering by soft-constraint affinity propagation: Applications to gene-expression data",2007,98,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748982103&doi=10.1093%2fbioinformatics%2fbtm414&partnerID=40&md5=2c8fcd405d484a3b57fa703ca57d68ce","European Commission","Final"
"Gerevini A., Renz J.","Combining topological and size information for spatial reasoning",2002,98,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036567648&doi=10.1016%2fS0004-3702%2802%2900193-5&partnerID=40&md5=0c2b1f3b5fcf9711e9653f6fbc3d3cab","College of Natural Resources, University of California Berkeley

European Commission

Deutsche Forschungsgemeinschaft","Final"
"Odone F., Barla A., Verri A.","Building kernels from binary strings for image matching",2005,97,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13244273801&doi=10.1109%2fTIP.2004.840701&partnerID=40&md5=9fa20f1009f24696eb2e5f4c7161f2e6","European Commission","Final"
"Chrysoulakis N., Lopes M., San José R., Grimmond C.S.B., Jones M.B., Magliulo V., Klostermann J.E.M., Synnefa A., Mitraka Z., Castro E.A., González A., Vogt R., Vesala T., Spano D., Pigeon G., Freer-Smith P., Staszewski T., Hodges N., Mills G., Cartalis C.","Sustainable urban metabolism as a link between bio-physical sciences and urban planning: The BRIDGE project",2013,96,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875275154&doi=10.1016%2fj.landurbplan.2012.12.005&partnerID=40&md5=50f936394d027815fd83eae5df4e0ffd","Seventh Framework Programme

Seventh Framework Programme","Final"
"Ruaro M.E., Bonifazi P., Torre V.","Toward the neurocomputer: Image processing and pattern recognition with neuronal cultures",2005,95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844287066&doi=10.1109%2fTBME.2004.842975&partnerID=40&md5=2f4f6c55625ee18c278ab29554f45558","European Commission","Final"
"Zhou C., Yin K., Cao Y., Ahmed B., Li Y., Catani F., Pourghasemi H.R.","Landslide susceptibility modeling applying machine learning methods: A case study from Longju in the Three Gorges Reservoir area, China",2018,94,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037535129&doi=10.1016%2fj.cageo.2017.11.019&partnerID=40&md5=4866b500ad637b0da3995a8d3d698805","China Three Gorges Corporation

National Natural Science Foundation of China

Università degli Studi di Firenze

China Scholarship Council","Final"
"Calvanese Strinati E., Barbarossa S., Gonzalez-Jimenez J.L., Kténas D., Cassiau N., Maret L., Dehos C.","6G: The Next Frontier: From Holographic Messaging to Artificial Intelligence Using Subterahertz and Visible Light Communication",2019,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070689267&doi=10.1109%2fMVT.2019.2921162&partnerID=40&md5=fa6a018cffc3ad1f364904208e59af47","European Commission

Ministry of Internal Affairs and Communications

Institute for Information and Communications Technology Promotion","Final"
"Benosman R., Ieng S.-H., Clercq C., Bartolozzi C., Srinivasan M.","Asynchronous frameless event-based optical flow",2012,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856438852&doi=10.1016%2fj.neunet.2011.11.001&partnerID=40&md5=d6593315c3dd32e4e8f3edf8a497252c","Seventh Framework Programme

European Commission","Final"
"Trebeschi S., Drago S.G., Birkbak N.J., Kurilova I., Cǎlin A.M., Delli Pizzi A., Lalezari F., Lambregts D.M.J., Rohaan M.W., Parmar C., Rozeman E.A., Hartemink K.J., Swanton C., Haanen J.B.A.G., Blank C.U., Smit E.F., Beets-Tan R.G.H., Aerts H.J.W.L.","Predicting response to cancer immunotherapy using noninvasive radiomic biomarkers",2019,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070450750&doi=10.1093%2fannonc%2fmdz108&partnerID=40&md5=92a60493a100e1a6fc56aa95715e0fd1","National Institutes of Health

National Cancer Institute

AstraZeneca

Cancer Research UK

Rosetrees Trust

UCLH Biomedical Research Centre","Final"
"Bordegoni M., Faconti G., Feiner S., Maybury M.T., Rist T., Ruggieri S., Trahanias P., Wilson M.","A standard reference model for intelligent multimedia presentation systems",1997,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031381904&doi=10.1016%2fS0920-5489%2897%2900013-5&partnerID=40&md5=c14e59373934d218cef26ac8d6b78237","European Commission","Final"
"Caggiani L., Camporeale R., Ottomanelli M., Szeto W.Y.","A modeling framework for the dynamic management of free-floating bike-sharing systems",2018,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044115523&doi=10.1016%2fj.trc.2018.01.001&partnerID=40&md5=3c19a0f775d59d7086be0e641539e72c","National Natural Science Foundation of China

Regione Puglia","Final"
"De Jong J.T.A., Verdoes Kleijn G.A., Erben T., Hildebrandt H., Kuijken K., Sikkema G., Brescia M., Bilicki M., Napolitano N.R., Amaro V., Begeman K.G., Boxhoorn D.R., Buddelmeijer H., Cavuoti S., Getman F., Grado A., Helmich E., Huang Z., Irisarri N., La Barbera F., Longo G., McFarland J.P., Nakajima R., Paolillo M., Puddu E., Radovich M., Rifatto A., Tortora C., Valentijn E.A., Vellucci C., Vriend W.-J., Amon A., Blake C., Choi A., Conti I.F., Gwyn S.D.J., Herbonnet R., Heymans C., Hoekstra H., Klaes D., Merten J., Miller L., Schneider P., Viola M.","The third data release of the Kilo-Degree Survey and associated data products",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028420464&doi=10.1051%2f0004-6361%2f201730747&partnerID=40&md5=cdbff66205b0ace2d91565607fbef058","Alexander von Humboldt-Stiftung

Association pour la Recherche sur le Cancer

Horizon 2020 Framework Programme

Seventh Framework Programme

American Academy of Ophthalmology

FP7 Ideas: European Research Council

Division of Loan Repayment

Science and Technology Facilities Council

Marie Curie

European Research Council

Australian Research Council

Deutsche Forschungsgemeinschaft

Bundesministerium für Wirtschaft und Technologie

Nederlandse Organisatie voor Wetenschappelijk Onderzoek

Università degli Studi di Padova

Seventh Framework Programme

European Regional Development Fund

Nederlandse Onderzoekschool Voor Astronomie

Università ta' Malta","Final"
"Alippi C., Boracchi G., Roveri M.","Just-in-time classifiers for recurrent concepts",2013,89,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875892348&doi=10.1109%2fTNNLS.2013.2239309&partnerID=40&md5=f192933f23d3e00677f2589b52975acb","Seventh Framework Programme","Final"
"Gent I.P., Walsh T.","The TSP phase transition",1996,88,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030421741&doi=10.1016%2fs0004-3702%2896%2900030-6&partnerID=40&md5=6e6d2c9dd5d8a2f6b43bbc1c5c80d23b","European Commission

Science and Engineering Research Council","Final"
"Contessa P., Adam A., De Luca C.J.","Motor unit control and force fluctuation during fatigue",2009,86,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650047752&doi=10.1152%2fjapplphysiol.00035.2009&partnerID=40&md5=2562db7d3f067abc80747eb32f9ebe09","Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Valentini G.","True path rule hierarchical ensembles for genome-wide gene function prediction",2011,84,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952831194&doi=10.1109%2fTCBB.2010.38&partnerID=40&md5=c925caa93f32d2333eb2c46a132305e6","European Commission","Final"
"Ricca F., Grasso G., Alviano M., Manna M., Lio V., Iiritano S., Leone N.","Team-building with answer set programming in the Gioia-Tauro seaport",2012,81,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861367475&doi=10.1017%2fS147106841100007X&partnerID=40&md5=5435a586eb9f01b7610e244c428b6c6e","European Commission

Regione Calabria","Final"
"Camacho-Collados J., Pilehvar M.T., Navigli R.","NASARI: Integrating explicit knowledge and corpus statistics for a multilingual representation of concepts and entities",2016,80,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983744561&doi=10.1016%2fj.artint.2016.07.005&partnerID=40&md5=4d5c085560b0be8ca6597a90b38e04c8","European Research Council","Final"
"Atkinson K., Baroni P., Giacomin M., Hunter A., Prakken H., Reed C., Simari G., Thimm M., Villata S.","Toward artificial argumentation",2017,75,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030546931&doi=10.1609%2faimag.v38i3.2704&partnerID=40&md5=a947a897b8c42a4c68058b328a325164","Horizon 2020 Framework Programme

Engineering and Physical Sciences Research Council","Final"
"Baldassarre G., Trianni V., Bonani M., Mondada F., Dorigo M., Nolfi S.","Self-organized coordinated motion in groups of physically connected robots",2007,74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847623007&doi=10.1109%2fTSMCB.2006.881299&partnerID=40&md5=17b936c835695649e083567f80e829df","H2020 Future and Emerging Technologies

European Commission

Fonds De La Recherche Scientifique - FNRS

Fédération Wallonie-Bruxelles","Final"
"Henderson G., Ifeachor E., Hudson N., Goh C., Outram N., Wimalaratna S., Del Percio C., Vecchio F.","Development and assessment of methods for detecting dementia using the human electroencephalogram",2006,74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746604032&doi=10.1109%2fTBME.2006.878067&partnerID=40&md5=71d70d385311923115167299f7242479","European Commission","Final"
"Verschure P.F.M.J., Pennartz C.M.A., Pezzulo G.","The why, what, where, when and how of goal-directed choice: Neuronal and computational principles",2014,73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907494746&doi=10.1098%2frstb.2013.0483&partnerID=40&md5=e890ab631c6bf6bdf6adf626ec2727d0","Seventh Framework Programme","Final"
"Pontiggia M., Landucci G., Busini V., Derudi M., Alba M., Scaioni M., Bonvicini S., Cozzani V., Rota R.","CFD model simulation of LPG dispersion in urban areas",2011,73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956348341&doi=10.1016%2fj.atmosenv.2011.04.071&partnerID=40&md5=88631299593bcf021af0961b66ecac1b","Seventh Framework Programme

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Decherchi S., Gastaldo P., Dahiya R.S., Valle M., Zunino R.","Tactile-data classification of contact materials using computational intelligence",2011,72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958766030&doi=10.1109%2fTRO.2011.2130030&partnerID=40&md5=2559c9427a27fc5a56e6ae40e1951e7c","FP7 People: Marie-Curie Actions","Final"
"Valenza G., Gentili C., Lanatà A., Scilingo E.P.","Mood recognition in bipolar patients through the PSYCHE platform: Preliminary evaluations and perspectives",2013,71,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875269658&doi=10.1016%2fj.artmed.2012.12.001&partnerID=40&md5=559abf5b44f18bb91a2784eb9c920ebb","Seventh Framework Programme

Seventh Framework Programme","Final"
"Asnar Y., Giorgini P., Mylopoulos J.","Goal-driven risk assessment in requirements engineering",2011,71,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955934437&doi=10.1007%2fs00766-010-0112-x&partnerID=40&md5=76b66e8218eb56380b6093714d3c20cb","Seventh Framework Programme","Final"
"Sundaramoorthi G., Yezzi A., Mennucci A.","Coarse-to-fine segmentation and tracking using Sobolev active contours",2008,70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749125450&doi=10.1109%2fTPAMI.2007.70751&partnerID=40&md5=4c3b07d5ce5aa0e5aae569deda107ea7","National Science Foundation","Final"
