Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Patra S., Bhardwaj K., Bruzzone L.","A spectral-spatial multicriteria active learning technique for hyperspectral image classification",2017,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030633830&doi=10.1109%2fJSTARS.2017.2747600&partnerID=40&md5=ff18d6cff6a0cbceb4adbf094ed2d75c","European Commission

Science and Engineering Research Board

Deutsches Zentrum für Luft- und Raumfahrt

Tezpur University","Final"
"Burton E., Goldsmith J., Koenig S., Kuipers B., Mattei N., Walsh T.","Ethical considerations in artificial intelligence courses",2017,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021657582&doi=10.1609%2faimag.v38i2.2731&partnerID=40&md5=7ccc30ffefbe36643a419c56be18559f","National Science Foundation

Horizon 2020 Framework Programme","Final"
"Collins C., Andrienko N., Schreck T., Yang J., Choo J., Engelke U., Jena A., Dwyer T.","Guidance in the human–machine analytics process",2018,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066730342&doi=10.1016%2fj.visinf.2018.09.003&partnerID=40&md5=528019a866eae953bba2345547017de6","Natural Sciences and Engineering Research Council of Canada

European Commission","Final"
"Kadiyala M.D.M., Jones J.W., Mylavarapu R.S., Li Y.C., Reddy M.D.","Identifying irrigation and nitrogen best management practices for aerobic rice-maize cropping system for semi-arid tropics using CERES-rice and maize models",2015,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910127380&doi=10.1016%2fj.agwat.2014.10.019&partnerID=40&md5=3e5ecfa0c3c4bbeab5ac61f592deb61e","National Science Foundation

U.S. Department of Agriculture

Indian Council of Agricultural Research","Final"
"Wang Y., Chen Y., Yang N., Zheng L., Dey N., Ashour A.S., Rajinikanth V., Tavares J.M.R.S., Shi F.","Classification of mice hepatic granuloma microscopic images based on a deep convolutional neural network",2019,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055199280&doi=10.1016%2fj.asoc.2018.10.006&partnerID=40&md5=0cbca3a520cf8f4fe20237ee635c59f0","Natural Science Foundation of Zhejiang Province","Final"
"Ibrahim S., Chowriappa P., Dua S., Acharya U.R., Noronha K., Bhandary S., Mugasa H.","Classification of diabetes maculopathy images using data-adaptive neuro-fuzzy inference classifier",2015,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948719894&doi=10.1007%2fs11517-015-1329-0&partnerID=40&md5=c835590e0e29bc119cdff16e49f9106e","National Center for Research Resources","Final"
"Saha I., Sarkar J.P., Maulik U.","Ensemble based rough fuzzy clustering for categorical data",2015,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922720073&doi=10.1016%2fj.knosys.2015.01.008&partnerID=40&md5=49cf879ad3af111a5ef0ee9d1608feb7","Seventh Framework Programme

Seventh Framework Programme","Final"
"Ganapathiraju M., Balakrishnan N., Reddy R., Klein-Seetharaman J.","Transmembrane helix prediction using amino acid property features and latent semantic analysis",2008,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872004750&doi=10.1186%2f1471-2105-9-S1-S4&partnerID=40&md5=c424c1ffc8af66c2323abd2d9cd76b66","National Science Foundation

U.S. National Library of Medicine","Final"
"Gao Y., Wang J., Wu W., Sangaiah A.K., Lim S.-J.","A hybrid method for mobile agent moving trajectory scheduling using ACO and PSO in WSNs",2019,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060913419&doi=10.3390%2fs19030575&partnerID=40&md5=411d853a3115e03427541f0e3083f298","National Natural Science Foundation of China","Final"
"Raji C.G., Vinod Chandra S.S.","Long-Term Forecasting the Survival in Liver Transplantation Using Multilayer Perceptron Networks",2017,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029213696&doi=10.1109%2fTSMC.2017.2661996&partnerID=40&md5=fa4b70d99d2d673edf258a4cf659a943","Health Resources and Services Administration","Final"
"Chattopadhyay P.B., Rangarajan R.","Application of ANN in sketching spatial nonlinearity of unconfined aquifer in agricultural basin",2014,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889689361&doi=10.1016%2fj.agwat.2013.11.007&partnerID=40&md5=f2de26d8868434632305f615d2c91344","National Science Foundation

Council of Scientific and Industrial Research, India","Final"
"Wang S.-H., Govindaraj V.V., Górriz J.M., Zhang X., Zhang Y.-D.","Covid-19 classification by FGCNet with deep feature fusion from graph convolutional network and convolutional neural network",2021,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094901078&doi=10.1016%2fj.inffus.2020.10.004&partnerID=40&md5=cea54d3aa79215fcae1f7c6371ef3f07","British Heart Foundation

Royal Society

Ministerio de Economía y Competitividad

Korean Foundation for Cancer Research

European Regional Development Fund","Final"
"Vijayanarasimhan S., Jain P., Grauman K.","Hashing hyperplane queries to near points with applications to large-scale active learning",2014,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891590366&doi=10.1109%2fTPAMI.2013.121&partnerID=40&md5=f1b0db9aac571cd90f767763bc17b720",,"Final"
"Firoz A., Malik A., Joplin K.H., Ahmad Z., Jha V., Ahmad S.","Residue propensities, discrimination and binding site prediction of adenine and guanine phosphates",2011,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955829108&doi=10.1186%2f1471-2091-12-20&partnerID=40&md5=ea3f128b80be1d9d00e2fd800c207011","National Institute of General Medical Sciences

Japan Society for the Promotion of Science","Final"
"Tsai Y.-S., Lin C.-T., Tseng G.C., Chung I.-F., Pal N.R.","Discovery of dominant and dormant genes from expression data using a novel generalization of SNR for multi-class problems",2008,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149510473&doi=10.1186%2f1471-2105-9-425&partnerID=40&md5=44cfeba11b748e009f69ce8cfbf52822","National Center for Advancing Translational Sciences","Final"
"Bhargava B., Jenamani M., Zhong Y.","Counteracting shill bidding in online english auction",2005,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144434054&doi=10.1142%2fS0218843005001158&partnerID=40&md5=4fbb1de8a954ae17a2bf2bbde8e7d7f3","National Science Foundation","Final"
"Matsuda N., Yarzebinski E., Keiser V., Raizada R., Stylianides G.J., Koedinger K.R.","Studying the effect of a competitive game show in a learning by teaching environment",2013,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902484678&doi=10.1007%2fs40593-013-0009-1&partnerID=40&md5=83f2d66eb94c5c2ac523d7df405cac02","National Science Foundation

Carnegie Mellon University

Institute of Education Sciences

U.S. Department of Education","Final"
"Li B., He M., Wu W., Sangaiah A.K., Jeon G.","Computation offloading algorithm for arbitrarily divisible applications in mobile edge computing environments: An OCR case",2018,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046998003&doi=10.3390%2fsu10051611&partnerID=40&md5=b71075f65e614d519598b19f83fe3013","National Natural Science Foundation of China","Final"
"Zheng H.-T., Wang W., Chen W., Sangaiah A.K.","Automatic Generation of News Comments Based on Gated Attention Neural Networks",2017,14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035811477&doi=10.1109%2fACCESS.2017.2774839&partnerID=40&md5=ceed9ea57835db72466bcb0999421385","National Natural Science Foundation of China

Natural Science Foundation of Guangdong Province

Tsinghua University","Final"
"Liang W., Tang M., Jing L., Sangaiah A.K., Huang Y.","SIRSE: A secure identity recognition scheme based on electroencephalogram data with multi-factor feature",2018,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019075155&doi=10.1016%2fj.compeleceng.2017.05.001&partnerID=40&md5=5f392f8264b2419b69e519d15fb6475d","National Natural Science Foundation of China

Hunan Provincial Science and Technology Department

Hunan University of Science and Technology","Final"
"Ranjan J., Patra K., Szalay T., Mia M., Gupta M.K., Song Q., Krolczyk G., Chudy R., Pashnyov V.A., Pimenov D.Y.","Artificial intelligence-based hole quality prediction in micro-drilling using multiple sensors",2020,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079300620&doi=10.3390%2fs20030885&partnerID=40&md5=b918d69ad46526c1ff6ce8379c7285f7","National Institutes of Health

Department of Science and Technology, Ministry of Science and Technology, India","Final"
"Li Z., Janardhanan M.N., Ashour A.S., Dey N.","Mathematical models and migrating birds optimization for robotic U-shaped assembly line balancing problem",2019,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059277017&doi=10.1007%2fs00521-018-3957-4&partnerID=40&md5=4f357aac5458110cb5420751c1d51736","National Natural Science Foundation of China

China Postdoctoral Science Foundation","Final"
"Jha R., Chakraborti N., Diercks D.R., Stebner A.P., Ciobanu C.V.","Combined machine learning and CALPHAD approach for discovering processing-structure relationships in soft magnetic alloys",2018,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045452892&doi=10.1016%2fj.commatsci.2018.04.008&partnerID=40&md5=8431777223a2df34361a74abb09d6b9d","National Science Foundation","Final"
"Naslund J.A., Gonsalves P.P., Gruebner O., Pendse S.R., Smith S.L., Sharma A., Raviola G.","Digital Innovations for Global Mental Health: Opportunities for Data Science, Task Sharing, and Early Intervention",2019,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073973806&doi=10.1007%2fs40501-019-00186-8&partnerID=40&md5=8a7b1656c9ac7cbc39f4ee35635510e8","National Institute of Mental Health","Final"
"Patro K.K., Kumar P.R.","Machine learning classification approaches for biometric recognition system using ECG signals",2017,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040222559&doi=10.25103%2fjestr.106.01&partnerID=40&md5=af7d31b0b5314f5e9406bb88ae57b327","National Institute of General Medical Sciences

National Institute of Biomedical Imaging and Bioengineering","Final"
"Li G., Kumar D., Samui P., Rad H.N., Roy B., Hasanipanah M.","Developing a new computational intelligence approach for approximating the blast-induced ground vibration",2020,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081205550&doi=10.3390%2fapp10020434&partnerID=40&md5=d3c286da569785c4603558fdfc349f5f","National Natural Science Foundation of China

National Basic Research Program of China (973 Program)","Final"
"Kargupta H., Bandyopadhyay S.","A perspective on the foundation and evolution of the linkage learning genetic algorithms",2000,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033728731&doi=10.1016%2fS0045-7825%2899%2900387-4&partnerID=40&md5=4a92a8e19c62a31b2ca0b0a336db25b2","National Science Foundation

Air Force Office of Scientific Research

U.S. Army","Final"
"Lv Z., Han Y., Singh A.K., Manogaran G., Lv H.","Trustworthiness in Industrial IoT Systems Based on Artificial Intelligence",2021,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096654341&doi=10.1109%2fTII.2020.2994747&partnerID=40&md5=8a2ae8aea5735fc37f1184bbfee2f193","National Natural Science Foundation of China

Major Scientific and Technological Innovation Project of Shandong Province

Key Research and Development Plan of Tianjin","Final"
"Band S.S., Janizadeh S., Pal S.C., Saha A., Chakrabortty R., Melesse A.M., Mosavi A.","Flash flood susceptibility modeling using new approaches of hybrid and ensemble tree-based machine learning algorithms",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094912774&doi=10.3390%2frs12213568&partnerID=40&md5=4da19e0336b1af104b7fbf588a637b51","European Commission","Final"
"Gao Y., Wang J., Wu W., Sangaiah A.K., Lim S.-J.","Travel route planning with optimal coverage in difficult wireless sensor network environment",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065088931&doi=10.3390%2fs19081838&partnerID=40&md5=1fd0b9d7802e7417e9f1bf98a1ab5d50","National Natural Science Foundation of China","Final"
"Petit J., Roura S., Carmona J., Cortadella J., Duch J., Giménez O., Mani A., Mas J., Rodríguez-Carbonell E., Rubio E., De San Pedro E., Venkataramani D.","Jutge.org: Characteristics and Experiences",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023158566&doi=10.1109%2fTLT.2017.2723389&partnerID=40&md5=689c55f5d49d43d753663bb4248a311d","European Commission

Generalitat de Catalunya

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Khan S., Zafar N., Khan S.S., Setua S., Behrman S.W., Stiles Z.E., Yallapu M.M., Sahay P., Ghimire H., Ise T., Nagata S., Wang L., Wan J.Y., Pradhan P., Jaggi M., Chauhan S.C.","Clinical significance of MUC13 in pancreatic ductal adenocarcinoma",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040511795&doi=10.1016%2fj.hpb.2017.12.003&partnerID=40&md5=5fb969103531d4986621d46abbe870d5","National Institutes of Health

U.S. Department of Defense

National Cancer Institute

National Institute of Biomedical Imaging and Bioengineering

Health Science Center, University of Tennessee

University of Memphis

Herb Kosten Foundation

Japan Society for the Promotion of Science","Final"
"Qu T., Zhang J.H., Chan F.T.S., Srivastava R.S., Tiwari M.K., Park W.-Y.","Demand prediction and price optimization for semi-luxury supermarket segment",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029546623&doi=10.1016%2fj.cie.2017.09.004&partnerID=40&md5=07d65bd0bca478f3f7e38ae57d853ecb","Shandong University

National Natural Science Foundation of China

Hong Kong Polytechnic University","Final"
"Babič M., Hluchy L., Krammer P., Matovič B., Kumar R., Kovač P.","New method for constructing a visibility graph-network in 3D space and a new hybrid system of modeling",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044331619&doi=10.4149%2fcai_2017_5_1107&partnerID=40&md5=3b883ca10a6444adb8a75fea8366f732","Horizon 2020 Framework Programme

Vedecká Grantová Agentúra MŠVVaŠ SR a SAV","Final"
"Prabhu Gaonkar R.S., Xie M., Huang H.-Z.","Optimizing maritime travel time reliability",2013,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880283336&doi=10.1177%2f1475090212460626&partnerID=40&md5=aacce922c4fdd8a8651b9cb931623bec","City University of Hong Kong

Agency for Science, Technology and Research

National Natural Science Foundation of China

Ministerstwo Nauki i Szkolnictwa Wyższego

Science and Engineering Research Council","Final"
"Ukil A., Jara A.J., Marin L.","Data-driven automated cardiac health management with robust edge analytics and de-risking",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068462624&doi=10.3390%2fs19122733&partnerID=40&md5=4de7da964a8ec52ead502ced3e04de42","Horizon 2020 Framework Programme","Final"
