Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Wu L., Zheng W.X.","L2-L∞ control of nonlinear fuzzy itô stochastic delay systems via dynamic output feedback",2009,111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649395581&doi=10.1109%2fTSMCB.2008.2012350&partnerID=40&md5=32e7e5e13b2893f5850902ea09f1cd90","Australian Research Council

University of Western Sydney

National Natural Science Foundation of China","Final"
"Sünderhauf N., Brock O., Scheirer W., Hadsell R., Fox D., Leitner J., Upcroft B., Abbeel P., Burgard W., Milford M., Corke P.","The limits and potentials of deep learning for robotics",2018,109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046709786&doi=10.1177%2f0278364918770733&partnerID=40&md5=0bc3b31b095684a8cbbab2e29e82f2a3","Division of Information and Intelligent Systems

Intelligence Advanced Research Projects Activity

Australian Research Council

Deutsche Forschungsgemeinschaft","Final"
"Abdeljaber O., Avci O., Kiranyaz M.S., Boashash B., Sodano H., Inman D.J.","1-D CNNs for structural damage detection: Verification on a structural health monitoring benchmark data",2018,107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030530989&doi=10.1016%2fj.neucom.2017.09.069&partnerID=40&md5=7e88e22f73923e955b0c0cfe432d8e07","National Science Foundation

National Aeronautics and Space Administration

Arizona State University","Final"
"Asami T., Bouix S., Whitford T.J., Shenton M.E., Salisbury D.F., McCarley R.W.","Longitudinal loss of gray matter volume in patients with first-episode schizophrenia: DARTEL automated analysis and ROI validation",2012,105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055194331&doi=10.1016%2fj.neuroimage.2011.08.066&partnerID=40&md5=289d12ce11aab2b714ee931ee055cabc","National Institute of Mental Health

National Alliance for Research on Schizophrenia and Depression

National Health and Medical Research Council","Final"
"Lloyd T.E., Mammen A.L., Amato A.A., Weiss M.D., Needham M., Greenberg S.A.","Evaluation and construction of diagnostic criteria for inclusion body myositis",2014,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905819302&doi=10.1212%2fWNL.0000000000000642&partnerID=40&md5=a98f72c4f56175afb839961c5268c2ec","National Institute of Neurological Disorders and Stroke","Final"
"Qin J., Zheng W.X., Gao H.","Coordination of multiple agents with double-integrator dynamics under generalized interaction topologies",2012,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856277424&doi=10.1109%2fTSMCB.2011.2164523&partnerID=40&md5=386f6878a47a56c75554aff8a0e23556","Australian Research Council

National Natural Science Foundation of China

Ministry of Education of the People's Republic of China

Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China

Northeastern University

China Scholarship Council

National Key Research and Development Program of China","Final"
"Celebi M.E., Iyatomi H., Stoecker W.V., Moss R.H., Rabinovitz H.S., Argenziano G., Soyer H.P.","Automatic detection of blue-white veil and related structures in dermoscopy images",2008,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649105845&doi=10.1016%2fj.compmedimag.2008.08.003&partnerID=40&md5=a7b47a30f2b26ddaaf9edb93c9252b9c","National Science Foundation

National Institutes of Health

National Cancer Institute

Small Business Innovation Research

Texas Workforce Commission","Final"
"Trost S.G., Zheng Y., Wong W.-K.","Machine learning for activity recognition: Hip versus wrist data",2014,103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908459246&doi=10.1088%2f0967-3334%2f35%2f11%2f2183&partnerID=40&md5=404fe0e66934aafec023fe4470cc9242","Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Gao X., Wang B., Tao D., Li X.","A relay level set method for automatic image segmentation",2011,102,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952902125&doi=10.1109%2fTSMCB.2010.2065800&partnerID=40&md5=39b88f700c21b7d22061fa9585a5fa6f","Microsoft Research Asia

National Natural Science Foundation of China

Ministry of Education of the People's Republic of China

National Laboratory of Pattern Recognition

National Key Research and Development Program of China

Natural Science Basic Research Program of Shaanxi Province","Final"
"Wang L., Zhang J., Liu P., Choo K.-K.R., Huang F.","Spectral–spatial multi-feature-based deep learning for hyperspectral remote sensing image classification",2017,99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976870858&doi=10.1007%2fs00500-016-2246-3&partnerID=40&md5=4d28a30bc73bc89095d21629a816d73c","National Natural Science Foundation of China","Final"
"Patrick J., Li M.","High accuracy information extraction of medication information from clinical notes: 2009 i2b2 medication extraction challenge",2010,97,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149487508&doi=10.1136%2fjamia.2010.003939&partnerID=40&md5=cf3e60963559cef3b4d7e8494a0f7710","U.S. National Library of Medicine","Final"
"Tang J., Zha Z.-J., Tao D., Chua T.-S.","Semantic-gap-oriented active learning for multilabel image annotation",2012,96,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859075572&doi=10.1109%2fTIP.2011.2180916&partnerID=40&md5=946bbe24feb7a7c7698a9dc3fe869b22","Australian Research Council

National Natural Science Foundation of China

Natural Science Foundation of Jiangsu Province

National Key Research and Development Program of China","Final"
"Zhu X., Zhang P., Lin X., Shi Y.","Active learning from stream data using optimal weight classifier ensemble",2010,96,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649975675&doi=10.1109%2fTSMCB.2010.2042445&partnerID=40&md5=f6b3a64264dd74f918dd91736b88cebd","National Natural Science Foundation of China","Final"
"Chaney N.W., Wood E.F., McBratney A.B., Hempel J.W., Nauman T.W., Brungard C.W., Odgers N.P.","POLARIS: A 30-meter probabilistic soil series map of the contiguous United States",2016,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962834139&doi=10.1016%2fj.geoderma.2016.03.025&partnerID=40&md5=51caebc70ecfab4331f12952e0680e99","National Science Foundation

Australian Research Council","Final"
"Yu J., Liu D., Tao D., Seah H.S.","On combining multiple features for cartoon character retrieval and clip synthesis",2012,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866523030&doi=10.1109%2fTSMCB.2012.2192108&partnerID=40&md5=076212da6cbd2c62ec48f03f7e942d32","Australian Research Council

National Natural Science Foundation of China","Final"
"Benosman R., Ieng S.-H., Clercq C., Bartolozzi C., Srinivasan M.","Asynchronous frameless event-based optical flow",2012,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856438852&doi=10.1016%2fj.neunet.2011.11.001&partnerID=40&md5=d6593315c3dd32e4e8f3edf8a497252c","Seventh Framework Programme

European Commission","Final"
"Liu P., Choo K.-K.R., Wang L., Huang F.","SVM or deep learning? A comparative study on remote sensing image classification",2017,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978054052&doi=10.1007%2fs00500-016-2247-2&partnerID=40&md5=1753c5e766218705c4396734b348ad6f","National Natural Science Foundation of China","Final"
"Shehzad Z., Kelly C., Reiss P.T., Cameron Craddock R., Emerson J.W., McMahon K., Copland D.A., Xavier Castellanos F., Milham M.P.","A multivariate distance-based analytic framework for connectome-wide association studies",2014,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896979657&doi=10.1016%2fj.neuroimage.2014.02.024&partnerID=40&md5=7d1b6fd54dc396bbf9e6838b7bbb179e","National Institute of Mental Health

Brain and Behavior Research Foundation

Leon Levy Foundation

Stavros Niarchos Foundation","Final"
"De Jong J.T.A., Verdoes Kleijn G.A., Erben T., Hildebrandt H., Kuijken K., Sikkema G., Brescia M., Bilicki M., Napolitano N.R., Amaro V., Begeman K.G., Boxhoorn D.R., Buddelmeijer H., Cavuoti S., Getman F., Grado A., Helmich E., Huang Z., Irisarri N., La Barbera F., Longo G., McFarland J.P., Nakajima R., Paolillo M., Puddu E., Radovich M., Rifatto A., Tortora C., Valentijn E.A., Vellucci C., Vriend W.-J., Amon A., Blake C., Choi A., Conti I.F., Gwyn S.D.J., Herbonnet R., Heymans C., Hoekstra H., Klaes D., Merten J., Miller L., Schneider P., Viola M.","The third data release of the Kilo-Degree Survey and associated data products",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028420464&doi=10.1051%2f0004-6361%2f201730747&partnerID=40&md5=cdbff66205b0ace2d91565607fbef058","Alexander von Humboldt-Stiftung

Association pour la Recherche sur le Cancer

Horizon 2020 Framework Programme

Seventh Framework Programme

American Academy of Ophthalmology

FP7 Ideas: European Research Council

Division of Loan Repayment

Science and Technology Facilities Council

Marie Curie

European Research Council

Australian Research Council

Deutsche Forschungsgemeinschaft

Bundesministerium für Wirtschaft und Technologie

Nederlandse Organisatie voor Wetenschappelijk Onderzoek

Università degli Studi di Padova

Seventh Framework Programme

European Regional Development Fund

Nederlandse Onderzoekschool Voor Astronomie

Università ta' Malta","Final"
"Lian J., Feng Z., Shi P.","Observer design for switched recurrent neural networks: An average dwell time approach",2011,90,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053624322&doi=10.1109%2fTNN.2011.2162111&partnerID=40&md5=7bae80e54a4ca9bd7457b8bba82fa2b5","National Natural Science Foundation of China","Final"
"Kiral-Kornek I., Roy S., Nurse E., Mashford B., Karoly P., Carroll T., Payne D., Saha S., Baldassano S., O'Brien T., Grayden D., Cook M., Freestone D., Harrer S.","Epileptic Seizure Prediction Using Big Data and Deep Learning: Toward a Mobile System",2018,87,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037980011&doi=10.1016%2fj.ebiom.2017.11.032&partnerID=40&md5=7ca0a3378524bc768f69587e05916d03","National Science Foundation

National Health and Medical Research Council","Final"
"Li F., Li C., Wang M., Webb G.I., Zhang Y., Whisstock J.C., Song J.","GlycoMine: A machine learning-based approach for predicting N-, C-and O-linked glycosylation in the human proteome",2015,87,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940667625&doi=10.1093%2fbioinformatics%2fbtu852&partnerID=40&md5=a4362dbffefba7c465d8fe8dfdeb9050","National Health and Medical Research Council

Monash University

National Natural Science Foundation of China

Chinese Academy of Sciences","Final"
"Shao H., Han Q.-L.","New delay-dependent stability criteria for neural networks with two additive time-varying delay components",2011,86,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955847145&doi=10.1109%2fTNN.2011.2114366&partnerID=40&md5=b1637669541288b6a41a4cf582741077","Australian Research Council

National Natural Science Foundation of China

Natural Science Foundation of Shandong Province","Final"
"Sajedi-Hosseini F., Malekian A., Choubin B., Rahmati O., Cipullo S., Coulon F., Pradhan B.","A novel machine learning-based approach for the risk assessment of nitrate groundwater contamination",2018,83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049899488&doi=10.1016%2fj.scitotenv.2018.07.054&partnerID=40&md5=181ff14c17c88571c65e52775da6ab92","Horizon 2020 Framework Programme","Final"
"Arnott D., Pervan G.","A critical analysis of decision support systems research revisited: The rise of design science",2014,83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927137417&doi=10.1057%2fjit.2014.16&partnerID=40&md5=bf9bd6b47c4331770b3910530ac98bf6","National Science Foundation

National Research Council Canada

Australian Research Council

Research Councils UK","Final"
"Carneiro G., Nascimento J.C.","Combining multiple dynamic models and deep learning architectures for tracking the left ventricle endocardium in ultrasound data",2013,77,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884546164&doi=10.1109%2fTPAMI.2013.96&partnerID=40&md5=52d25ba8fbde88e9c98a796dea795c66","Seventh Framework Programme","Final"
"Kutter O., Shams R., Navab N.","Visualization and GPU-accelerated simulation of medical ultrasound from CT images",2009,76,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-63649110322&doi=10.1016%2fj.cmpb.2008.12.011&partnerID=40&md5=9a567fdcccda02367ce4bd160a1554e3","European Commission","Final"
"Wang L., Geng H., Liu P., Lu K., Kolodziej J., Ranjan R., Zomaya A.Y.","Particle Swarm Optimization based dictionary learning for remote sensing big data",2015,75,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930520292&doi=10.1016%2fj.knosys.2014.10.004&partnerID=40&md5=ad50a807be5324901d41da28bc95fad5","National Natural Science Foundation of China

Natural Science Foundation of Beijing Municipality","Final"
"Acosta O., Bourgeat P., Zuluaga M.A., Fripp J., Salvado O., Ourselin S.","Automated voxel-based 3D cortical thickness measurement in a combined Lagrangian-Eulerian PDE approach using partial volume maps",2009,74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68849115024&doi=10.1016%2fj.media.2009.07.003&partnerID=40&md5=bab245f679dd1fa62ed025ec8dbac426","National Institutes of Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Pfizer

GlaxoSmithKline

DoD Alzheimer's Disease Neuroimaging Initiative","Final"
"Thiébaux S., Hoffmann J., Nebel B.","In defense of PDDL axioms",2005,73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144449623&doi=10.1016%2fj.artint.2005.05.004&partnerID=40&md5=37772c6f02fb7b2555e25fbb61fb5d58","National ICT Australia

European Commission

Australian Research Council

Deutsche Forschungsgemeinschaft","Final"
"Cai S., Su K.","Local search for Boolean Satisfiability with configuration checking and subscore",2013,72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884536334&doi=10.1016%2fj.artint.2013.09.001&partnerID=40&md5=e6b41b9aef46bb8c1ef929d1598f4d83","Appalachian Regional Commission

National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Huang F., Yin K., Huang J., Gui L., Wang P.","Landslide susceptibility mapping based on self-organizing-map network and extreme learning machine",2017,70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018551890&doi=10.1016%2fj.enggeo.2017.04.013&partnerID=40&md5=a8c3ed08b6af573aa080b6d45d1595e3","National Natural Science Foundation of China","Final"
"Julia Flores M., Nicholson A.E., Brunskill A., Korb K.B., Mascaro S.","Incorporating expert knowledge when learning Bayesian network structure: A medical case study",2011,69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054033667&doi=10.1016%2fj.artmed.2011.08.004&partnerID=40&md5=d112a8f9a749f995d6a83ed6cc0d4ca7","Ministerio de Ciencia e Innovación

Universidad de Castilla-La Mancha

European Regional Development Fund","Final"
"Li H., Wang J., Lu H., Guo Z.","Research and application of a combined model based on variable weight for short term wind speed forecasting",2018,68,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031110924&doi=10.1016%2fj.renene.2017.09.089&partnerID=40&md5=af80ad660b2531682b27f27fbe2094cc","National Natural Science Foundation of China","Final"
"Shen K.-K., Fripp J., Mériaudeau F., Chételat G., Salvado O., Bourgeat P.","Detecting global and local hippocampal shape changes in Alzheimer's disease using statistical shape models",2012,67,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855497815&doi=10.1016%2fj.neuroimage.2011.10.014&partnerID=40&md5=6fbfbac0e34bc6c9610268eddae57e33","National Institutes of Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Dana Foundation

Abbott Laboratories

Bristol-Myers Squibb

AstraZeneca

Genentech

GlaxoSmithKline

Johnson and Johnson

GE Healthcare

Alzheimer's Disease Neuroimaging Initiative

Elan

Innogenetics

Bayer Schering","Final"
"Ström P., Kartasalo K., Olsson H., Solorzano L., Delahunt B., Berney D.M., Bostwick D.G., Evans A.J., Grignon D.J., Humphrey P.A., Iczkowski K.A., Kench J.G., Kristiansen G., van der Kwast T.H., Leite K.R.M., McKenney J.K., Oxley J., Pan C.-C., Samaratunga H., Srigley J.R., Takahashi H., Tsuzuki T., Varma M., Zhou M., Lindberg J., Lindskog C., Ruusuvuori P., Wählby C., Grönberg H., Rantalainen M., Egevad L., Eklund M.","Artificial intelligence for diagnosis and grading of prostate cancer in biopsies: a population-based, diagnostic study",2020,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078407893&doi=10.1016%2fS1470-2045%2819%2930738-7&partnerID=40&md5=7ee50b37e21af7531fc161d869fd1807","KAUTE-Säätiö

EIT Health

European Research Council

Academy of Finland

Cancerfonden

Vetenskapsrådet

Tampereen Teknillinen Yliopisto

Tampereen Yliopisto

Emil Aaltosen Säätiö

Tekniikan Edistämissäätiö

Syöpäjärjestöt

Forskningsrådet om Hälsa, Arbetsliv och Välfärd

Orionin Tutkimussäätiö

Svenska Litteratursällskapet i Finland

Walter Ahlströmin Säätiö","Final"
"Li Z., Keel S., Liu C., He Y., Meng W., Scheetz J., Lee P.Y., Shaw J., Ting D., Wong T.Y., Taylor H., Chang R., He M.","An automated grading system for detection of vision-threatening referable diabetic retinopathy on the basis of color fundus photographs",2018,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055705876&doi=10.2337%2fdc18-0147&partnerID=40&md5=beeed1de7d0bc9bd05e6283c367ca4e5","National Health and Medical Research Council

University of Melbourne

National Natural Science Foundation of China

Bupa Health Foundation

Science and Technology Planning Project of Guangdong Province","Final"
"Chen C., Wang Y., Zhang J., Xiang Y., Zhou W., Min G.","Statistical Features-Based Real-Time Detection of Drifted Twitter Spam",2017,63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012023622&doi=10.1109%2fTIFS.2016.2621888&partnerID=40&md5=fd9471cbd647437608d1993a72ebdd4d","Australian Research Council

National Natural Science Foundation of China","Final"
"Deng C., Liu X., Li C., Tao D.","Active multi-kernel domain adaptation for hyperspectral image classification",2018,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032215970&doi=10.1016%2fj.patcog.2017.10.007&partnerID=40&md5=6a54630b10b5ae97c643201f3159dd2a","National Natural Science Foundation of China

Beijing Municipal Science and Technology Commission

State Key Laboratory of Software Development Environment","Final"
"Han G.-S., Yu Z.-G., Anh V.","A two-stage SVM method to predict membrane protein types by incorporating amino acid classifications and physicochemical properties into a general form of Chou's PseAAC",2014,60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890876239&doi=10.1016%2fj.jtbi.2013.11.017&partnerID=40&md5=c9930b632d5ee80b0b0c47ee24790c41","Australian Research Council

National Natural Science Foundation of China

Science and Technology Innovative Research Team in Higher Educational Institutions of Hunan Province","Final"
"Liu X., Wang L., Yin J., Zhu E., Zhang J.","An efficient approach to integrating radius information into multiple kernel learning",2013,60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890433386&doi=10.1109%2fTSMCB.2012.2212243&partnerID=40&md5=270e33d1af50764df28615342cdc0143",,"Final"
"Prabhakar S., Goel A.K.","Functional modeling for enabling adaptive design of devices for new environments",1998,60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032188656&doi=10.1016%2fS0954-1810%2898%2900003-X&partnerID=40&md5=cefc929bf539f821157d91586b8082a8","National Science Foundation

Defense Advanced Research Projects Agency","Final"
"Zhang R., Xu Z.-B., Huang G.-B., Wang D.","Global convergence of online BP training with dynamic learning rate",2012,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868489803&doi=10.1109%2fTNNLS.2011.2178315&partnerID=40&md5=3aa3a419c2d344168d27ee6aeb5da6c3","National Natural Science Foundation of China

Xi’an Jiaotong University

National Key Research and Development Program of China

Kementerian Pendidikan Malaysia","Final"
"Du B., Wang Z., Zhang L., Zhang L., Tao D.","Robust and Discriminative Labeling for Multi-Label Active Learning Based on Maximum Correntropy Criterion",2017,58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015796892&doi=10.1109%2fTIP.2017.2651372&partnerID=40&md5=de1007408082e32943c26aaf2331344d","Australian Research Council

National Natural Science Foundation of China

Natural Science Foundation of Hubei Province

Fundamental Research Funds for the Central Universities","Final"
"Song M., Tao D., Huang X., Chen C., Bu J.","Three-dimensional face reconstruction from a single image by a coupled RBF network",2012,58,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860110906&doi=10.1109%2fTIP.2012.2183882&partnerID=40&md5=a5594e1af61b1744009264b615a49089","Australian Research Council

National Natural Science Foundation of China","Final"
"Wang T., Luo H., Zheng X., Xie M.","Crowdsourcing mechanism for trust evaluation in CPCS based on intelligent mobile edge computing",2019,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075606041&doi=10.1145%2f3324926&partnerID=40&md5=76ec017c905aadf9bfe22862bc5c4963","National Natural Science Foundation of China

Natural Science Foundation of Fujian Province

Huaqiao University","Final"
