Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Best M.G., Sol N., In ‘t Veld S.G.J.G., Vancura A., Muller M., Niemeijer A.-L.N., Fejes A.V., Tjon Kon Fat L.-A., Huis In ‘t Veld A.E., Leurs C., Le Large T.Y., Meijer L.L., Kooi I.E., Rustenburg F., Schellen P., Verschueren H., Post E., Wedekind L.E., Bracht J., Esenkbrink M., Wils L., Favaro F., Schoonhoven J.D., Tannous J., Meijers-Heijboer H., Kazemier G., Giovannetti E., Reijneveld J.C., Idema S., Killestein J., Heger M., de Jager S.C., Urbanus R.T., Hoefer I.E., Pasterkamp G., Mannhalter C., Gomez-Arroyo J., Bogaard H.-J., Noske D.P., Vandertop W.P., van den Broek D., Ylstra B., Nilsson R.J.A., Wesseling P., Karachaliou N., Rosell R., Lee-Lewandrowski E., Lewandrowski K.B., Tannous B.A., de Langen A.J., Smit E.F., van den Heuvel M.M., Wurdinger T.","Swarm Intelligence-Enhanced Detection of Non-Small-Cell Lung Cancer Using Tumor-Educated Platelets",2017,98,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027221443&doi=10.1016%2fj.ccell.2017.07.004&partnerID=40&md5=365e4f8dba89fecacaa72cd3a285fe64","National Institutes of Health

National Cancer Institute

European Research Council

Vetenskapsrådet

Associazione Italiana per la Ricerca sul Cancro","Final"
"Chrysoulakis N., Lopes M., San José R., Grimmond C.S.B., Jones M.B., Magliulo V., Klostermann J.E.M., Synnefa A., Mitraka Z., Castro E.A., González A., Vogt R., Vesala T., Spano D., Pigeon G., Freer-Smith P., Staszewski T., Hodges N., Mills G., Cartalis C.","Sustainable urban metabolism as a link between bio-physical sciences and urban planning: The BRIDGE project",2013,96,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875275154&doi=10.1016%2fj.landurbplan.2012.12.005&partnerID=40&md5=50f936394d027815fd83eae5df4e0ffd","Seventh Framework Programme

Seventh Framework Programme","Final"
"Trebeschi S., Drago S.G., Birkbak N.J., Kurilova I., Cǎlin A.M., Delli Pizzi A., Lalezari F., Lambregts D.M.J., Rohaan M.W., Parmar C., Rozeman E.A., Hartemink K.J., Swanton C., Haanen J.B.A.G., Blank C.U., Smit E.F., Beets-Tan R.G.H., Aerts H.J.W.L.","Predicting response to cancer immunotherapy using noninvasive radiomic biomarkers",2019,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070450750&doi=10.1093%2fannonc%2fmdz108&partnerID=40&md5=92a60493a100e1a6fc56aa95715e0fd1","National Institutes of Health

National Cancer Institute

AstraZeneca

Cancer Research UK

Rosetrees Trust

UCLH Biomedical Research Centre","Final"
"De Jong J.T.A., Verdoes Kleijn G.A., Erben T., Hildebrandt H., Kuijken K., Sikkema G., Brescia M., Bilicki M., Napolitano N.R., Amaro V., Begeman K.G., Boxhoorn D.R., Buddelmeijer H., Cavuoti S., Getman F., Grado A., Helmich E., Huang Z., Irisarri N., La Barbera F., Longo G., McFarland J.P., Nakajima R., Paolillo M., Puddu E., Radovich M., Rifatto A., Tortora C., Valentijn E.A., Vellucci C., Vriend W.-J., Amon A., Blake C., Choi A., Conti I.F., Gwyn S.D.J., Herbonnet R., Heymans C., Hoekstra H., Klaes D., Merten J., Miller L., Schneider P., Viola M.","The third data release of the Kilo-Degree Survey and associated data products",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028420464&doi=10.1051%2f0004-6361%2f201730747&partnerID=40&md5=cdbff66205b0ace2d91565607fbef058","Alexander von Humboldt-Stiftung

Association pour la Recherche sur le Cancer

Horizon 2020 Framework Programme

Seventh Framework Programme

American Academy of Ophthalmology

FP7 Ideas: European Research Council

Division of Loan Repayment

Science and Technology Facilities Council

Marie Curie

European Research Council

Australian Research Council

Deutsche Forschungsgemeinschaft

Bundesministerium für Wirtschaft und Technologie

Nederlandse Organisatie voor Wetenschappelijk Onderzoek

Università degli Studi di Padova

Seventh Framework Programme

European Regional Development Fund

Nederlandse Onderzoekschool Voor Astronomie

Università ta' Malta","Final"
"Mulder E.R., de Jong R.A., Knol D.L., van Schijndel R.A., Cover K.S., Visser P.J., Barkhof F., Vrenken H.","Hippocampal volume change measurement: Quantitative assessment of the reproducibility of expert manual outlining and the automated methods FreeSurfer and FIRST",2014,84,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895969944&doi=10.1016%2fj.neuroimage.2014.01.058&partnerID=40&md5=80e913d1c4aa171a2c59ee69e63bdc06","National Institutes of Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Abbott Laboratories

Bristol-Myers Squibb

Alzheimer's Drug Discovery Foundation

Pfizer

AstraZeneca

Genentech

Merck

Novartis

EMD Serono

GE Healthcare

F. Hoffmann-La Roche

Medpace

Alzheimer's Disease Neuroimaging Initiative

Amorfix Life Sciences

Takeda Pharmaceutical Company

Seventh Framework Programme

Bayer HealthCare

Innogenetics","Final"
"Vogt P.","The emergence of compositional structures in perceptually grounded language games",2005,82,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144457293&doi=10.1016%2fj.artint.2005.04.010&partnerID=40&md5=2eb8d10d18eac0f4f5719436f7296801","European Commission

Nederlandse Organisatie voor Wetenschappelijk Onderzoek","Final"
"Nanetti L., Cerliani L., Gazzola V., Renken R., Keysers C.","Group analyses of connectivity-based cortical parcellation using repeated k-means clustering",2009,81,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651051840&doi=10.1016%2fj.neuroimage.2009.06.014&partnerID=40&md5=c3837539e1094b01d2fb49a67c714ac1","European Commission

Nederlandse Organisatie voor Wetenschappelijk Onderzoek","Final"
"Xu Y., Hosny A., Zeleznik R., Parmar C., Coroller T., Franco I., Mak R.H., Aerts H.J.W.L.","Deep learning predicts lung cancer treatment response from serial medical imaging",2019,79,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066628225&doi=10.1158%2f1078-0432.CCR-18-2495&partnerID=40&md5=568a598b355d9a0056d580f214ae0f33","National Institutes of Health

National Cancer Institute","Final"
"Atkinson K., Baroni P., Giacomin M., Hunter A., Prakken H., Reed C., Simari G., Thimm M., Villata S.","Toward artificial argumentation",2017,75,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030546931&doi=10.1609%2faimag.v38i3.2704&partnerID=40&md5=a947a897b8c42a4c68058b328a325164","Horizon 2020 Framework Programme

Engineering and Physical Sciences Research Council","Final"
"Reichardt K., Negro S.O., Rogge K.S., Hekkert M.P.","Analyzing interdependencies between policy mixes and technological innovation systems: The case of offshore wind in Germany",2016,74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959179930&doi=10.1016%2fj.techfore.2016.01.029&partnerID=40&md5=d1556043b31a69e3364d4fbc38fe7e02","Engineering and Physical Sciences Research Council

Research Councils UK

European Commission

Academy of Finland","Final"
"Verschure P.F.M.J., Pennartz C.M.A., Pezzulo G.","The why, what, where, when and how of goal-directed choice: Neuronal and computational principles",2014,73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907494746&doi=10.1098%2frstb.2013.0483&partnerID=40&md5=e890ab631c6bf6bdf6adf626ec2727d0","Seventh Framework Programme","Final"
"Tuyls K., Parsons S.","What evolutionary game theory tells us about multiagent learning",2007,72,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249064148&doi=10.1016%2fj.artint.2007.01.004&partnerID=40&md5=3335eafb028f00fa867ca72420bbcac2","National Science Foundation","Final"
"Milles J., Van Der Geest R.J., Jerosch-Herold M., Reiber J.H.C., Lelieveldt B.P.F.","Fully automated motion correction in first-pass myocardial perfusion MR image sequences",2008,71,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949100727&doi=10.1109%2fTMI.2008.928918&partnerID=40&md5=5ff176ce3259f9849475dafdddb95311","National Heart, Lung, and Blood Institute

European Commission","Final"
"Bosman H.H., Iacca G., Tejada A., Wörtche H.J., Liotta A.","Spatial anomaly detection in sensor networks using neighborhood information",2017,69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966421068&doi=10.1016%2fj.inffus.2016.04.007&partnerID=40&md5=5f14cd1f5135b57b47493722d78b50a0","Horizon 2020 Framework Programme

European Regional Development Fund","Final"
"Biber P., Borges J.G., Moshammer R., Barreiro S., Botequim B., Brodrechtová Y., Brukas V., Chirici G., Cordero-Debets R., Corrigan E., Eriksson L.O., Favero M., Galev E., Garcia-Gonzalo J., Hengeveld G., Kavaliauskas M., Marchetti M., Marques S., Mozgeris G., Navrátil R., Nieuwenhuis M., Orazio C., Paligorov I., Pettenella D., Sedmák R., Smreček R., Stanislovaitis A., Tomé M., Trubins R., Tuček J., Vizzarri M., Wallin I., Pretzsch H., Sallnäs O.","How sensitive are ecosystem services in European forest landscapes to silvicultural treatment?",2015,69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930632697&doi=10.3390%2ff6051666&partnerID=40&md5=5d557535bcdc9e278711de7785226380","Seventh Framework Programme","Final"
"Bui Q.-C., Katrenko S., Sloot P.M.A.","A hybrid approach to extract protein-protein interactions",2011,66,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651423600&doi=10.1093%2fbioinformatics%2fbtq620&partnerID=40&md5=f8a2901682c5f982436e77eb3c4f327c","European Commission","Final"
"Leydesdorff L., Cozzens S., Van den Besselaar P.","Tracking areas of strategic importance using scientometric journal mappings",1994,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149147801&doi=10.1016%2f0048-7333%2894%2990054-X&partnerID=40&md5=cddc3b2d8ca30b6a0114e1256a2d4cbf","National Science Foundation","Final"
"Mocanu D.C., Mocanu E., Stone P., Nguyen P.H., Gibescu M., Liotta A.","Scalable training of artificial neural networks with adaptive sparse connectivity inspired by network science",2018,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048843263&doi=10.1038%2fs41467-018-04316-3&partnerID=40&md5=37a2272c936f61ff1feedf17620642b8","Seventh Framework Programme","Final"
"Bredeweg B., Linnebank F., Bouwer A., Liem J.","Garp3 - Workbench for qualitative modelling and simulation",2009,63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70649102096&doi=10.1016%2fj.ecoinf.2009.09.009&partnerID=40&md5=5e34255817ad5622249d1f8510954a06","Seventh Framework Programme","Final"
"Guiry J.J., van de Ven P., Nelson J., Warmerdam L., Riper H.","Activity recognition with smartphone support",2014,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900831615&doi=10.1016%2fj.medengphy.2014.02.009&partnerID=40&md5=1cfc36428a4378b72100e80bdf18c1ce","Irish Research Council

Seventh Framework Programme","Final"
"Iacca G., Caraffini F., Neri F.","Multi-strategy coevolving aging particle optimization",2014,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890697415&doi=10.1142%2fS0129065714500087&partnerID=40&md5=83474e0090f8109cc723eda13a93e138","Academy of Finland

European Regional Development Fund","Final"
"van Delden H., Stuczynski T., Ciaian P., Paracchini M.L., Hurkens J., Lopatka A., Shi Y.-E., Prieto O.G., Calvo S., van Vliet J., Vanhout R.","Integrated assessment of agricultural policies with dynamic land use change modelling",2010,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955674192&doi=10.1016%2fj.ecolmodel.2010.03.023&partnerID=40&md5=dea9160de7afb032d41ed6eefb05ab9f","European Commission","Final"
"Oberije C., De Ruysscher D., Houben R., Van De Heuvel M., Uyterlinde W., Deasy J.O., Belderbos J., Dingemans A.-M.C., Rimner A., Din S., Lambin P.","A validated prediction model for overall survival from stage III non-small cell lung cancer: Toward survival prediction for individual patients",2015,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931576283&doi=10.1016%2fj.ijrobp.2015.02.048&partnerID=40&md5=0685e9cb4df1bce53fa38f0916271d48","National Cancer Institute","Final"
"Liwicki S., Zafeiriou S., Tzimiropoulos G., Pantic M.","Efficient online subspace learning with an indefinite kernel for visual tracking and recognition",2012,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875886116&doi=10.1109%2fTNNLS.2012.2208654&partnerID=40&md5=f7b7e482a380dd4ebc0c94334528afc6","Seventh Framework Programme

Engineering and Physical Sciences Research Council

European Research Council","Final"
"Tigabu A.D., Berkhout F., van Beukering P.","The diffusion of a renewable energy technology and innovation system functioning: Comparing bio-digestion in Kenya and Rwanda",2015,50,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917741085&doi=10.1016%2fj.techfore.2013.09.019&partnerID=40&md5=767f349201c96ef7fe9553e0a2ba2889","European Commission

Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung

Deutsche Gesellschaft für Internationale Zusammenarbeit","Final"
"Vieira S.M., Sousa J.M.C., Kaymak U.","Fuzzy criteria for feature selection",2012,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655201315&doi=10.1016%2fj.fss.2011.09.009&partnerID=40&md5=c45c398b4bb625c24cd3c18483ce9435","European Science Foundation

European Cooperation in Science and Technology

Fundação para a Ciência e a Tecnologia

Ministério da Educação e Ciência

Instituto Nacional de Ciência e Tecnologia para Excitotoxicidade e Neuroproteção

European Regional Development Fund","Final"
"Kang N., Singh B., Bui C., Afzal Z., van Mulligen E.M., Kors J.A.","Knowledge-based extraction of adverse drug events from biomedical text",2014,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897915860&doi=10.1186%2f1471-2105-15-64&partnerID=40&md5=ed7d7efd722939f1b38301bb25dcc2cd","Seventh Framework Programme","Final"
"Oikonomopoulos A., Patras I., Pantic M.","Spatiotemporal localization and categorization of human actions in unsegmented image sequences",2011,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952952363&doi=10.1109%2fTIP.2010.2076821&partnerID=40&md5=336b35920556fda41187d0788dfa9624","Seventh Framework Programme

Engineering and Physical Sciences Research Council

European Research Council","Final"
"Wang D., Larder B., Revell A., Montaner J., Harrigan R., De Wolf F., Lange J., Wegner S., Ruiz L., Pérez-Elías M.J., Emery S., Gatell J., D'Arminio Monforte A., Torti C., Zazzi M., Lane C.","A comparison of three computational modelling methods for the prediction of virological response to combination HIV therapy",2009,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249110722&doi=10.1016%2fj.artmed.2009.05.002&partnerID=40&md5=63b36270e9d7c53fbe3ebb03c3222bbd","National Institutes of Health

National Cancer Institute","Final"
"Eiben A.E., Kernbach S., Haasdijk E.","Embodied artificial evolution: Artificial evolutionary systems in the 21st Century",2012,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868622585&doi=10.1007%2fs12065-012-0071-x&partnerID=40&md5=f90deb0c88aa6437a0f2f4c2a6bb0891","Seventh Framework Programme

European Commission","Final"
