Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Mori G., Belongie S., Malik J.","Efficient shape matching using shape contexts",2005,323,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044434408&doi=10.1109%2fTPAMI.2005.220&partnerID=40&md5=4b27cd64a0bfd77a8c83cb6a9bbf2060","National Science Foundation

U.S. Department of Energy

Alfred P. Sloan Foundation

Lawrence Livermore National Laboratory

Natural Sciences and Engineering Research Council of Canada

Simon Fraser University","Final"
"Oishi K., Faria A., Jiang H., Li X., Akhter K., Zhang J., Hsu J.T., Miller M.I., van Zijl P.C.M., Albert M., Lyketsos C.G., Woods R., Toga A.W., Pike G.B., Rosa-Neto P., Evans A., Mazziotta J., Mori S.","Atlas-based whole brain white matter analysis using large deformation diffeomorphic metric mapping: Application to normal elderly and Alzheimer's disease participants",2009,302,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64049083876&doi=10.1016%2fj.neuroimage.2009.01.002&partnerID=40&md5=a5f3fb8c747de7f7e930a0386afde003","National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources","Final"
"Michailovich O., Rathi Y., Tannenbaum A.","Image segmentation using active contours driven by the Bhattacharyya gradient flow",2007,269,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348964934&doi=10.1109%2fTIP.2007.908073&partnerID=40&md5=c139072c06769ec532ea7b4c909bd623","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources

Army Research Office

Multidisciplinary University Research Initiative","Final"
"Whelan R., Watts R., Orr C.A., Althoff R.R., Artiges E., Banaschewski T., Barker G.J., Bokde A.L.W., Büchel C., Carvalho F.M., Conrod P.J., Flor H., Fauth-Bühler M., Frouin V., Gallinat J., Gan G., Gowland P., Heinz A., Ittermann B., Lawrence C., Mann K., Martinot J.-L., Nees F., Ortiz N., Paillère-Martinot M.-L., Paus T., Pausova Z., Rietschel M., Robbins T.W., Smolka M.N., Ströhle A., Schumann G., Garavan H.","Neuropsychosocial profiles of current and future adolescent alcohol misusers",2014,247,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906266049&doi=10.1038%2fnature13402&partnerID=40&md5=4d170f877bc240b77dc60c2415b77558","National Institute of Mental Health

National Institute on Drug Abuse

National Institute of General Medical Sciences

National Aeronautics and Space Administration

King’s College London

South London and Maudsley NHS Foundation Trust

Wellcome Trust

Medical Research Council

National Institute for Health Research

University of Cambridge

Deutsche Forschungsgemeinschaft

Bundesministerium für Bildung und Forschung

Mission Interministérielle de Lutte Contre les Drogues et les Conduites Addictives","Final"
"Jones T.R., Carpenter A.E., Lamprecht M.R., Moffat J., Silver S.J., Grenier J.K., Castoreno A.B., Eggert U.S., Root D.E., Golland P., Sabatini D.M.","Scoring diverse cellular morphologies in image-based screens with iterative feedback and machine learning",2009,247,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60549104030&doi=10.1073%2fpnas.0808843106&partnerID=40&md5=1054298ad1d53b77db3d5f07eeda40ad","National Cancer Institute

National Institute of Allergy and Infectious Diseases

National Institute of Diabetes and Digestive and Kidney Diseases","Final"
"Yi L., Kim V.G., Ceylan D., Shen I.-C., Yan M., Su H., Lu C., Huang Q., Sheffer A., Guibas L.","A scalable active framework for region annotation in 3D shape collections",2016,232,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055445399&doi=10.1145%2f2980179.2980238&partnerID=40&md5=f238194ccd3c52131e00642b09538652","National Science Foundation

Division of Administrative Services

Google

UCB US

Natural Sciences and Engineering Research Council of Canada

National Science Foundation","Final"
"Fougner A., Scheme E., Chan A.D.C., Englehart K., Stavdahl Ø.","Resolving the limb position effect in myoelectric pattern recognition",2011,219,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455259671&doi=10.1109%2fTNSRE.2011.2163529&partnerID=40&md5=b25528f199cce6a8707f3c750d43f73a","National Institutes of Health

Eunice Kennedy Shriver National Institute of Child Health and Human Development

Natural Sciences and Engineering Research Council of Canada

Norges Forskningsråd","Final"
"Ruttenberg A., Clark T., Bug W., Samwald M., Bodenreider O., Chen H., Doherty D., Forsberg K., Gao Y., Kashyap V., Kinoshita J., Luciano J., Marshall S.M., Ogbuji C., Rees J., Stephens S., Wong G.T., Wu E., Zaccagnini D., Hongsermeier T., Neumann E., Herman I., Cheung K.-H.","Advancing translational research with the Semantic Web",2007,199,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249860439&doi=10.1186%2f1471-2105-8-S3-S2&partnerID=40&md5=3dbd243b47445c31169250e6b3599da8","National Science Foundation

National Institute of Mental Health","Final"
"Zhu C.-Z., Zang Y.-F., Cao Q.-J., Yan C.-G., He Y., Jiang T.-Z., Sui M.-Q., Wang Y.-F.","Fisher discriminative analysis of resting-state brain function for attention-deficit/hyperactivity disorder",2008,186,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949129350&doi=10.1016%2fj.neuroimage.2007.11.029&partnerID=40&md5=3a71f154fc3ac2c8ec835fc83378d5db","National Natural Science Foundation of China","Final"
"Lucey P., Cohn J.F., Matthews I., Lucey S., Sridharan S., Howlett J., Prkachin K.M.","Automatically detecting pain in video through facial action units",2011,160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957529700&doi=10.1109%2fTSMCB.2010.2082525&partnerID=40&md5=0c2896610225d8e8f689396d3e03bb8c","National Institute of Mental Health

Canadian Institutes of Health Research","Final"
"Cheng L., Hou Z.-G., Lin Y., Tan M., Zhang W.C., Wu F.-X.","Recurrent neural network for non-smooth convex optimization problems with application to the identification of genetic regulatory networks",2011,157,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955864876&doi=10.1109%2fTNN.2011.2109735&partnerID=40&md5=0aa57a8e2761f93bfe3f51628e3e02bd","National Science Foundation

Natural Sciences and Engineering Research Council of Canada

National Natural Science Foundation of China

Chinese Academy of Sciences","Final"
"Ch’Ng K., Carrasquilla J., Melko R.G., Khatami E.","Machine learning phases of strongly correlated fermions",2017,155,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029674920&doi=10.1103%2fPhysRevX.7.031038&partnerID=40&md5=0aea72817572d65ee50b035c6df8249e","National Science Foundation

Innovation, Science and Economic Development Canada

Government of Canada

Natural Sciences and Engineering Research Council of Canada

Canada Research Chairs

Ontario Ministry of Research, Innovation and Science","Final"
"Bouix S., Siddiqi K., Tannenbaum A.","Flux driven automatic centerline extraction",2005,154,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144382323&doi=10.1016%2fj.media.2004.06.026&partnerID=40&md5=ddb0b25be7e5259023db84f92dcc3944","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

Air Force Office of Scientific Research

Army Research Office

Multidisciplinary University Research Initiative

Natural Sciences and Engineering Research Council of Canada

Canada Foundation for Innovation

Fonds Québécois de la Recherche sur la Nature et les Technologies","Final"
"Austin P.C., Tu J.V., Ho J.E., Levy D., Lee D.S.","Using methods from the data-mining and machine-learning literature for disease classification and prediction: A case study examining classification of heart failure subtypes",2013,151,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875243337&doi=10.1016%2fj.jclinepi.2012.11.008&partnerID=40&md5=c199e93a81cd18e2118195542e542436","National Heart, Lung, and Blood Institute

Heart and Stroke Foundation of Canada

Institute for Clinical Evaluative Sciences

Canadian Institutes of Health Research

Ontario Ministry of Health and Long-Term Care

Canada Research Chairs","Final"
"Yousef M., Nebozhyn M., Shatkay H., Kanterakis S., Showe L.C., Showe M.K.","Combining multi-species genomic data for microRNA identification using a Naïve Bayes classifier",2006,150,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745594057&doi=10.1093%2fbioinformatics%2fbtl094&partnerID=40&md5=e48c19498a7178a894bd9c9ae6f08ce0","National Science Foundation

National Cancer Institute

National Center for Research Resources

Pennsylvania Department of Health

Natural Sciences and Engineering Research Council of Canada","Final"
"Cubuk E.D., Schoenholz S.S., Rieser J.M., Malone B.D., Rottler J., Durian D.J., Kaxiras E., Liu A.J.","Identifying structural flow defects in disordered solids using machine-learning methods",2015,148,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925373077&doi=10.1103%2fPhysRevLett.114.108001&partnerID=40&md5=ac7743bca26c023d6ce17a9694556c96","National Science Foundation","Final"
"Martinez H.P., Bengio Y., Yannakakis G.","Learning deep physiological models of affect",2013,136,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876251010&doi=10.1109%2fMCI.2013.2247823&partnerID=40&md5=9cb44aec5abdf4e703fffe6f6cfa001c","Seventh Framework Programme","Final"
"Oliynyk A.O., Antono E., Sparks T.D., Ghadbeigi L., Gaultois M.W., Meredig B., Mar A.","High-Throughput Machine-Learning-Driven Synthesis of Full-Heusler Compounds",2016,133,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992690550&doi=10.1021%2facs.chemmater.6b02724&partnerID=40&md5=681b3863e1b0e83f2522b681b5447da5","Horizon 2020 Framework Programme","Final"
"Zhong Y., Zhang L., Huang B., Li P.","An unsupervised artificial immune classifier for multi/hyperspectral remote sensing imagery",2006,131,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444446724&doi=10.1109%2fTGRS.2005.861548&partnerID=40&md5=4e95b77a40c1d79fa9661048ef7a9274","Natural Sciences and Engineering Research Council of Canada

National Natural Science Foundation of China

State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing","Final"
"Sharp G., Fritscher K.D., Pekar V., Peroni M., Shusharina N., Veeraraghavan H., Yang J.","Vision 20/20: Perspectives on automated image segmentation for radiotherapy",2014,130,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899535077&doi=10.1118%2f1.4871620&partnerID=40&md5=0ee427e7a35b8e5449ad95bb188fe3b4","National Institute of Biomedical Imaging and Bioengineering","Final"
"He Y., Zhang Z., Yu F.R., Zhao N., Yin H., Leung V.C.M., Zhang Y.","Deep-reinforcement-learning-based optimization for cache-enabled opportunistic interference alignment wireless networks",2017,129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030242195&doi=10.1109%2fTVT.2017.2751641&partnerID=40&md5=84e623156fcfbbc578b5219a7d6ce261","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"de Bruijn B., Cherry C., Kiritchenko S., Martin J., Zhu X.","Machine-learned solutions for three stages of clinical information extraction: The state of the art at i2b2 2010",2011,125,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053241946&doi=10.1136%2famiajnl-2011-000150&partnerID=40&md5=d851ec3067303eb9bc1ca54d7c6fd522","U.S. National Library of Medicine","Final"
"Madani O., Hanks S., Condon A.","On the undecidability of probabilistic planning and related stochastic optimization problems",2003,125,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037840849&doi=10.1016%2fS0004-3702%2802%2900378-8&partnerID=40&md5=b646ee8d00991bc9fb2ab0122eea73a9","National Science Foundation

Natural Sciences and Engineering Research Council of Canada","Final"
"Wei Y., Yu F.R., Song M., Han Z.","User Scheduling and Resource Allocation in HetNets with Hybrid Energy Supply: An Actor-Critic Reinforcement Learning Approach",2018,123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033675947&doi=10.1109%2fTWC.2017.2769644&partnerID=40&md5=743d62e977a7b99a04294ef4552f9c17","National Natural Science Foundation of China","Final"
"Narasimha-Iyer H., Can A., Roysam B., Stewart C.V., Tanenbaum H.L., Majerovics A., Singh H.","Robust detection and classification of longitudinal changes in color retinal fundus images for monitoring diabetic retinopathy",2006,123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744986261&doi=10.1109%2fTBME.2005.863971&partnerID=40&md5=fe6b6bf1c106bb9aab4e45856bad559e","National Science Foundation

Rensselaer Polytechnic Institute","Final"
"Greiner R., Grove A.J., Roth D.","Learning cost-sensitive active classifiers",2002,123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036680338&doi=10.1016%2fS0004-3702%2802%2900209-6&partnerID=40&md5=40ad2abf6ae568ff046632d32b96efff","National Science Foundation

Natural Sciences and Engineering Research Council of Canada","Final"
"Qu H., Yang S.X., Willms A.R., Yi Z.","Real-time robot path planning based on a modified pulse-coupled neural network model",2009,120,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-75549084518&doi=10.1109%2fTNN.2009.2029858&partnerID=40&md5=24e89e1cf3f9b4d3a647500b831e8a59","National Natural Science Foundation of China

Specialized Research Fund for the Doctoral Program of Higher Education of China","Final"
"Van Delden H., Seppelt R., White R., Jakeman A.J.","A methodology for the design and development of integrated models for policy support",2011,117,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649846894&doi=10.1016%2fj.envsoft.2010.03.021&partnerID=40&md5=d903760e13a69fd3b779c09dee3790ad","European Commission","Final"
"Tian Z., Shi W., Wang Y., Zhu C., Du X., Su S., Sun Y., Guizani N.","Real-Time Lateral Movement Detection Based on Evidence Reasoning Network for Edge Computing Environment",2019,116,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063893281&doi=10.1109%2fTII.2019.2907754&partnerID=40&md5=226f60e8eb24dab06da5489efa36f2c7","National Natural Science Foundation of China","Final"
"Zhang H., Liu G., Chow T.W.S., Liu W.","Textual and visual content-based anti-phishing: A Bayesian approach",2011,109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053634991&doi=10.1109%2fTNN.2011.2161999&partnerID=40&md5=6763bb6d9d8a390ad3ca46e4e7c53f47","National Natural Science Foundation of China","Final"
"Susskind J.M., Littlewort G., Bartlett M.S., Movellan J., Anderson A.K.","Human and computer recognition of facial expressions of emotion",2007,109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751439293&doi=10.1016%2fj.neuropsychologia.2006.05.001&partnerID=40&md5=ff616fe57a98367f5108272b41a505f2","National Science Foundation

University of California

Canada Research Chairs","Final"
"Zou A.-M., Kumar K.D., Hou Z.-G.","Quaternion-based adaptive output feedback attitude control of spacecraft using chebyshev neural networks",2010,108,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956344764&doi=10.1109%2fTNN.2010.2050333&partnerID=40&md5=e68b05c6d18b5d70dfd8e1bea9962f76","Ryerson University

Canada Research Chairs

National Natural Science Foundation of China","Final"
"Wang L., Beg F., Ratnanather T., Ceritpglu C., Younes L., Morris J.C., Csernansky J.G., Miller M.I.","Large deformation diffeomorphism and momentum based hippocampal shape discrimination in dementia of the alzheimer type",2007,108,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047102407&doi=10.1109%2fTMI.2006.887380&partnerID=40&md5=df2c7bcdec8a44788a5491681c9c9205","National Science Foundation

National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources

Natural Sciences and Engineering Research Council of Canada","Final"
"Bartlett M.S., Littlewort G.C., Frank M.G., Lee K.","Automatic decoding of facial movements reveals deceptive pain expressions",2014,107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898057935&doi=10.1016%2fj.cub.2014.02.009&partnerID=40&md5=a382a8195670a6ad1bed9d0fc0e33576","National Science Foundation

National Institutes of Health

Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Scheme E.J., Englehart K.B., Hudgins B.S.","Selective classification for improved robustness of myoelectric control under nonideal conditions",2011,107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956346285&doi=10.1109%2fTBME.2011.2113182&partnerID=40&md5=5eb1f0bd21eec47b880fdc549dbf0815","National Institutes of Health

Eunice Kennedy Shriver National Institute of Child Health and Human Development

Natural Sciences and Engineering Research Council of Canada","Final"
"Bacchus F., Halpern J.Y., Levesque H.J.","Reasoning about noisy sensors and effectors in the situation calculus",1999,107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033165498&doi=10.1016%2fS0004-3702%2899%2900031-4&partnerID=40&md5=958dbd5a9130ab197719c4bf941f2783","National Science Foundation

Air Force Office of Scientific Research

Natural Sciences and Engineering Research Council of Canada","Final"
"Shokoufandeh A., Macrini D., Dickinson S., Siddiqi K., Zucker S.W.","Indexing hierarchical structures using graph spectra",2005,105,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-22944483433&doi=10.1109%2fTPAMI.2005.142&partnerID=40&md5=fa71103f012959508c75c29ce70defd0","Natural Sciences and Engineering Research Council of Canada

Fonds Québécois de la Recherche sur la Nature et les Technologies

Air Force Office of Scientific Research

Defense Advanced Research Projects Agency

National Science Foundation

Office of Naval Research

Canada Foundation for Innovation","Final"
"Dalitz C., Droettboom M., Pranzas B., Fujinaga I.","A comparative study of staff removal algorithms",2008,103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749084395&doi=10.1109%2fTPAMI.2007.70749&partnerID=40&md5=4cae3d536a2ee3f4ac27ff6210f41754","Social Sciences and Humanities Research Council of Canada

Canada Foundation for Innovation

Institute of Museum and Library Services

National Science Foundation","Final"
"He Y., Yu F.R., Zhao N., Yin H., Yao H., Qiu R.C.","Big Data Analytics in Mobile Cellular Networks",2016,101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979807608&doi=10.1109%2fACCESS.2016.2540520&partnerID=40&md5=ff9d65ee1e6fe03c652238b948647035","National Science Foundation

Natural Sciences and Engineering Research Council of Canada

National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Bonner A.J., Kifer M.","An overview of transaction logic",1994,99,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028516965&doi=10.1016%2f0304-3975%2894%2990190-2&partnerID=40&md5=9cf7e31e86d0bcb5ee1735db3e5e9672","National Science Foundation

Natural Sciences and Engineering Research Council of Canada

University of Toronto","Final"
"Qu H.-Q., Li Q., Rentfro A.R., Fisher-Hoch S.P., McCormick J.B.","The definition of insulin resistance using HOMA-IR for americans of mexican descent using machine learning",2011,98,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958836526&doi=10.1371%2fjournal.pone.0021041&partnerID=40&md5=d101485c168489a96501f0c7da422bef","National Institute on Minority Health and Health Disparities","Final"
"Vinall J., Miller S.P., Bjornson B.H., Fitzpatrick K.P.V., Poskitt K.J., Brant R., Synnes A.R., Cepeda I.L., Grunau R.E.","Invasive procedures in preterm children: Brain and cognitive development at school age",2014,95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895190356&doi=10.1542%2fpeds.2013-1863&partnerID=40&md5=19e70e816e8221375292ed537fbe54c8","Michael Smith Foundation for Health Research Development

National Institutes of Health","Final"
"Shaker N., Togelius J., Yannakakis G.N., Weber B., Shimizu T., Hashiyama T., Sorenson N., Pasquier P., Mawhorter P., Takahashi G., Smith G., Baumgarten R.","The 2010 mario ai championship: Level generation track",2011,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655183706&doi=10.1109%2fTCIAIG.2011.2166267&partnerID=40&md5=0181f75fc24dca03c78cd9c98f6045aa","Seventh Framework Programme

FP7 Information and Communication Technologies","Final"
"Gifford H.C., King M.A., Pretorius P.H., Wells R.G.","A Comparison of Human and Model Observers in Multislice LROC Studies",2005,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444414967&doi=10.1109%2fTMI.2004.839362&partnerID=40&md5=598b87ae4c01ec94131f3016f5524afd","National Institute of Biomedical Imaging and Bioengineering","Final"
"Yousefi S., Narui H., Dayal S., Ermon S., Valaee S.","A Survey on Behavior Recognition Using WiFi Channel State Information",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036454840&doi=10.1109%2fMCOM.2017.1700082&partnerID=40&md5=cfe0e4c6b31a29e0fcfe3d8666e810cb","Fonds Québécois de la Recherche sur la Nature et les Technologies

Fonds Québécois de la Recherche sur la Nature et les Technologies

Fonds de recherche du Québec – Nature et technologies

National Science Foundation","Final"
"De Jong J.T.A., Verdoes Kleijn G.A., Erben T., Hildebrandt H., Kuijken K., Sikkema G., Brescia M., Bilicki M., Napolitano N.R., Amaro V., Begeman K.G., Boxhoorn D.R., Buddelmeijer H., Cavuoti S., Getman F., Grado A., Helmich E., Huang Z., Irisarri N., La Barbera F., Longo G., McFarland J.P., Nakajima R., Paolillo M., Puddu E., Radovich M., Rifatto A., Tortora C., Valentijn E.A., Vellucci C., Vriend W.-J., Amon A., Blake C., Choi A., Conti I.F., Gwyn S.D.J., Herbonnet R., Heymans C., Hoekstra H., Klaes D., Merten J., Miller L., Schneider P., Viola M.","The third data release of the Kilo-Degree Survey and associated data products",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028420464&doi=10.1051%2f0004-6361%2f201730747&partnerID=40&md5=cdbff66205b0ace2d91565607fbef058","Alexander von Humboldt-Stiftung

Association pour la Recherche sur le Cancer

Horizon 2020 Framework Programme

Seventh Framework Programme

American Academy of Ophthalmology

FP7 Ideas: European Research Council

Division of Loan Repayment

Science and Technology Facilities Council

Marie Curie

European Research Council

Australian Research Council

Deutsche Forschungsgemeinschaft

Bundesministerium für Wirtschaft und Technologie

Nederlandse Organisatie voor Wetenschappelijk Onderzoek

Università degli Studi di Padova

Seventh Framework Programme

European Regional Development Fund

Nederlandse Onderzoekschool Voor Astronomie

Università ta' Malta","Final"
"Zitnik M., Nguyen F., Wang B., Leskovec J., Goldenberg A., Hoffman M.M.","Machine learning for integrating data in biology and medicine: Principles, practice, and opportunities",2019,89,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055032025&doi=10.1016%2fj.inffus.2018.09.012&partnerID=40&md5=1076e202c13aadd6f8cd4029cd6f7561","National Science Foundation

National Institutes of Health

Defense Advanced Research Projects Agency

Natural Sciences and Engineering Research Council of Canada","Final"
"Monaco J.P., Tomaszewski J.E., Feldman M.D., Hagemann I., Moradi M., Mousavi P., Boag A., Davidson C., Abolmaesumi P., Madabhushi A.","High-throughput detection of prostate cancer in histological sections using probabilistic pairwise Markov models",2010,89,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955569128&doi=10.1016%2fj.media.2010.04.007&partnerID=40&md5=0da6129c36cd2ec58e4d7430c0726788","National Cancer Institute

Wallace H. Coulter Foundation

Society for Imaging Informatics in Medicine

Rutgers Cancer Institute of New Jersey

Rutgers, The State University of New Jersey","Final"
"Liu S., Yang J.Y., Zhang X.Y., Drury C.F., Reynolds W.D., Hoogenboom G.","Modelling crop yield, soil water content and soil temperature for a soybean-maize rotation under conventional and conservation tillage systems in Northeast China",2013,88,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876301077&doi=10.1016%2fj.agwat.2013.03.001&partnerID=40&md5=b3a17c008011608cec9913496a9292e1","National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Wang S., Pedrycz W., Zhu Q., Zhu W.","Subspace learning for unsupervised feature selection via matrix factorization",2015,84,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027928396&doi=10.1016%2fj.patcog.2014.08.004&partnerID=40&md5=833fb1584a7cb43ab2cdf214516cd9bf","National Natural Science Foundation of China

Natural Science Foundation of Fujian Province","Final"
