Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Liu F., Wee C.-Y., Chen H., Shen D.","Inter-modality relationship constrained multi-modality multi-task feature selection for Alzheimer's Disease and mild cognitive impairment identification",2014,148,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885160193&doi=10.1016%2fj.neuroimage.2013.09.015&partnerID=40&md5=fdb4dc3c4d2a6ac197e2021fa3898ee9","National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Abbott Laboratories

Alzheimer's Drug Discovery Foundation

AstraZeneca

Genentech

Johnson and Johnson

Merck

Janssen Research and Development

GE Healthcare

F. Hoffmann-La Roche

Medpace

Alzheimer's Disease Neuroimaging Initiative

Amorfix Life Sciences

Takeda Pharmaceutical Company

Bayer HealthCare

National Natural Science Foundation of China

Ministry of Education of the People's Republic of China

National Research Foundation of Korea

China Scholarship Council

Innogenetics

National Key Research and Development Program of China

Specialized Research Fund for the Doctoral Program of Higher Education of China","Final"
"Zhu X., Suk H.-I., Lee S.-W., Shen D.","Subspace Regularized Sparse Multitask Learning for Multiclass Neurodegenerative Disease Identification",2016,137,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962091523&doi=10.1109%2fTBME.2015.2466616&partnerID=40&md5=416c92dd78f76b353fb4ab7c36f99c81","National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

National Research Foundation of Korea

Institute for Information and Communications Technology Promotion","Final"
"Chen W., Peng J., Hong H., Shahabi H., Pradhan B., Liu J., Zhu A.-X., Pei X., Duan Z.","Landslide susceptibility modelling using GIS-based machine learning techniques for Chongren County, Jiangxi Province, China",2018,129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042195668&doi=10.1016%2fj.scitotenv.2018.01.124&partnerID=40&md5=89adc983766aabdddc38584eea661a78","University of Wisconsin-Madison

National Natural Science Foundation of China

Chinese Academy of Sciences

China Postdoctoral Science Foundation

Chengdu University of Technology

Education Department of Shaanxi Province

Shaanxi Province Postdoctoral Science Foundation

State Key Laboratory of Geohazard Prevention and Geoenvironment Protection

National Basic Research Program of China (973 Program)","Final"
"Chen Y., Park S.-K., Ma Y., Ala R.","A new automatic parameter setting method of a simplified PCNN for image segmentation",2011,127,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957971391&doi=10.1109%2fTNN.2011.2128880&partnerID=40&md5=5ea5ae0fd5de48169ede6f240637d11e","National Natural Science Foundation of China

Korea Institute of Science and Technology","Final"
"Cho Y., Seong J.-K., Jeong Y., Shin S.Y.","Individual subject classification for Alzheimer's disease based on incremental learning using a spatial frequency representation of cortical thickness data",2012,125,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855418467&doi=10.1016%2fj.neuroimage.2011.09.085&partnerID=40&md5=0cb9d8665e39dee807d2bb95006722db","National Institutes of Health

U.S. Food and Drug Administration

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Dana Foundation

Abbott Laboratories

Bristol-Myers Squibb

Alzheimer's Drug Discovery Foundation

AstraZeneca

Genentech

GlaxoSmithKline

Johnson and Johnson

Merck

Novartis

GE Healthcare

Schering-Plough

Synarc

Alzheimer's Disease Neuroimaging Initiative

Elan

National Research Foundation of Korea

Ministry of Education, Science and Technology

Innogenetics

Bayer Schering","Final"
"Wei Y., Yu F.R., Song M., Han Z.","User Scheduling and Resource Allocation in HetNets with Hybrid Energy Supply: An Actor-Critic Reinforcement Learning Approach",2018,123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033675947&doi=10.1109%2fTWC.2017.2769644&partnerID=40&md5=743d62e977a7b99a04294ef4552f9c17","National Natural Science Foundation of China","Final"
"Yang J., Park M.-W., Vela P.A., Golparvar-Fard M.","Construction performance monitoring via still images, time-lapse photos, and video streams: Now, tomorrow, and the future",2015,121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937522080&doi=10.1016%2fj.aei.2015.01.011&partnerID=40&md5=3f36909e6baa632794c3b910e6c0723a","Institute for Critical Technology and Applied Science

National Natural Science Foundation of China

Northwestern Polytechnical University

Ministry of Land, Infrastructure and Transport","Final"
"Kim J., Fessler J.A.","Intensity-Based Image Registration Using Robust Correlation Coefficients",2004,117,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244238649&doi=10.1109%2fTMI.2004.835313&partnerID=40&md5=0c8df93ab601e9c39a941ba581fa2bf9","National Institutes of Health

National Cancer Institute","Final"
"Yoon J.H., Wang Z., Kim K.M., Wu H., Ravichandran V., Xia Q., Hwang C.S., Yang J.J.","An artificial nociceptor based on a diffusive memristor",2018,113,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041199810&doi=10.1038%2fs41467-017-02572-3&partnerID=40&md5=d9d84e757f3a8f408421ecc92f22dafb","National Science Foundation

Air Force Office of Scientific Research

Air Force Research Laboratory

Ministry of Education

National Research Foundation

National Natural Science Foundation of China

National Research Foundation of Korea

National Science Foundation

Beijing Innovation Center for Future Chip","Final"
"Zhang L.-Q., Chung S.G., Bai Z., Xu D., Van Rey E.M.T., Rogers M.W., Johnson M.E., Roth E.J.","Intelligent stretching of ankle joints with contracture/spasticity",2002,101,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036763437&doi=10.1109%2fTNSRE.2002.802857&partnerID=40&md5=a347f1424c4702306ee61f4382380a35","National Multiple Sclerosis Society

National Institutes of Health

National Institute on Disability and Rehabilitation Research","Final"
"Wang J., Cao J., Sherratt R.S., Park J.H.","An improved ant colony optimization-based approach with mobile sink for wireless sensor networks",2018,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026510379&doi=10.1007%2fs11227-017-2115-6&partnerID=40&md5=bb914968b51691d898ce0d6fb16f9590","National Natural Science Foundation of China

Ministry of Science, ICT and Future Planning

National Research Foundation of Korea","Final"
"Jie B., Zhang D., Gao W., Wang Q., Wee C.-Y., Shen D.","Integration of network topological and connectivity properties for neuroimaging classification",2014,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893330870&doi=10.1109%2fTBME.2013.2284195&partnerID=40&md5=e3c53edf8ae41a9bb96f22bc4f2fdec8","National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering","Final"
"Chen Y., Yang B., Abraham A.","Flexible neural trees ensemble for stock index modeling",2007,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845997779&doi=10.1016%2fj.neucom.2006.10.005&partnerID=40&md5=26e58f33898399a48d1dcde2953e5413","Science and Technology Development Plan of Shandong Province

National Natural Science Foundation of China","Final"
"Choi J.H., Jung H.K., Kim T.","A new action potential detector using the MTEO and its effects on spike sorting systems at low signal-to-noise ratios",2006,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645332599&doi=10.1109%2fTBME.2006.870239&partnerID=40&md5=5cbb269eb7bf958773e266ee6aaffaaa","Korea Science and Engineering Foundation

European Research Council","Final"
"Chen Y., Abraham A., Yang B.","Feature selection and classification using flexible neural tree",2006,90,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750331605&doi=10.1016%2fj.neucom.2006.01.022&partnerID=40&md5=dc6479c5a1e5599ba8546da22a609cad","National Natural Science Foundation of China","Final"
"Jie B., Zhang D., Cheng B., Shen D., Alzheimer's Disease Neuroimaging Initiative","Manifold regularized multitask feature learning for multimodality disease classification",2015,84,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922322664&doi=10.1002%2fhbm.22642&partnerID=40&md5=2863aff8848fc7e958faa2b5d1aa0d61","National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering","Final"
"Sajedi-Hosseini F., Malekian A., Choubin B., Rahmati O., Cipullo S., Coulon F., Pradhan B.","A novel machine learning-based approach for the risk assessment of nitrate groundwater contamination",2018,83,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049899488&doi=10.1016%2fj.scitotenv.2018.07.054&partnerID=40&md5=181ff14c17c88571c65e52775da6ab92","Horizon 2020 Framework Programme","Final"
"Chen M., Yang J., Zhou J., Hao Y., Zhang J., Youn C.-H.","5G-Smart Diabetes: Toward Personalized Diabetes Diagnosis with Healthcare Big Data Clouds",2018,81,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045877766&doi=10.1109%2fMCOM.2018.1700788&partnerID=40&md5=256cfb82b403d8bdf32a96825d798cc3","National Research Foundation

Applied Basic Research Program of Sichuan Province

National Research Foundation

National Natural Science Foundation of China

Ministry of Science and Technology of the People's Republic of China

Institute for Information and Communications Technology Promotion

Wuhan Municipal Science and Technology Bureau

Hubei Provincial Key Laboratory of Intelligent Robot","Final"
"You Z.-H., Yin Z., Han K., Huang D.-S., Zhou X.","A semi-supervised learning approach to predict synthetic genetic interactions by combining functional and topological properties of functional gene network",2010,78,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955106017&doi=10.1186%2f1471-2105-11-343&partnerID=40&md5=bde4e544d1a34b1c60c888fa83c1b198","National Cancer Institute

U.S. National Library of Medicine","Final"
"Song D., Fan X., Yang J., Liu A., Chen S., Joo Y.H.","Power extraction efficiency optimization of horizontal-axis wind turbines through optimizing control parameters of yaw control systems using an intelligent method",2018,74,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046626314&doi=10.1016%2fj.apenergy.2018.04.114&partnerID=40&md5=08f1c272c143be1295f36951dd89bc34","National Natural Science Foundation of China

Central South University

China Postdoctoral Science Foundation

National Research Foundation of Korea","Final"
"Liu E., Jain A.K., Tian J.","A coarse to fine minutiae-based latent palmprint matching",2013,70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883173650&doi=10.1109%2fTPAMI.2013.39&partnerID=40&md5=e30f604fa8ebb46038b6ac899963a5e9",,"Final"
"Edlund J.A., Chaumont N., Hintze A., Koch C., Tononi G., Adami C.","Integrated information increases with fitness in the evolution of animats",2011,70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055105988&doi=10.1371%2fjournal.pcbi.1002236&partnerID=40&md5=f80a99522e6d35b5ac48ae90c29a2187","National Science Foundation","Final"
"Elgammal A., Lee C.-S.","Tracking people on a Torus",2009,68,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59549087186&doi=10.1109%2fTPAMI.2008.101&partnerID=40&md5=27b3c6b61357650f193ac6e2873a371b","National Science Foundation","Final"
"Thung K.-H., Wee C.-Y., Yap P.-T., Shen D.","Neurodegenerative disease diagnosis using incomplete multi-modality data via matrix shrinkage and completion",2014,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896353646&doi=10.1016%2fj.neuroimage.2014.01.033&partnerID=40&md5=bf97dea8d2abc6ed5f0a65bc476a7aea","National Institutes of Health

U.S. Food and Drug Administration

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Dana Foundation

Abbott Laboratories

Alzheimer's Drug Discovery Foundation

Genentech

Johnson and Johnson

Novartis

Takeda Pharmaceuticals North America

GE Healthcare

F. Hoffmann-La Roche

Alzheimer's Disease Neuroimaging Initiative

Amorfix Life Sciences

BioClinica

Janssen Alzheimer Immunotherapy Research And Development

Elan

Innogenetics

Bayer Schering

Servier","Final"
"Wang J., Cao J., Li B., Lee S., Sherratt R.S.","Bio-inspired ant colony optimization based clustering algorithm with mobile sinks for applications in consumer home automation networks",2015,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962040483&doi=10.1109%2fTCE.2015.7389797&partnerID=40&md5=776b52e0f709cf813557f042df8afe4d","Center for Outcomes Research and Evaluation, Yale School of Medicine

National Natural Science Foundation of China

Ministry of Trade, Industry and Energy

Natural Science Foundation of Jiangsu Province

Six Talent Peaks Project in Jiangsu Province","Final"
"Lee S., Crawford M.M.","Unsupervised multistage image classification using hierarchical clustering with a bayesian similarity measure",2005,59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844341319&doi=10.1109%2fTIP.2004.841195&partnerID=40&md5=c1e51560ca933a7f690b71a8029ed1a4","National Science Foundation

Army Research Office

Ministry of Science and Technology","Final"
"Kampmann M., Horlbeck M.A., Chen Y., Tsai J.C., Bassik M.C., Gilbert L.A., Villalta J.E., Kwon S.C., Chang H., Kim V.N., Weissman J.S.","Next-generation libraries for robust RNA interference-based genome-wide screens",2015,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937856311&doi=10.1073%2fpnas.1508821112&partnerID=40&md5=03cd58b4ca1814db0bfb2ac4e385a5d8","National Institute on Aging

National Cancer Institute

National Institute of General Medical Sciences

National Institute of Biomedical Imaging and Bioengineering

Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Pozun Z.D., Hansen K., Sheppard D., Rupp M., Müller K.-R., Henkelman G.","Optimizing transition states via kernel-based machine learning",2012,57,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862891798&doi=10.1063%2f1.4707167&partnerID=40&md5=c5331b49a43eb413fa8fd556ce894a40","National Science Foundation

FP7 Information and Communication Technologies

European Commission

Deutsche Forschungsgemeinschaft

National Research Foundation of Korea

Ministry of Education, Science and Technology","Final"
"Hadwiger M., Beyer J., Jeong W.-K., Pfister H.","Interactive volume exploration of petascale microscopy data streams using a visualization-driven virtual memory approach",2012,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867678132&doi=10.1109%2fTVCG.2012.240&partnerID=40&md5=8bbc3606dada18c4667a4183a3de4191","National Science Foundation

Google

Nvidia

Vienna Science and Technology Fund","Final"
"Liu G., Liu S., Muhammad K., Sangaiah A.K., Doctor F.","Object Tracking in Vary Lighting Conditions for Fog Based Intelligent Surveillance of Public Spaces",2018,55,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046742086&doi=10.1109%2fACCESS.2018.2834916&partnerID=40&md5=281a9c7286a886af37c1153a04e2cbf8","National Natural Science Foundation of China

Research Program of Science and Technology at Universities of Inner Mongolia Autonomous Region","Final"
"Li Z., Dai Q., Mehmood M.Q., Hu G., yanchuk B.L., Tao J., Hao C., Kim I., Jeong H., Zheng G., Yu S., Alù A., Rho J., Qiu C.-W.","Full-space Cloud of Random Points with a Scrambling Metasurface",2018,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053192746&doi=10.1038%2fs41377-018-0064-3&partnerID=40&md5=1d12a1829755b6af97a4f7bd5ed304cb","National Natural Science Foundation of China

National Research Foundation of Korea","Final"
"Snyder J.C., Rupp M., Hansen K., Blooston L., Müller K.-R., Burke K.","Orbital-free bond breaking via machine learning",2013,54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903362304&doi=10.1063%2f1.4834075&partnerID=40&md5=2e83891e5160dad50b8394108b4e6207","National Science Foundation

Seventh Framework Programme","Final"
"Gao Y., Shao Y., Lian J., Wang A.Z., Chen R.C., Shen D.","Accurate Segmentation of CT Male Pelvic Organs via Regression-Based Deformable Models and Multi-Task Random Forests",2016,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974575225&doi=10.1109%2fTMI.2016.2519264&partnerID=40&md5=42cd4840a85f9821fcfb03cc87b82b90","National Institutes of Health

National Cancer Institute

National Institute of Biomedical Imaging and Bioengineering","Final"
"Tai Y.-W., Chen X., Kim S., Kim S.J., Li F., Yang J., Yu J., Matsushita Y., Brown M.S.","Nonlinear camera response functions and image deblurring: Theoretical analysis and practice",2013,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883144504&doi=10.1109%2fTPAMI.2013.40&partnerID=40&md5=da308d1aa8ba07775326034eec6b7550","National Science Foundation","Final"
"Höhne J., Holz E., Staiger-Sälzer P., Müller K.-R., Kübler A., Tangermann M.","Motor imagery for severely motor-impaired patients: Evidence for brain-computer interfacing as superior control solution",2014,51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916235336&doi=10.1371%2fjournal.pone.0104854&partnerID=40&md5=37573baf0ec10896709b0dd02a57e87b","Seventh Framework Programme","Final"
"Kim H., Lee J.K., Park T.","Boolean networks using the chi-square test for inferring large-scale gene regulatory networks",2007,48,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847260655&doi=10.1186%2f1471-2105-8-37&partnerID=40&md5=4d0806fb18232f3e85d9e48340701e5d","National Heart, Lung, and Blood Institute","Final"
"Peng Y., Que M., Lee H.E., Bao R., Wang X., Lu J., Yuan Z., Li X., Tao J., Sun J., Zhai J., Lee K.J., Pan C.","Achieving high-resolution pressure mapping via flexible GaN/ ZnO nanowire LEDs array by piezo-phototronic effect",2019,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061036236&doi=10.1016%2fj.nanoen.2019.01.076&partnerID=40&md5=b89e375e559b30d50e5215b6265e6740","National Natural Science Foundation of China

Natural Science Foundation of Beijing Municipality

","Final"
"Pyun K., Lim J., Won C.S., Gray R.M.","Image segmentation using hidden Markov Gauss mixture models",2007,44,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347380736&doi=10.1109%2fTIP.2007.899612&partnerID=40&md5=070e532788ffc48179f31f36accc5653","National Science Foundation","Final"
"Nie D., Lu J., Zhang H., Adeli E., Wang J., Yu Z., Liu L.Y., Wang Q., Wu J., Shen D.","Multi-Channel 3D Deep Feature Learning for Survival Time Prediction of Brain Tumor Patients Using Multi-Modal Neuroimages",2019,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060943682&doi=10.1038%2fs41598-018-37387-9&partnerID=40&md5=484bcc47993f44eb13b07b1e11b4f8a9","National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

NIH Clinical Center

National Natural Science Foundation of China

Science and Technology Commission of Shanghai Municipality

Shanghai Municipal Health and Family Planning Commission","Final"
"Cha Y., Kim S.","Edge-forming methods for color image zooming",2006,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746256199&doi=10.1109%2fTIP.2006.875182&partnerID=40&md5=aac0e9196b5ca9e355e0059d53af5f23","National Science Foundation","Final"
"Gonzalez-Pardo A., Jung J.J., Camacho D.","ACO-based clustering for Ego Network analysis",2017,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978857392&doi=10.1016%2fj.future.2016.06.033&partnerID=40&md5=0b33cd9f31ff2907e5af1e31798523cf","Comunidad de Madrid

Ministry of Science, ICT and Future Planning

European Regional Development Fund

National Research Foundation of Korea

Ministerio de Economía y Competitividad","Final"
"Jang B.C., Kim S., Yang S.Y., Park J., Cha J.-H., Oh J., Choi J., Im S.G., Dravid V.P., Choi S.-Y.","Polymer Analog Memristive Synapse with Atomic-Scale Conductive Filament for Flexible Neuromorphic Computing System",2019,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061486245&doi=10.1021%2facs.nanolett.8b04023&partnerID=40&md5=2d035b9a0db227e07379f89f46bc1bb5","National Science Foundation

W. M. Keck Foundation

Northwestern University

Materials Research Science and Engineering Center, Harvard University

Electronics and Telecommunications Research Institute

KAIST","Final"
"Morocho-Cayamcela M.E., Lee H., Lim W.","Machine learning for 5G/B5G mobile and wireless communications: Potential, limitations, and future directions",2019,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077812600&doi=10.1109%2fACCESS.2019.2942390&partnerID=40&md5=92b2a8d1139456098e5c11811323691f","Horizon 2020 Framework Programme

Ministry of Trade, Industry and Energy

Ministry of Science, ICT and Future Planning

National Research Foundation of Korea

Iran Telecommunication Research Center

Shenzhen Institutes of Advanced Technology Innovation Program for Excellent Young Researchers","Final"
"Stern R.E., Song J., Work D.B.","Accelerated Monte Carlo system reliability analysis through machine-learning-based surrogate models of network connectivity",2017,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014457176&doi=10.1016%2fj.ress.2017.01.021&partnerID=40&md5=9581b7ae3bb3a7c3f556a40c847bd272","National Science Foundation

Ministry of Land, Infrastructure and Transport","Final"
"Kim M., Wu G., Li W., Wang L., Son Y.-D., Cho Z.-H., Shen D.","Automatic hippocampus segmentation of 7.0Tesla MR images by combining multiple atlases and auto-context models",2013,37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880956855&doi=10.1016%2fj.neuroimage.2013.06.006&partnerID=40&md5=2b140ca631cf1572402705243e5091cf","National Institutes of Health

National Institute of Mental Health

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering","Final"
"Chen J., Fang Y., Cho Y.K., Kim C.","Principal Axes Descriptor for Automated Construction-Equipment Classification from Point Clouds",2017,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013004977&doi=10.1061%2f%28ASCE%29CP.1943-5487.0000628&partnerID=40&md5=5691930acb0d2f6e0e68896e42e58866","National Science Foundation","Final"
"Reddy A.K., Taffet G.E., Li Y.-H., Lim S.-W., Pham T.T., Pocius J.S., Entman M.L., Michael L.H., Hartley C.J.","Pulsed doppler signal processing for use in mice: Applications",2005,32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444501984&doi=10.1109%2fTBME.2005.855709&partnerID=40&md5=ee803f90e51c82e0b3e854d0dcea2f70","National Institutes of Health

National Institute on Aging

National Heart, Lung, and Blood Institute

National Science Council

National Cheng Kung University","Final"
"Moreno-Martínez Á., Camps-Valls G., Kattge J., Robinson N., Reichstein M., van Bodegom P., Kramer K., Cornelissen J.H.C., Reich P., Bahn M., Niinemets Ü., Peñuelas J., Craine J.M., Cerabolini B.E.L., Minden V., Laughlin D.C., Sack L., Allred B., Baraloto C., Byun C., Soudzilovskaia N.A., Running S.W.","A methodology to derive global maps of leaf traits using remote sensing and climate data",2018,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053850209&doi=10.1016%2fj.rse.2018.09.006&partnerID=40&md5=efaf4ac1fb1de3ef629528a5f7336a1e","National Aeronautics and Space Administration

European Research Council","Final"
"Papanikolaou A., Alfred Mohammed E., Hirdaris S.E.","Stochastic uncertainty modelling for ship design loads and operational guidance",2014,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903718865&doi=10.1016%2fj.oceaneng.2014.01.014&partnerID=40&md5=d3b57d046af1f33f2342151157c2e049","Newcastle University

Sixth Framework Programme

Seventh Framework Programme","Final"
"Park H., Meyer C.R., Wood D., Khan A., Shah R., Hussain H., Siddiqui J., Seo J., Chenevert T., Piert M.","Validation of Automatic Target Volume Definition as Demonstrated for 11C-Choline PET/CT of Human Prostate Cancer Using Multi-modality Fusion Techniques",2010,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950338172&doi=10.1016%2fj.acra.2010.01.003&partnerID=40&md5=2b0fffe927f488230d1c491185fb8181","National Institutes of Health

National Cancer Institute","Final"
"Qiao L., Zhang L., Chen S., Shen D.","Data-driven graph construction and graph learning: A review",2018,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048586477&doi=10.1016%2fj.neucom.2018.05.084&partnerID=40&md5=7d47bfe409a9cd828a57abe0989ebb8c","National Institutes of Health

National Natural Science Foundation of China

Natural Science Foundation of Shandong Province","Final"
