Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Eiras-Franco C., Bolón-Canedo V., Ramos S., González-Domínguez J., Alonso-Betanzos A., Touriño J.","Multithreaded and Spark parallelization of feature selection filters",2016,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979074247&doi=10.1016%2fj.jocs.2016.07.002&partnerID=40&md5=f27e1f1f8edb98f1a7448ff3008d96e3","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund

Xunta de Galicia","Final"
"Viñas M., Bozkus Z., Fraguela B.B.","Exploiting heterogeneous parallelism with the Heterogeneous Programming Library",2013,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885951736&doi=10.1016%2fj.jpdc.2013.07.013&partnerID=40&md5=2af198f2d5f879e4b41461c3757684c6","Seventh Framework Programme

Türkiye Bilimsel ve Teknolojik Araştirma Kurumu

Ministerio de Ciencia e Innovación

European Regional Development Fund

Xunta de Galicia","Final"
"Bou F., Rivieccio U.","The logic of distributive bilattices",2011,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551671109&doi=10.1093%2fjigpal%2fjzq041&partnerID=40&md5=db3acaa6cac3c70417bdce2a35c571ba","European Commission

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Lederman S.M., López V., Fairén V., Voth G.A., Marcus R.A.","Vibrational energy redistribution across a heavy atom",1989,25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642265430&doi=10.1016%2f0301-0104%2889%2990010-4&partnerID=40&md5=ee05973635c101bdcb6dbb9aff3a85f6","National Science Foundation

Office of Naval Research","Final"
"Ruescas A.B., Hieronymi M., Mateo-Garcia G., Koponen S., Kallio K., Camps-Valls G.","Machine learning regression approaches for colored dissolved organic matter (CDOM) retrieval with S2-MSI and S3-OLCI simulated data",2018,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047546868&doi=10.3390%2frs10050786&partnerID=40&md5=720169ce5bb2a368266e0b58a2b26138","Horizon 2020 Framework Programme

Ecological Society of America

European Research Council","Final"
"Rodrigues T., Werner M., Roth J., Da Cruz E.H.G., Marques M.C., Akkapeddi P., Lobo S.A., Koeberle A., Corzana F., Da Silva Júnior E.N., Werz O., Bernardes G.J.L.","Machine intelligence decrypts β-lapachone as an allosteric 5-lipoxygenase inhibitor",2018,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052732233&doi=10.1039%2fc8sc02634c&partnerID=40&md5=3773a44a142cd5ee30f61a7b8e2c6c58","Institute for Translational Neuroscience

Horizon 2020 Framework Programme

Royal Society of Canada

Medical Research Council

Engineering and Physical Sciences Research Council

Royal Society of Chemistry

Deutsche Forschungsgemeinschaft

Coordenação de Aperfeiçoamento de Pessoal de Nível Superior

Ministerio de Economía y Competitividad

Conselho Nacional de Desenvolvimento Científico e Tecnológico

Fundação de Amparo à Pesquisa do Estado de Minas Gerais

Medical Research Council Canada

Fundació Catalana de Trasplantament","Final"
"Martínez-Martínez F., Rupérez-Moreno M.J., Martínez-Sober M., Solves-Llorens J.A., Lorente D., Serrano-López A.J., Martínez-Sanchis S., Monserrat C., Martín-Guerrero J.D.","A finite element-based machine learning approach for modeling the mechanical behavior of the breast tissues under compression in real-time",2017,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030312260&doi=10.1016%2fj.compbiomed.2017.09.019&partnerID=40&md5=30d4a5a2b6c59472d5eb0bc6b924e238","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Cano E.L., Moguerza J.M., Alonso-Ayuso A.","A multi-stage stochastic optimization model for energy systems planning and risk management",2016,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945911583&doi=10.1016%2fj.enbuild.2015.10.020&partnerID=40&md5=6c4dc11e1b12e57b96bf1a0aa71b3722","Seventh Framework Programme","Final"
"Liao T., Molina D., Stützle T.","Performance evaluation of automatically tuned continuous optimizers on different benchmark sets",2015,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919727129&doi=10.1016%2fj.asoc.2014.11.006&partnerID=40&md5=a74d260526312dd5798874b6f87f3e4e","National Natural Science Foundation of China

Fonds De La Recherche Scientifique - FNRS

Belgian Federal Science Policy Office

Fédération Wallonie-Bruxelles

China Scholarship Council","Final"
"Mora A.M., García-Sánchez P., Merelo J.J., Castillo P.A.","Pareto-based multi-colony multi-objective ant colony optimization algorithms: An island model proposal",2013,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878784991&doi=10.1007%2fs00500-013-0993-y&partnerID=40&md5=70ef0c6c1f00a049f16615ab7a71a081","Seventh Framework Programme","Final"
"Rodríguez-López R.","On the existence of solutions to periodic boundary value problems for fuzzy linear differential equations",2013,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875215198&doi=10.1016%2fj.fss.2012.11.007&partnerID=40&md5=0cb1300baf830414690adbfeb8866fec","Ministerio de Educación Superior, Ciencia y Tecnología, República Dominicana

European Regional Development Fund","Final"
"Sentís G., Calsamiglia J., Muñoz-Tapia R., Bagan E.","Quantum learning without quantum memory",2012,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868269578&doi=10.1038%2fsrep00708&partnerID=40&md5=cdb2fb0277f5af5ff75346bae2517879","Family Process Institute

Generalitat de Catalunya

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Díez L.I., Cortés C., Arauzo I., Valero A.","Combustion and heat transfer monitoring in large utility boilers",2001,24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18044401935&doi=10.1016%2fS1290-0729%2801%2901237-6&partnerID=40&md5=4390f4af924ef55bf802dc221963f9e9","European Commission","Final"
"Monroy J., Ruiz-Sarmiento J.-R., Moreno F.-A., Melendez-Fernandez F., Galindo C., Gonzalez-Jimenez J.","A semantic-based gas source localization with a mobile robot combining vision and chemical sensing",2018,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057559094&doi=10.3390%2fs18124174&partnerID=40&md5=3a910fab4a9b26ff35f38ff64708db49","Horizon 2020 Framework Programme","Final"
"Hernández Á.B., Perez M.S., Gupta S., Muntés-Mulero V.","Using machine learning to optimize parallelism in big data applications",2018,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025821317&doi=10.1016%2fj.future.2017.07.003&partnerID=40&md5=a12ddf0da21b4522311106c5ec02695e","Horizon 2020 Framework Programme","Final"
"Yang L.-H., Wang Y.-M., Liu J., Martínez L.","A joint optimization method on parameter and structure for belief-rule-based systems",2018,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044365615&doi=10.1016%2fj.knosys.2017.11.039&partnerID=40&md5=ec92d580cdb8f6c6b25311ae19276ec7","National Natural Science Foundation of China

Natural Science Foundation of Fujian Province","Final"
"Muñoz-Mas R., Lopez-Nicolas A., Martínez-Capel F., Pulido-Velazquez M.","Shifts in the suitable habitat available for brown trout (Salmo trutta L.) under short-term climate change scenarios",2016,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960363822&doi=10.1016%2fj.scitotenv.2015.11.147&partnerID=40&md5=b679c81d70ccd9798081c46b37125eeb","Ministerio de Economía y Competitividad

Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente

European Regional Development Fund","Final"
"Guidi A., Salvi S., Ottaviano M., Gentili C., Bertschy G., de Rossi D., Scilingo E.P., Vanello N.","Smartphone application for the analysis of prosodic features in running speech with a focus on bipolar disorders: System performance evaluation and case study",2015,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946605577&doi=10.3390%2fs151128070&partnerID=40&md5=06bf40c997fa95a312ede03602cfc753","Seventh Framework Programme","Final"
"Hermans M., Soriano M.C., Dambre J., Bienstman P., Fischer I.","Photonic delay systems as machine learning implementations",2015,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962223095&partnerID=40&md5=959606f2d587abb026f9e637a1f52c6e","European Resuscitation Council

European Commission

Belgian Federal Science Policy Office

Ministerio de Economía y Competitividad

Seventh Framework Programme

European Regional Development Fund

Universitat de les Illes Balears","Final"
"Finney O.C., Danziger S.A., Molina D.M., Vignali M., Takagi A., Ji M., Stanisic D.I., Siba P.M., Liang X., Aitchison J.D., Mueller I., Gardner M.J., Wang R.","Predicting antidisease immunity using proteome arrays and sera from children naturally exposed to malaria",2014,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907957084&doi=10.1074%2fmcp.M113.036632&partnerID=40&md5=5f31dabfc583aa0ee8271548c9532cca","National Institutes of Health

National Institute of General Medical Sciences

National Institute of Allergy and Infectious Diseases","Final"
"Martinez D., Otegi A., Soroa A., Agirre E.","Improving search over Electronic Health Records using UMLS-based query expansion through random walks",2014,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908027462&doi=10.1016%2fj.jbi.2014.04.013&partnerID=40&md5=42f2392cb76aef4e6d0f6745bf5c9b58","National Institutes of Health

Australian Research Council

Ministerio de Economía, Industria y Competitividad, Gobierno de España","Final"
"Spina D., Gonzalo J., Amigó E.","Discovering filter keywords for company name disambiguation in twitter",2013,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885044015&doi=10.1016%2fj.eswa.2013.03.001&partnerID=40&md5=8ddf47071581b65e729946af435e8a8d","Seventh Framework Programme

Ministerio de Educación, Cultura y Deporte

Ministerio de Ciencia e Innovación

European Social Fund","Final"
"Echezarreta-López M.M., Landin M.","Using machine learning for improving knowledge on antibacterial effect of bioactive glass",2013,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884151691&doi=10.1016%2fj.ijpharm.2013.06.036&partnerID=40&md5=60813eb40d6f1b60e84a4fc5f6bbcee5","Universiteit Utrecht

Ministerio de Educación, Cultura y Deporte

European Regional Development Fund","Final"
"Huerta R., Vembu S., Amigó J.M., Nowotny T., Elkan C.","Inhibition in multiclass classification",2012,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871856618&doi=10.1162%2fNECO_a_00321&partnerID=40&md5=2b6977db78494a8a55e8c74c4cc5a523","National Institute on Deafness and Other Communication Disorders","Final"
"Hernández H., Blum C.","Minimum energy broadcasting in wireless sensor networks: An ant colony optimization approach for a realistic antenna model",2011,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053571293&doi=10.1016%2fj.asoc.2011.03.023&partnerID=40&md5=f8372693959650048bf80cc4b3a1ca6a","European Commission

Generalitat de Catalunya

European Social Fund","Final"
"Rathke F., Hansen K., Brefeld U., Müller K.-R.","Structrank: A new approach for ligand-based virtual Screening",2011,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952593481&doi=10.1021%2fci100308f&partnerID=40&md5=31da1a09cc34572774f1a3c8a1b1d4e1","Seventh Framework Programme","Final"
"Gutiérrez P.A., Segovia-Vargas M.J., Salcedo-Sanz S., Hervás-Martínez C., Sanchis A., Portilla-Figueras J.A., Fernández-Navarro F.","Hybridizing logistic regression with product unit and RBF networks for accurate detection and prediction of banking crises",2010,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650843583&doi=10.1016%2fj.omega.2009.11.001&partnerID=40&md5=d9a252ae9c643d7861542e5df3d5602b","Ministerio de Ciencia y Tecnología

European Regional Development Fund

Junta de Andalucía","Final"
"Harari O., Park S.-Y., Huang H., Groisman E.A., Zwir I.","Defining the plasticity of transcription factor binding sites by deconstructing DNA consensus sequences: The phoP-binding sites among gamma/enterobacteria",2010,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049274980&doi=10.1371%2fjournal.pcbi.1000862&partnerID=40&md5=aed4a222dad46c8f6bd3ca99ecb99822","National Institute on Drug Abuse","Final"
"Carreño M.L., Cardona O.D., Barbat A.H.","Computational tool for post-earthquake evaluation of damage in buildings",2010,23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749327444&doi=10.1193%2f1.3282885&partnerID=40&md5=7f0c740b57527ad9952ad1c4406f3db0","Seventh Framework Programme","Final"
"Ames C.P., Smith J.S., Pellisé F., Kelly M., Alanay A., Acaroǧlu E., Pérez-Grueso F.J.S., Kleinstück F., Obeid I., Vila-Casademunt A., Burton D., Lafage V., Schwab F., Shaffrey C.I., Bess S., Serra-Burriel M.","Artificial Intelligence Based Hierarchical Clustering of Patient Types and Intervention Categories in Adult Spinal Deformity Surgery: Towards a New Classification Scheme that Predicts Quality and Value",2019,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065059857&doi=10.1097%2fBRS.0000000000002974&partnerID=40&md5=1dd390b2f7d240b035fc8e2eb0608633","DePuy Synthes Spine

European Commission

Instituto de Salud Carlos III","Final"
"Tsiouris K.M., Gatsios D., Rigas G., Miljkovic D., Seljak B.K., Bohanec M., Arredondo M.T., Antonini A., Konitsiotis S., Koutsouris D.D., Fotiadis D.I.","PD-Manager: An mHealth platform for Parkinson's disease patient management",2017,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036574746&doi=10.1049%2fhtl.2017.0007&partnerID=40&md5=1ddd7b2517c39c1a6c34708ed0c6cc66","Horizon 2020 Framework Programme","Final"
"Verrelst J., Dethier S., Rivera J.P., Munoz-Mari J., Camps-Valls G., Moreno J.","Active Learning Methods for Efficient Hybrid Biophysical Variable Retrieval",2016,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971457374&doi=10.1109%2fLGRS.2016.2560799&partnerID=40&md5=ac1804496b8875cf2d3fef9bc2ceb199","Horizon 2020 Framework Programme","Final"
"Campos-Taberner M., García-Haro F.J., Moreno Á., Gilabert M.A., Sánchez-Ruiz S., Martínez B., Camps-Valls G.","Mapping Leaf Area Index With a Smartphone and Gaussian Processes",2015,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947863460&doi=10.1109%2fLGRS.2015.2488682&partnerID=40&md5=71cbc5d42f825681f64a6475fae7d294","Horizon 2020 Framework Programme","Final"
"Mesejo P., Ibáñez O., Fernández-Blanco E., Cedrón F., Pazos A., Porto-Pazos A.B.","Artificial Neuron-Glia Networks learning approach based on cooperative coevolution",2015,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929944667&doi=10.1142%2fS0129065715500124&partnerID=40&md5=7123e87a785da949a78058122e832f7f","Seventh Framework Programme

European Commission

Ministerio de Economía y Competitividad

Ministerio de Industria, Energía y Turismo","Final"
"Massanet S., Torrens J.","On the vertical threshold generation method of fuzzy implication and its properties",2013,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887120926&doi=10.1016%2fj.fss.2013.03.003&partnerID=40&md5=be4402696d5b9a9e63ede40f96885866","European Regional Development Fund","Final"
"Borrego D., Eshuis R., Gómez-López M.T., Gasca R.M.","Diagnosing correctness of semantic workflow models",2013,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884979158&doi=10.1016%2fj.datak.2013.04.008&partnerID=40&md5=43601f69c8b6e677805a7bac5e13c1d8","European Regional Development Fund","Final"
"Salvi G., Montesano L., Bernardino A., Santos-Victor J.","Language bootstrapping: Learning word meanings from perception-action association",2012,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861192014&doi=10.1109%2fTSMCB.2011.2172420&partnerID=40&md5=b930a8ccc0caabb52b3615c842335346","European Commission

Instituto Superior Técnico","Final"
"Molina J.-L., García-Aróstegui J.L., Bromley J., Benavente J.","Integrated Assessment of the European WFD Implementation in Extremely Overexploited Aquifers Through Participatory Modelling",2011,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053569950&doi=10.1007%2fs11269-011-9859-1&partnerID=40&md5=a6089f4278165dd7d41752fe6247838d","Seventh Framework Programme

Ministerio de Ciencia e Innovación","Final"
"Fernández J., Pernía A., Martínez-de-Pisón F.J., Lostado R.","Prediction models for calculating bolted connections using data mining techniques and the finite element method",2010,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956342837&doi=10.1016%2fj.engstruct.2010.05.021&partnerID=40&md5=392bac7ea15a9ddd8b70f3ce24ffde0a","European Commission

Ministerio de Ciencia e Innovación","Final"
"Sanz R., López I., Rodríguez M., Hernández C.","Principles for consciousness in integrated cognitive control",2007,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35848955885&doi=10.1016%2fj.neunet.2007.09.012&partnerID=40&md5=287f0ff00d40dc25ea188783840b8b38","European Commission

Ministerio de Educación, Cultura y Deporte","Final"
"Romeo L.M., Gareta R.","Hybrid System for fouling control in biomass boilers",2006,22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751058457&doi=10.1016%2fj.engappai.2006.01.019&partnerID=40&md5=fb352343dc90b7b4e1e78b96847e2cea","European Commission","Final"
"Ibáñez R., Abisset-Chavanne E., González D., Duval J.-L., Cueto E., Chinesta F.","Hybrid constitutive modeling: data-driven learning of corrections to plasticity models",2019,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055499729&doi=10.1007%2fs12289-018-1448-x&partnerID=40&md5=6b5133e7914542a6584dd8dc0f77e101","European Social Fund","Final"
"Gams M., Gu I.Y.-H., Härmä A., Muñoz A., Tam V.","Artificial intelligence and ambient intelligence",2019,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060937362&doi=10.3233%2fAIS-180508&partnerID=40&md5=5c38420c5f6f8618c59d9b873408ff61","Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"López B., Torrent-Fontbona F., Viñas R., Fernández-Real J.M.","Single Nucleotide Polymorphism relevance learning with Random Forests for Type 2 diabetes risk prediction",2018,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029677599&doi=10.1016%2fj.artmed.2017.09.005&partnerID=40&md5=aae955b0d6ec497ab60e6c5a4094d6c9","Universitat de Girona

Horizon 2020 Framework Programme

Ministerio de Economía y Competitividad

Horizon 2020

European Regional Development Fund","Final"
"Reyes O., Morell C., Ventura S.","Effective active learning strategy for multi-label learning",2018,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028403971&doi=10.1016%2fj.neucom.2017.08.001&partnerID=40&md5=05e151b407c022b621123a619712e214","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"López-Tapia S., Molina R., Pérez de la Blanca N.","Using machine learning to detect and localize concealed objects in passive millimeter-wave images",2018,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030873583&doi=10.1016%2fj.engappai.2017.09.005&partnerID=40&md5=52d5580fd35dd1915c6d2e839ed0b880","Ministerio de Economía y Competitividad

European Regional Development Fund

Junta de Andalucía","Final"
"Faia R., Pinto T., Abrishambaf O., Fernandes F., Vale Z., Corchado J.M.","Case based reasoning with expert system and swarm intelligence to determine energy reduction in buildings energy management",2017,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029711864&doi=10.1016%2fj.enbuild.2017.09.020&partnerID=40&md5=dc18f6e0f29aac5afc4b207eca567eca","Horizon 2020 Framework Programme

H2020 Marie Skłodowska-Curie Actions

Fundação para a Ciência e a Tecnologia

European Regional Development Fund

Programa Operacional Temático Factores de Competitividade","Final"
"Palomeras N., Carrera A., Hurtós N., Karras G.C., Bechlioulis C.P., Cashmore M., Magazzeni D., Long D., Fox M., Kyriakopoulos K.J., Kormushev P., Salvi J., Carreras M.","Toward persistent autonomous intervention in a subsea panel",2016,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945565732&doi=10.1007%2fs10514-015-9511-7&partnerID=40&md5=da0a4c507794525c1cda3834a95f2a61","Seventh Framework Programme","Final"
"Bolón-Canedo V., Ataer-Cansizoglu E., Erdogmus D., Kalpathy-Cramer J., Fontenla-Romero O., Alonso-Betanzos A., Chiang M.F.","Dealing with inter-expert variability in retinopathy of prematurity: A machine learning approach",2015,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939574276&doi=10.1016%2fj.cmpb.2015.06.004&partnerID=40&md5=8685dcad9541dd56a2137557c62b850e","National Science Foundation

National Institutes of Health

National Eye Institute

U.S. National Library of Medicine

Research to Prevent Blindness

European Commission

European Regional Development Fund

Xunta de Galicia","Final"
"Wardenaar K.J., Van Loo H.M., Cai T., Fava M., Gruber M.J., Li J., De Jonge P., Nierenberg A.A., Petukhova M.V., Rose S., Sampson N.A., Schoevers R.A., Wilcox M.A., Alonso J., Bromet E.J., Bunting B., Florescu S.E., Fukao A., Gureje O., Hu C., Huang Y.Q., Karam A.N., Levinson D., Medina Mora M.E., Posada-Villa J., Scott K.M., Taib N.I., Viana M.C., Xavier M., Zarkov Z., Kessler R.C.","The effects of co-morbidity in defining major depression subtypes associated with long-term course and severity",2014,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927660254&doi=10.1017%2fS0033291714000993&partnerID=40&md5=749fb0c339cc8151f59e2c622733aeaa","National Institute of Mental Health

National Institute on Drug Abuse

Fogarty International Center

Medical Research Council","Final"
"Franco L.","Generalization ability of Boolean functions implemented in feedforward neural networks",2006,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646505428&doi=10.1016%2fj.neucom.2006.01.025&partnerID=40&md5=c93a950b35742d1ea580d69deca5b9e3","Ministerio de Educación, Cultura y Deporte

Comisión Interministerial de Ciencia y Tecnología

European Regional Development Fund","Final"
"Rabinovich M.I., Huerta R., Afraimovich V.","Dynamics of sequential decision making",2006,21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750552329&doi=10.1103%2fPhysRevLett.97.188103&partnerID=40&md5=7eef65883985c8b916902dd77dbab237","National Institute of Neurological Disorders and Stroke","Final"
"Ding Z., Chen X., Dong Y., Herrera F.","Consensus reaching in social network DeGroot Model: The roles of the Self-confidence and node degree",2019,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061792529&doi=10.1016%2fj.ins.2019.02.028&partnerID=40&md5=a983f3c91f85816ef99f8328c67d876c","National Natural Science Foundation of China

Sichuan University

Education Department of Shaanxi Province

Graduate Student's Research and Innovation Fund of Sichuan University","Final"
"Cabrera P., Carta J.A., González J., Melián G.","Wind-driven SWRO desalination prototype with and without batteries: A performance simulation using machine learning models",2018,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037055578&doi=10.1016%2fj.desal.2017.11.044&partnerID=40&md5=ab67768fb632b8ddc5fbeee100fb3cce","Interreg

European Regional Development Fund","Final"
"Siddiqui S.A., Zhang Y., Lloret J., Song H., Obradovic Z.","Pain-Free Blood Glucose Monitoring Using Wearable Sensors: Recent Advancements and Future Prospects",2018,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044729111&doi=10.1109%2fRBME.2018.2822301&partnerID=40&md5=161128fce3fa342e628398d669a0beb9","National Natural Science Foundation of China

Shanxi Provincial Key Research and Development Project","Final"
"Cañadas J., Sánchez-Molina J.A., Rodríguez F., del Águila I.M.","Improving automatic climate control with decision support techniques to minimize disease effects in greenhouse tomatoes",2017,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017027631&doi=10.1016%2fj.inpa.2016.12.002&partnerID=40&md5=448162f5c754167e14c06cb251ae46a7","Horizon 2020 Framework Programme","Final"
"Casals M., Gangolells M., Forcada N., Macarulla M., Giretti A., Vaccarini M.","SEAM4US: An intelligent energy management system for underground stations",2016,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956621609&doi=10.1016%2fj.apenergy.2016.01.029&partnerID=40&md5=615cc42b726478d5b6f256af5461d0e9","Universität Kassel

Teknologian Tutkimuskeskus VTT

Universitat Politècnica de Catalunya

Università Politecnica delle Marche

Seventh Framework Programme

Texas Medical Board","Final"
"Martínez-Cámara E., Martín-Valdivia M.T., Ureña-López L.A., Mitkov R.","Polarity classification for Spanish tweets using the COST corpus",2015,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930411192&doi=10.1177%2f0165551514566564&partnerID=40&md5=81fcfdc966472a04898495c95e49e905","Universidad de Jaén

European Regional Development Fund

Junta de Andalucía","Final"
"Sánchez R., Herrero A., Corchado E.","Visualization and clustering for SNMP intrusion detection",2013,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887944525&doi=10.1080%2f01969722.2013.803903&partnerID=40&md5=4bd0ea96aee2b67646de80b113846fd4","Ministerio de Economía y Competitividad

European Regional Development Fund

Junta de Castilla y León","Final"
"Castin N., Domingos R.P., Malerba L.","Use of computational intelligence for the prediction of vacancy migration energies in atomistic kinetic monte carlo simulations",2008,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70249088681&doi=10.2991%2fijcis.2008.1.4.6&partnerID=40&md5=1ff8de4d36c6f6d770e1e8fa56ec9808","European Commission

Sixth Framework Programme","Final"
"Gordillo J., Conde E.","An HMM for detecting spam mail",2007,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847610209&doi=10.1016%2fj.eswa.2006.06.016&partnerID=40&md5=576250e4a8fc518ca1900506962de87e","Ministerio de Ciencia y Tecnología

European Regional Development Fund","Final"
"Wang S.-H., Govindaraj V.V., Górriz J.M., Zhang X., Zhang Y.-D.","Covid-19 classification by FGCNet with deep feature fusion from graph convolutional network and convolutional neural network",2021,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094901078&doi=10.1016%2fj.inffus.2020.10.004&partnerID=40&md5=cea54d3aa79215fcae1f7c6371ef3f07","British Heart Foundation

Royal Society

Ministerio de Economía y Competitividad

Korean Foundation for Cancer Research

European Regional Development Fund","Final"
"Elbadawi M., Muñiz Castro B., Gavins F.K.H., Ong J.J., Gaisford S., Pérez G., Basit A.W., Cabalar P., Goyanes A.","M3DISEEN: A novel machine learning approach for predicting the 3D printability of medicines",2020,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091647217&doi=10.1016%2fj.ijpharm.2020.119837&partnerID=40&md5=1cd4a6dc467a72d05a9322f60c91180a","Engineering and Physical Sciences Research Council

European Regional Development Fund","Final"
"Ceballos B., Lamata M.T., Pelta D.A.","Fuzzy Multicriteria Decision-Making Methods: A Comparative Analysis",2017,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007391644&doi=10.1002%2fint.21873&partnerID=40&md5=3022b865bb0a2336d4d56561949e0c8e","European Commission

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Lorente D., Martínez-Martínez F., Rupérez M.J., Lago M.A., Martínez-Sober M., Escandell-Montero P., Martínez-Martínez J.M., Martínez-Sanchis S., Serrano-López A.J., Monserrat C., Martín-Guerrero J.D.","A framework for modelling the biomechanical behaviour of the human liver during breathing in real time using machine learning",2017,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002844460&doi=10.1016%2fj.eswa.2016.11.037&partnerID=40&md5=461a851da465d5cc05699a2874bcb409","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Solé R., Amor D.R., Duran-Nebreda S., Conde-Pueyo N., Carbonell-Ballestero M., Montañez R.","Synthetic collective intelligence",2016,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978633766&doi=10.1016%2fj.biosystems.2016.01.002&partnerID=40&md5=e30c7d12dd93bc2795913ed00dca9cfc","Banco Santander

Seventh Framework Programme

Santa Fe Institute

European Research Council

Seventh Framework Programme","Final"
"Aristondo O., García-Lapresta J.L., Lasso De La Vega C., Marques Pereira R.A.","Classical inequality indices, welfare and illfare functions, and the dual decomposition",2013,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880918385&doi=10.1016%2fj.fss.2013.02.001&partnerID=40&md5=df65eefaf84b71a26e269797b949a758","European Regional Development Fund","Final"
