Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Hu Q., Yu D., Liu J., Wu C.","Neighborhood rough set based heterogeneous feature subset selection",2008,612,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749140199&doi=10.1016%2fj.ins.2008.05.024&partnerID=40&md5=ae6049bbb91fea4597ae461dccc2f797","National Natural Science Foundation of China

Harbin Institute of Technology","Final"
"Lei Y., Jia F., Lin J., Xing S., Ding S.X.","An Intelligent Fault Diagnosis Method Using Unsupervised Feature Learning Towards Mechanical Big Data",2016,542,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963934455&doi=10.1109%2fTIE.2016.2519325&partnerID=40&md5=2f397a1427e9a6108268a9db05d0cf3f","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Zhan Z.-H., Zhang J., Li Y., Shi Y.-H.","Orthogonal learning particle swarm optimization",2011,535,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455205925&doi=10.1109%2fTEVC.2010.2052054&partnerID=40&md5=00c8d5a987dfe5ace781c0d25bfb2b91","National Natural Science Foundation of China-Guangdong Joint Fund

Science and Technology Program of Suzhou","Final"
"Peng Y., Ganesh A., Wright J., Xu W., Ma Y.","RASL: Robust alignment by sparse and low-rank decomposition for linearly correlated images",2012,522,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866665730&doi=10.1109%2fTPAMI.2011.282&partnerID=40&md5=2aa11b9f54fe2563ab09d78449275880","National Science Foundation

Office of Naval Research","Final"
"Huang J.Z., Ng M.K., Rong H., Li Z.","Automated variable weighting in k-means type clustering",2005,520,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144419389&doi=10.1109%2fTPAMI.2005.95&partnerID=40&md5=6bd12cb206032c38237d0175ab9c5fa9","National Natural Science Foundation of China

Research Grants Council, University Grants Committee","Final"
"Wang W.-C., Chau K.-W., Cheng C.-T., Qiu L.","A comparison of performance of several artificial intelligence methods for forecasting monthly discharge time series",2009,511,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349105875&doi=10.1016%2fj.jhydrol.2009.06.019&partnerID=40&md5=32abd6a78664ce92c85f4772daa7ec69","National Natural Science Foundation of China

Ministry of Water Resources

Hong Kong Polytechnic University","Final"
"Zhang B., Shan S., Chen X., Gao W.","Histogram of Gabor phase patterns (HGPP): A novel object representation approach for face recognition",2007,506,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847703333&doi=10.1109%2fTIP.2006.884956&partnerID=40&md5=9ba02a6cb5154c41b890776a863a9ae1","DOD Counterdrug Technology Development Program Office

National Natural Science Foundation of China

Chinese Academy of Sciences","Final"
"Yang J., Zhang D., Yang J.-Y., Niu B.","Globally maximizing, locally minimizing: Unsupervised discriminant projection with applications to face and palm biometrics",2007,457,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947492041&doi=10.1109%2fTPAMI.2007.1008&partnerID=40&md5=ea253ddbf1c990a5542de038c3b29573","CRC Health Group

DOD Counterdrug Technology Development Program Office

National Natural Science Foundation of China

University Grants Committee

Hong Kong Polytechnic University","Final"
"Wang Z., Yang F., Ho D.W.C., Liu X.","Robust H∞ control for networked systems with random packet losses",2007,449,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547110542&doi=10.1109%2fTSMCB.2007.896412&partnerID=40&md5=37dab2e59dfe1dcf353f3774fc49515c","Alexander von Humboldt-Stiftung

City University of Hong Kong

Engineering and Physical Sciences Research Council

Nuffield Foundation

Royal Society

National Natural Science Foundation of China","Final"
"Liu Y., Wang Z., Liang J., Liu X.","Synchronization and state estimation for discrete-time complex networks with distributed delays",2008,437,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52349098268&doi=10.1109%2fTSMCB.2008.925745&partnerID=40&md5=f2b9f27ba8ed1f0acc6460ebf67f43fd","Alexander von Humboldt-Stiftung

Engineering and Physical Sciences Research Council

Royal Society

National Natural Science Foundation of China

Natural Science Foundation of Jiangsu Province","Final"
"Hu W., Xiao X., Fu Z., Xie D., Tan T., Maybank S.","A system for learning statistical motion patterns",2006,434,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746576905&doi=10.1109%2fTPAMI.2006.176&partnerID=40&md5=560e1a7b310cf5896af29b30e41e019f","National Natural Science Foundation of China

Natural Science Foundation of Beijing Municipality","Final"
"Hua Q., Sun J., Liu H., Bao R., Yu R., Zhai J., Pan C., Wang Z.L.","Skin-inspired highly stretchable and conformable matrix networks for multifunctional sensing",2018,430,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040815400&doi=10.1038%2fs41467-017-02685-9&partnerID=40&md5=05f1f116fed5e8d2a028e2afc1118dba","National Natural Science Foundation of China

Thousand Young Talents Program of China

","Final"
"Wang J., Ma Y., Zhang L., Gao R.X., Wu D.","Deep learning for smart manufacturing: Methods and applications",2018,417,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044519534&doi=10.1016%2fj.jmsy.2018.01.003&partnerID=40&md5=3a56adc4075a0f03622854f39758ed78","National Natural Science Foundation of China

Science Foundation of China University of Petroleum, Beijing

National Basic Research Program of China (973 Program)","Final"
"Chen W.-Y., Song Y., Bai H., Lin C.-J., Chang E.Y.","Parallel spectral clustering in distributed systems",2011,407,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551528802&doi=10.1109%2fTPAMI.2010.88&partnerID=40&md5=fd244a285966f2e491597b5b055c8d49","National Science Foundation","Final"
"Lei Z., Wang Q., Sun S., Zhu W., Wu P.","A Bioinspired Mineral Hydrogel as a Self-Healable, Mechanically Adaptable Ionic Skin for Highly Sensitive Pressure Sensing",2017,401,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018573983&doi=10.1002%2fadma.201700321&partnerID=40&md5=f08259276b20816d95e597808393a3a2","Natural Science Foundation of Shanghai

National Natural Science Foundation of China

Ministry of Science and Technology of the People's Republic of China

State Key Laboratory of Chemical Engineering","Final"
"Chen M., Mozaffari M., Saad W., Yin C., Debbah M., Hong C.S.","Caching in the Sky: Proactive Deployment of Cache-Enabled Unmanned Aerial Vehicles for Optimized Quality-of-Experience",2017,394,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019756493&doi=10.1109%2fJSAC.2017.2680898&partnerID=40&md5=3473fecbeed69a29cf5d159a3678eaf6","National Science Foundation

Seventh Framework Programme","Final"
"Zhang H., Cui L., Zhang X., Luo Y.","Data-driven robust approximate optimal tracking control for unknown general nonlinear systems using adaptive dynamic programming method",2011,380,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655163786&doi=10.1109%2fTNN.2011.2168538&partnerID=40&md5=d6be0b454b38e75c48b365133655053d","National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Xiang S., Nie F., Zhang C.","Learning a Mahalanobis distance metric for data clustering and classification",2008,378,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49449088902&doi=10.1016%2fj.patcog.2008.05.018&partnerID=40&md5=873213057cf266e18f92bd4a72f499d5","National Natural Science Foundation of China","Final"
"Zhang H., Wei Q., Luo Y.","A novel infinite-time optimal tracking control scheme for a class of discrete-time nonlinear systems via the greedy HDP iteration algorithm",2008,378,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49049119493&doi=10.1109%2fTSMCB.2008.920269&partnerID=40&md5=2de9b8c32e481b3740b991f2a3ac1dc9","National Natural Science Foundation of China","Final"
"Tao F., Qi Q., Liu A., Kusiak A.","Data-driven smart manufacturing",2018,375,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040599054&doi=10.1016%2fj.jmsy.2018.01.006&partnerID=40&md5=19bbdfe52aaa38a1df1be112bfc582f9","National Natural Science Foundation of China

Beijing Nova Program

National Basic Research Program of China (973 Program)","Final"
"Zhang D., Shen D.","Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease",2012,375,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055184373&doi=10.1016%2fj.neuroimage.2011.09.069&partnerID=40&md5=e9fca7ce61d6ff0402a5f8310a735eac","National Institutes of Health

National Institute of Mental Health

U.S. Food and Drug Administration

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Abbott Laboratories

Bristol-Myers Squibb

Alzheimer's Drug Discovery Foundation

Genentech

GlaxoSmithKline

Johnson and Johnson

Novartis

GE Healthcare

F. Hoffmann-La Roche

Schering-Plough

Alzheimer's Disease Neuroimaging Initiative

National Natural Science Foundation of China

Elan

Innogenetics

Bayer Schering","Final"
"Ge Z., Song Z., Ding S.X., Huang B.","Data Mining and Analytics in the Process Industry: The Role of Machine Learning",2017,374,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030772750&doi=10.1109%2fACCESS.2017.2756872&partnerID=40&md5=bccaef13df9476d05a03e9cc8ec8cf15","Alexander von Humboldt-Stiftung

National Natural Science Foundation of China","Final"
"Liu B., Wang L., Jin Y.-H.","An effective PSO-based memetic algorithm for flow shop scheduling",2007,373,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847661566&doi=10.1109%2fTSMCB.2006.883272&partnerID=40&md5=6ded33ac8c554d5cda7f1cf8e61e971e","National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Guo X., Chen L., Shen C.","Hierarchical adaptive deep convolution neural network and its application to bearing fault diagnosis",2016,368,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979085360&doi=10.1016%2fj.measurement.2016.07.054&partnerID=40&md5=fc2b9050e1899e08e6d1c5fe1b010e80","National Natural Science Foundation of China

China Postdoctoral Science Foundation

Natural Science Foundation of Jiangsu Province","Final"
"Guo Y., Yu L., Wen Z., Li M.","Using support vector machine combined with auto covariance to predict protein-protein interactions from protein sequences",2008,363,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349159560&doi=10.1093%2fnar%2fgkn159&partnerID=40&md5=a74c697550ccfaa7f49fb38fd2c6961d","National Natural Science Foundation of China","Final"
"Zhang K., Gao X., Tao D., Li X.","Single image super-resolution with non-local means and steering kernel regression",2012,362,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867853644&doi=10.1109%2fTIP.2012.2208977&partnerID=40&md5=cb9ba38da37f5574bde0b970599a1ef6","National Natural Science Foundation of China

Ministry of Education of the People's Republic of China

National Basic Research Program of China (973 Program)

Fundamental Research Funds for the Central Universities","Final"
"Xia T., Tao D., Mei T., Zhang Y.","Multiview spectral embedding",2010,349,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649979280&doi=10.1109%2fTSMCB.2009.2039566&partnerID=40&md5=ccad95d5f4db098bae3464ef6ce4d15b","National Natural Science Foundation of China

Beijing Municipal Education Commission

Nanyang Normal University

National Basic Research Program of China (973 Program)

K. C. Wong Education Foundation","Final"
"Geng X., Zhan D.-C., Zhou Z.-H.","Supervised nonlinear dimensionality reduction for visualization and classification",2005,346,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444473249&doi=10.1109%2fTSMCB.2005.850151&partnerID=40&md5=6ed1d625f07dcdb77fb729d58e60f7a9","National Outstanding Youth Foundation of China","Final"
"Wang L., Zhang Y., Feng J.","On the Euclidean distance of images",2005,346,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24344503352&doi=10.1109%2fTPAMI.2005.165&partnerID=40&md5=da82833cbf1b8ea5f278d7b7b1bc3173","National Natural Science Foundation of China","Final"
"Chen M., Hao Y., Hwang K., Wang L., Wang L.","Disease Prediction by Machine Learning over Big Data from Healthcare Communities",2017,341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023602966&doi=10.1109%2fACCESS.2017.2694446&partnerID=40&md5=c48418cf416aeec6c0e350cafc78e7b3","National Natural Science Foundation of China","Final"
"Zhou X.-B., Chen C., Li Z.-C., Zou X.-Y.","Using Chou's amphiphilic pseudo-amino acid composition and support vector machine for prediction of enzyme subfamily classes",2007,341,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548439881&doi=10.1016%2fj.jtbi.2007.06.001&partnerID=40&md5=6e543e94abf4ade7277f799ef9d07874","National Natural Science Foundation of China

Natural Science Foundation of Guangdong Province","Final"
"Xu Q., Yu H.Y., Mou X.Q., Zhang L., Hsieh J., Wang G.","Low-dose X-ray CT reconstruction via dictionary learning",2012,340,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867561335&doi=10.1109%2fTMI.2012.2195669&partnerID=40&md5=988924d82e8f3c4b1fb8ffead15a0b96","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

National Natural Science Foundation of China

Research Grants Council, University Grants Committee

Hong Kong Polytechnic University

General Research Fund of Shanghai Normal University

Specialized Research Fund for the Doctoral Program of Higher Education of China

Medical Research Institute Sri Lanka","Final"
"Chen C., Duan S., Cai T., Liu B.","Online 24-h solar power forecasting based on weather type classification using artificial neural network",2011,336,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053972368&doi=10.1016%2fj.solener.2011.08.027&partnerID=40&md5=1d82811ba9b41ff42a27ae10c963b03f","National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Bai X., Latecki L.J., Liu W.-Y.","Skeleton pruning by contour partitioning with discrete curve evolution",2007,335,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847396877&doi=10.1109%2fTPAMI.2007.59&partnerID=40&md5=6bd045bb1a156592d3418a35baccdfc8","National Science Foundation

National Natural Science Foundation of China","Final"
"Lin Z., Zhang C., Wu W., Gao X.","Frequency recognition based on canonical correlation analysis for SSVEP-based BCIs",2006,329,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845904679&doi=10.1109%2fTBME.2006.886577&partnerID=40&md5=13300ec7e20b9db1a33445e2b3e8894a","National Natural Science Foundation of China","Final"
"Zhong W., Liu J., Xue M., Jiao L.","A Multiagent Genetic Algorithm for Global Numerical Optimization",2004,329,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842587736&doi=10.1109%2fTSMCB.2003.821456&partnerID=40&md5=5ac8230949316f4b14c6de01539f05b6","National Natural Science Foundation of China

National High-tech Research and Development Program","Final"
"Tao W., Jin H., Zhang Y.","Color image segmentation based on mean shift and normalized cuts",2007,316,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148818642&doi=10.1109%2fTSMCB.2007.902249&partnerID=40&md5=7980886825ba271f77b7ea0265fe4f6d","National Natural Science Foundation of China","Final"
"Cai J., Luo J., Wang S., Yang S.","Feature selection in machine learning: A new perspective",2018,310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043994324&doi=10.1016%2fj.neucom.2017.11.077&partnerID=40&md5=edd109b0c2dcefd65daab6ed82f86eef","National Natural Science Foundation of China","Final"
"He J., Yao X.","Drift analysis and average time complexity of evolutionary algorithms",2001,303,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035276208&doi=10.1016%2fS0004-3702%2801%2900058-3&partnerID=40&md5=df85ca6f3e07090b04eb41103aca10db","Australian Research Council

National Natural Science Foundation of China

University of Birmingham

State Key Laboratory of Software Engineering

Wuhan University","Final"
"Hou Z., Jin S.","Data-driven model-free adaptive control for a class of MIMO nonlinear discrete-time systems",2011,301,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655192094&doi=10.1109%2fTNN.2011.2176141&partnerID=40&md5=f637ba51e7cac1ec61d42a31920eaaac","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Tao F., Zhang M.","Digital Twin Shop-Floor: A New Shop-Floor Paradigm Towards Smart Manufacturing",2017,295,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030752762&doi=10.1109%2fACCESS.2017.2756069&partnerID=40&md5=ec2b49226948f1c7116612c0f78f846e","National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Liu Y., Wang Z., Liang J., Liu X.","Stability and synchronization of discrete-time Markovian jumping neural networks with mixed mode-dependent time delays",2009,290,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949117118&doi=10.1109%2fTNN.2009.2016210&partnerID=40&md5=8d2883ba1c769b5c1272da68231a56d9","Alexander von Humboldt-Stiftung

Engineering and Physical Sciences Research Council

Biotechnology and Biological Sciences Research Council

Royal Society

National Natural Science Foundation of China

Natural Science Foundation of Jiangsu Province

University of South China

Specialized Research Fund for the Doctoral Program of Higher Education of China","Final"
"Lu J., Ho D.W.C., Cao J., Kurths J.","Exponential synchronization of linearly coupled neural networks with impulsive disturbances",2011,287,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951674026&doi=10.1109%2fTNN.2010.2101081&partnerID=40&md5=a6f51b75139a5b5b9ccf0fae42e74cd1","Alexander von Humboldt-Stiftung

City University of Hong Kong

National Natural Science Foundation of China

Gottfried Wilhelm Leibniz Universität Hannover

Natural Science Foundation of Jiangsu Province

Specialized Research Fund for the Doctoral Program of Higher Education of China","Final"
"He Z., Tan T., Sun Z., Qiu X.","Toward accurate and fast iris segmentation for iris biometrics",2009,284,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651002245&doi=10.1109%2fTPAMI.2008.183&partnerID=40&md5=d8be7c761ac40652ca9d069cea9a75d3","National High-tech Research and Development Program

Chinese Academy of Sciences

National Key Research and Development Program of China

National Natural Science Foundation of China","Final"
"Huang C., Ai H., Li Y., Lao S.","High-performance rotation invariant multiview face detection",2007,284,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947536269&doi=10.1109%2fTPAMI.2007.1011&partnerID=40&md5=66a1f82236767682bb5ff21c23788479","OMRON Corporation

National Natural Science Foundation of China

National Key Research and Development Program of China","Final"
"Lu J., Zhou X., Tan Y.-P., Shang Y., Zhou J.","Neighborhood repulsed metric learning for kinship verification",2014,271,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891618103&doi=10.1109%2fTPAMI.2013.134&partnerID=40&md5=75b78bbee8a860205cebff303e6b8d57",,"Final"
"Zhao J., Xie X., Xu X., Sun S.","Multi-view learning overview: Recent progress and new challenges",2017,269,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015035411&doi=10.1016%2fj.inffus.2017.02.007&partnerID=40&md5=5cb558b0ac8b45730fa7c987d9060670","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Deng W., Xu J., Zhao H.","An Improved Ant Colony Optimization Algorithm Based on Hybrid Strategies for Scheduling Problem",2019,268,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061654696&doi=10.1109%2fACCESS.2019.2897580&partnerID=40&md5=f5721388eed52a4e99aafa984796d38a","National Natural Science Foundation of China","Final"
"Xu Z., Yager R.R.","Intuitionistic and interval-valued intutionistic fuzzy preference relations and their measures of similarity for the evaluation of agreement within a group",2009,263,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349139283&doi=10.1007%2fs10700-009-9056-3&partnerID=40&md5=b6397d46d68ce0e348db0d20dc6e2849","National Science Fund for Distinguished Young Scholars","Final"
"Lin T., Zha H.","Riemannian manifold learning",2008,260,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749116396&doi=10.1109%2fTPAMI.2007.70735&partnerID=40&md5=150a837717018f57da8d7f744d409811","National Natural Science Foundation of China

Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China

National Key Basic Research Program For Youth","Final"
"Li M., Zhou Z.-H.","Improve computer-aided diagnosis with machine learning techniques using undiagnosed samples",2007,258,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249007597&doi=10.1109%2fTSMCA.2007.904745&partnerID=40&md5=7495e1878e7cb9414484b46dd8076bd3","National Natural Science Foundation of China

Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China

Natural Science Foundation of Jiangsu Province

Graduate Research and Innovation Projects of Jiangsu Province","Final"
"Zhu Q., Cao J.","Robust exponential stability of markovian jump impulsive stochastic Cohen-Grossberg neural networks with mixed time delays",2010,257,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955510720&doi=10.1109%2fTNN.2010.2054108&partnerID=40&md5=494932cd80f896c67f98d593d40e085c","Natural Science Foundation of Ningbo

National Natural Science Foundation of China

Ningbo University

Specialized Research Fund for the Doctoral Program of Higher Education of China","Final"
"Li G., Niu P., Xiao X.","Development and investigation of efficient artificial bee colony algorithm for numerical function optimization",2012,251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155148313&doi=10.1016%2fj.asoc.2011.08.040&partnerID=40&md5=38a0c08da9ec732287389f6e489a5929","National Natural Science Foundation of China","Final"
"Zhang G., Jia J., Wong T.-T., Bao H.","Consistent depth maps recovery from a video sequence",2009,251,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549113570&doi=10.1109%2fTPAMI.2009.52&partnerID=40&md5=6a8f3eee70f0632a680197bd3f550154","National Natural Science Foundation of China

Research Grants Council, University Grants Committee

National High-tech Research and Development Program

National Key Research and Development Program of China","Final"
"Lei Z., Pietikainen M., Li S.Z.","Learning discriminant face descriptor",2014,249,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891600533&doi=10.1109%2fTPAMI.2013.112&partnerID=40&md5=af73f369cd0ec52f7a43bd337495cd8b","Seventh Framework Programme","Final"
"Yang A.Y., Zhou Z., Balasubramanian A.G., Sastry S.S., Ma Y.","Fast ℓ1-minimization algorithms for robust face recognition",2013,247,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879044578&doi=10.1109%2fTIP.2013.2262292&partnerID=40&md5=3319009ec16ee1a8836f54019bd2ca45",,"Final"
"Sun X.-M., Wang W., Liu G.-P., Zhao J.","Stability analysis for linear switched systems with time-varying delay",2008,247,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-41649083766&doi=10.1109%2fTSMCB.2007.912078&partnerID=40&md5=03c66e901de4529c0d56ce1cde9d3a11","National Natural Science Foundation of China

China Postdoctoral Science Foundation","Final"
"Shen B., Wang Z., Liu X.","Bounded H∞ synchronization and state estimation for discrete time-varying stochastic complex networks over a finite horizon",2011,244,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651327603&doi=10.1109%2fTNN.2010.2090669&partnerID=40&md5=dcfc7df2d710d08020f9f4f098a07483","Alexander von Humboldt-Stiftung

Engineering and Physical Sciences Research Council

National Natural Science Foundation of China

National Key Research and Development Program of China

International Science and Technology Cooperation Programme","Final"
"Chai X., Shan S., Chen X., Gao W.","Locally linear regression for pose-invariant face recognition",2007,242,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347374479&doi=10.1109%2fTIP.2007.899195&partnerID=40&md5=4955bbff94fc714c22132e3b02537143","National Natural Science Foundation of China

Chinese Academy of Sciences

Beijing Municipal Natural Science Foundation","Final"
