Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Shin H.-C., Roth H.R., Gao M., Lu L., Xu Z., Nogues I., Yao J., Mollura D., Summers R.M.","Deep Convolutional Neural Networks for Computer-Aided Detection: CNN Architectures, Dataset Characteristics and Transfer Learning",2016,2053,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969962996&doi=10.1109%2fTMI.2016.2528162&partnerID=40&md5=32d46cbe4a8a3365d0026af444019535","NIH Clinical Center

Korea Research Institute of Bioscience and Biotechnology","Final"
"Greenfield N.J.","Using circular dichroism spectra to estimate protein secondary structure",2007,1884,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548847733&doi=10.1038%2fnprot.2006.202&partnerID=40&md5=d6e73283d3bb7df1340113ecff432a93","National Institutes of Health

National Institute of General Medical Sciences","Final"
"Zeng Z., Pantic M., Roisman G.I., Huang T.S.","A survey of affect recognition methods: Audio, visual, and spontaneous expressions",2009,1878,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149144228&doi=10.1109%2fTPAMI.2008.52&partnerID=40&md5=03239f7f62477500a7679335469bd372","National Science Foundation

Seventh Framework Programme

European Research Council","Final"
"Mannsfeld S.C.B., Tee B.C.-K., Stoltenberg R.M., Chen C.V.H.-H., Barman S., Muir B.V.O., Sokolov A.N., Reese C., Bao Z.","Highly sensitive flexible pressure sensors with microstructured rubber dielectric layers",2010,1853,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957125682&doi=10.1038%2fnmat2834&partnerID=40&md5=895369451c16af0ae614c2578a6badd5","National Science Foundation

Agency for Science, Technology and Research

Deutsche Forschungsgemeinschaft","Final"
"Lee K.-C., Ho J., Kriegman D.J.","Acquiring linear subspaces for face recognition under variable lighting",2005,1816,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144420071&doi=10.1109%2fTPAMI.2005.92&partnerID=40&md5=f91daa024f1aae3fe8caaa5fe340179d","National Institutes of Health

National Eye Institute","Final"
"Erkan G., Radev D.R.","LexRank: Graph-based lexical centrality as salience in text summarization",2004,1475,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27344433526&doi=10.1613%2fjair.1523&partnerID=40&md5=a0327137767c5aeb7158440451e29250","National Science Foundation","Final"
"Li C., Kao C.-Y., Gore J.C., Ding Z.","Minimization of region-scalable fitting energy for image segmentation",2008,1461,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649131914&doi=10.1109%2fTIP.2008.2002304&partnerID=40&md5=41495241bb716f99bbfb73f1ad9ca6ec","National Institute of Biomedical Imaging and Bioengineering","Final"
"Klein A., Andersson J., Ardekani B.A., Ashburner J., Avants B., Chiang M.-C., Christensen G.E., Collins D.L., Gee J., Hellier P., Song J.H., Jenkinson M., Lepage C., Rueckert D., Thompson P., Vercauteren T., Woods R.P., Mann J.J., Parsey R.V.","Evaluation of 14 nonlinear deformation algorithms applied to human brain MRI registration",2009,1442,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64949166881&doi=10.1016%2fj.neuroimage.2008.12.037&partnerID=40&md5=ef7d03d5dcdb1cb22553384824fd6fae","National Institutes of Health

National Institute of Mental Health

National Institute of Neurological Disorders and Stroke

National Institute of Biomedical Imaging and Bioengineering

Wellcome Trust

Biotechnology and Biological Sciences Research Council","Final"
"Laird J.E., Newell A., Rosenbloom P.S.","SOAR: An architecture for general intelligence",1987,1404,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023422739&doi=10.1016%2f0004-3702%2887%2990050-6&partnerID=40&md5=ad0ae3f7570924910e65d66263942ca8","National Institutes of Health

Office of Naval Research

Defense Advanced Research Projects Agency

Alfred P. Sloan Foundation

University of Michigan

Advanced Research Projects Agency","Final"
"Radke R.J., Andra S., Al-Kofahi O., Roysam B.","Image change detection algorithms: A systematic survey",2005,1378,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844339425&doi=10.1109%2fTIP.2004.838698&partnerID=40&md5=2b0f43cd3549a7d4ff4cd980655bdd84","National Science Foundation

Rensselaer Polytechnic Institute","Final"
"Beer C., Reichstein M., Tomelleri E., Ciais P., Jung M., Carvalhais N., Rödenbeck C., Arain M.A., Baldocchi D., Bonan G.B., Bondeau A., Cescatti A., Lasslop G., Lindroth A., Lomas M., Luyssaert S., Margolis H., Oleson K.W., Roupsard O., Veenendaal E., Viovy N., Williams C., Woodward F.I., Papale D.","Terrestrial gross carbon dioxide uptake: Global distribution and covariation with climate",2010,1354,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955623505&doi=10.1126%2fscience.1184984&partnerID=40&md5=ec88be350308611ca1a70311c004f35c","National Science Foundation

Seventh Framework Programme

Natural Environment Research Council","Final"
"Thrun S., Fox D., Burgard W., Dellaert F.","Robust Monte Carlo localization for mobile robots",2001,1330,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035336711&doi=10.1016%2fS0004-3702%2801%2900069-8&partnerID=40&md5=d73bd6365377cffa6c9f52acfcac2872","National Science Foundation","Final"
"Simon H.A.","The structure of ill structured problems",1973,1323,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015728810&doi=10.1016%2f0004-3702%2873%2990011-8&partnerID=40&md5=fd3a65271cd43a13c01deb7bfc7de0e3","National Institute of Mental Health

Office of the Secretary of Defense

Advanced Research Projects Agency","Final"
"Rada R., Mili H., Bicknell E., Blettner M.","Development and Application of a Metric on Semantic Nets",1989,1302,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024480920&doi=10.1109%2f21.24528&partnerID=40&md5=61725f5789ba9295f57c469d4297e01b","National Science Foundation","Final"
"Patenaude B., Smith S.M., Kennedy D.N., Jenkinson M.","A Bayesian model of shape and appearance for subcortical brain segmentation",2011,1292,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955484518&doi=10.1016%2fj.neuroimage.2011.02.046&partnerID=40&md5=f8df1612ad64245abd49baf00a4f361a","National Institutes of Health

National Institute of Mental Health

National Institute on Drug Abuse

National Institute of Neurological Disorders and Stroke

National Center for Research Resources

Eunice Kennedy Shriver National Institute of Child Health and Human Development

Engineering and Physical Sciences Research Council

Biotechnology and Biological Sciences Research Council","Final"
"Dechter R., Meiri I., Pearl J.","Temporal constraint networks",1991,1274,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026154176&doi=10.1016%2f0004-3702%2891%2990006-6&partnerID=40&md5=41ca46d1829ab93cedc4d82b6bc9000f","National Science Foundation

Air Force Office of Scientific Research","Final"
"Harper F.M., Konstan J.A.","The movielens datasets: History and context",2015,1246,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966800432&doi=10.1145%2f2827872&partnerID=40&md5=6126ab958a2246b90f5056dcc34a150d","National Science Foundation","Final"
"Mairal J., Elad M., Sapiro G.","Sparse representation for color image restoration",2008,1245,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149089704&doi=10.1109%2fTIP.2007.911828&partnerID=40&md5=0b1c45d78ac608eba3be930bf95ef21f","National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency

National Gallery of Art

McKnight Foundation

Israel Science Foundation","Final"
"Fei-Fei L., Fergus R., Perona P.","One-shot learning of object categories",2006,1245,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33144466753&doi=10.1109%2fTPAMI.2006.79&partnerID=40&md5=4a3acd50347d2c149084ab8ea2119043","Engineering and Physical Sciences Research Council

European Commission","Final"
"Romero P., Obradovic Z., Li X., Garner E.C., Brown C.J., Dunker A.K.","Sequence complexity of disordered protein",2001,1181,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035188314&doi=10.1002%2f1097-0134%2820010101%2942%3a1%3c38%3a%3aAID-PROT50%3e3.0.CO%3b2-3&partnerID=40&md5=b4c9909ebcf4114b650f146449edf717","U.S. National Library of Medicine","Final"
"Torralba A., Fergus R., Freeman W.T.","80 million tiny images: A large data set for nonparametric object and scene recognition",2008,1180,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54749092170&doi=10.1109%2fTPAMI.2008.128&partnerID=40&md5=6fd67af7b1f2e323eb5e8ca38777a023","National Science Foundation

National Geospatial-Intelligence Agency

Google","Final"
"Jung M., Reichstein M., Ciais P., Seneviratne S.I., Sheffield J., Goulden M.L., Bonan G., Cescatti A., Chen J., De Jeu R., Dolman A.J., Eugster W., Gerten D., Gianelle D., Gobron N., Heinke J., Kimball J., Law B.E., Montagnani L., Mu Q., Mueller B., Oleson K., Papale D., Richardson A.D., Roupsard O., Running S., Tomelleri E., Viovy N., Weber U., Williams C., Wood E., Zaehle S., Zhang K.","Recent decline in the global land evapotranspiration trend due to limited moisture supply",2010,1160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049234152&doi=10.1038%2fnature09396&partnerID=40&md5=187bcbd15d7579086488eb3cf2e145ad","National Science Foundation

Biological and Environmental Research

Université Laval

Seventh Framework Programme

BIOCAP Canada

Università degli Studi della Tuscia

Natural Sciences and Engineering Research Council of Canada

Environment Canada

Natural Resources Canada

Canadian Foundation for Climate and Atmospheric Sciences

European Commission

Seventh Framework Programme

Sixth Framework Programme

Max Planck Institute for Nuclear Physics","Final"
"Dosenbach N.U.F., Nardos B., Cohen A.L., Fair D.A., Power J.D., Church J.A., Nelson S.M., Wig G.S., Vogel A.C., Lessov-Schlaggar C.N., Barnes K.A., Dubis J.W., Feczko E., Coalson R.S., Pruett Jr. J.R., Barch D.M., Petersen S.E., Schlaggar B.L.","Prediction of individual brain maturity using fMRI",2010,1153,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956517416&doi=10.1126%2fscience.1194144&partnerID=40&md5=8feb5ae650d6ada7b17ec00baf2d8e70","National Institute of Mental Health

National Institute on Drug Abuse

National Eye Institute

National Institute of Neurological Disorders and Stroke

Eunice Kennedy Shriver National Institute of Child Health and Human Development","Final"
"Collins R.T., Liu Y., Leordeanu M.","Online selection of discriminative tracking features",2005,1142,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644528380&doi=10.1109%2fTPAMI.2005.205&partnerID=40&md5=75f15f9706b078b92d868523f558a69c","National Institutes of Health

National Institute on Drug Abuse

National Institute on Aging

Defense Advanced Research Projects Agency","Final"
"Yager R.R.","On the dempster-shafer framework and new combination rules",1987,1117,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023311178&doi=10.1016%2f0020-0255%2887%2990007-7&partnerID=40&md5=f7f78dc862a1a8b73e853ae725f824ef","National Science Foundation

Air Force Office of Scientific Research","Final"
"Cooper G.F.","The computational complexity of probabilistic inference using bayesian belief networks",1990,1091,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025401005&doi=10.1016%2f0004-3702%2890%2990060-D&partnerID=40&md5=f2e2726b0d609a830fe7f96bd1a5adc8","National Science Foundation

National Institutes of Health

U.S. National Library of Medicine","Final"
"Leskovec J., Adamic L.A., Huberman B.A.","The dynamics of viral marketing",2007,1080,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248550159&doi=10.1145%2f1232722.1232727&partnerID=40&md5=f1acdaa2a3a301ea8bfd8f0bf9d0c520","National Science Foundation","Final"
"Käll L., Canterbury J.D., Weston J., Noble W.S., MacCoss M.J.","Semi-supervised learning for peptide identification from shotgun proteomics datasets",2007,1068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748972060&doi=10.1038%2fnmeth1113&partnerID=40&md5=dbfb5fb9eadb68170da2a8b31578cbf4","National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources","Final"
"Takeda H., Farsiu S., Milanfar P.","Kernel regression for image processing and reconstruction",2007,1037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847712243&doi=10.1109%2fTIP.2006.888330&partnerID=40&md5=9dd51d058e5e46149c79e821d77957c0","National Science Foundation

University of California, Santa Cruz

U.S. Air Force","Final"
"Betel D., Koppal A., Agius P., Sander C., Leslie C.","Comprehensive modeling of microRNA targets predicts functional non-conserved and non-canonical sites",2010,1032,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955963884&doi=10.1186%2fgb-2010-11-8-r90&partnerID=40&md5=f8fa0e5c9ff577c5f2122dd8ab93f46c","National Cancer Institute

National Institute of General Medical Sciences","Final"
"Basso K., Margolin A.A., Stolovitzky G., Klein U., Dalla-Favera R., Califano A.","Reverse engineering of regulatory networks in human B cells",2005,1004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-16844376909&doi=10.1038%2fng1532&partnerID=40&md5=1ecf737313f87884c6be53670b2681cf","National Institutes of Health

Human Frontier Science Program

American-Italian Cancer Foundation","Final"
"Wu C., Orozco C., Boyer J., Leglise M., Goodale J., Batalov S., Hodge C.L., Haase J., Janes J., Huss III J.W., Su A.I.","BioGPS: An extensible and customizable portal for querying and organizing gene annotation resources",2009,1000,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76249090489&doi=10.1186%2fgb-2009-10-11-r130&partnerID=40&md5=e350f0841a5ddc82e7177272c4fe7d16","National Institute of General Medical Sciences","Final"
"Sachs K., Perez O., Pe'er D., Lauffenburger D.A., Nolan G.P.","Causal protein-signaling networks derived from multiparameter single-cell data",2005,996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17644427718&doi=10.1126%2fscience.1105809&partnerID=40&md5=78862fede1f3ffa0b67ecef42b29a75d","National Institute of Allergy and Infectious Diseases","Final"
"Zaharia M., Xin R.S., Wendell P., Das T., Armbrust M., Dave A., Meng X., Rosen J., Venkataraman S., Franklin M.J., Ghodsi A., Gonzalez J., Shenker S., Stoica I.","Apache spark: A unified engine for big data processing",2016,966,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994589486&doi=10.1145%2f2934664&partnerID=40&md5=2298eb98db3f2cfdb29300aa5b55532b","National Science Foundation

Defense Advanced Research Projects Agency

Intel Corporation

International Business Machines Corporation

Microsoft

Lawrence Berkeley National Laboratory

Google

Amazon Web Services

VMware","Final"
"Gurcan M.N., Boucheron L.E., Can A., Madabhushi A., Rajpoot N.M., Yener B.","Histopathological Image Analysis: A Review",2009,964,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956941136&doi=10.1109%2fRBME.2009.2034865&partnerID=40&md5=71ba7b743f23830bc9e39db2992f5536","National Cancer Institute

U.S. National Library of Medicine","Final"
"Lankton S., Tannenbaum A.","Localizing region-based active contours",2008,958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949141082&doi=10.1109%2fTIP.2008.2004611&partnerID=40&md5=913c7dc051c6535a7cdea65f08431f48","National Science Foundation

National Institutes of Health

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources

Air Force Office of Scientific Research

Army Research Office

Multidisciplinary University Research Initiative

Marie Curie

European Commission","Final"
"Marques-Silva J.P., Sakallah K.A.","GRASP: A search algorithm for propositional satisfiability",1999,944,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032680865&doi=10.1109%2f12.769433&partnerID=40&md5=19c1a2eacba015f2b64a33eaad579528","National Science Foundation","Final"
"Blum A.L., Furst M.L.","Fast planning through planning graph analysis",1997,914,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031074857&doi=10.1016%2fs0004-3702%2896%2900047-1&partnerID=40&md5=d60e529c12f0bb1c4f63d318065ba40d","National Science Foundation

Alfred P. Sloan Foundation

Air Force Materiel Command

U.S. Air Force

Advanced Research Projects Agency","Final"
"Saxena A., Sun M., Ng A.Y.","Make3D: Learning 3D scene structure from a single still image",2009,910,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-64849095075&doi=10.1109%2fTPAMI.2008.132&partnerID=40&md5=e6885715c5547143ba2e3f8a7ed2688a","National Science Foundation

Office of Naval Research","Final"
"Ling H., Jacobs D.W.","Shape classification using the inner-distance",2007,895,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947256803&doi=10.1109%2fTPAMI.2007.41&partnerID=40&md5=5aa44c93922ee98870a78a6b17388792","National Science Foundation

United States-Israel Binational Science Foundation","Final"
"Sarkar S., Phillips P.J., Liu Z., Vega I.R., Grother P., Bowyer K.W.","The humanID gait challenge problem: Data sets, performance, and analysis",2005,874,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14544286039&doi=10.1109%2fTPAMI.2005.39&partnerID=40&md5=0f76e9defef6d5a627b393a0f37796ab","National Science Foundation

Office of Naval Research

Defense Advanced Research Projects Agency

University of San Francisco","Final"
"Cao Y.U., Fukunaga A.S., Kahng A.B.","Cooperative Mobile Robotics: Antecedents and Directions",1997,871,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030674885&doi=10.1023%2fA%3a1008855018923&partnerID=40&md5=3b736a1e0661f54cc838a0bf28035e06","National Science Foundation

University of California, Los Angeles","Final"
"Hua K., Zhang J., Wakana S., Jiang H., Li X., Reich D.S., Calabresi P.A., Pekar J.J., van Zijl P.C.M., Mori S.","Tract probability maps in stereotaxic spaces: Analyses of white matter anatomy and tract-specific quantification",2008,852,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-36048983778&doi=10.1016%2fj.neuroimage.2007.07.053&partnerID=40&md5=6e35f1b09f815c3aa0784eb5b169cb40","National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

National Center for Research Resources","Final"
"Chen Y., Nasrabadi N.M., Tran T.D.","Hyperspectral image classification using dictionary-based sparse representation",2011,847,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053571096&doi=10.1109%2fTGRS.2011.2129595&partnerID=40&md5=c84c9c65d5f3cc6020281f31223852ed","National Science Foundation

Army Research Office","Final"
"Adam B.-L., Qu Y., Davis J.W., Ward M.D., Clements M.A., Cazares L.H., Semmes O.J., Schellhammer P.F., Yasui Y., Feng Z., Wright G.L., Jr.","Serum protein fingerprinting coupled with a pattern-matching algorithm distinguishes prostate cancer from benign prostate hyperplasia and healthy men",2002,847,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036645099&partnerID=40&md5=e8f734e61fbdb191a0a91723294411f1","National Cancer Institute","Final"
"Dodis Y., Ostrovsky R., Reyzin L., Smith A.","Fuzzy extractors: How to generate strong keys from biometrics and other noisy data",2008,845,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52149117439&doi=10.1137%2f060651380&partnerID=40&md5=574a3e8804ba415355ec48f20097e87e","National Science Foundation","Final"
"Shehory O., Kraus S.","Methods for task allocation via agent coalition formation",1998,802,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032074719&doi=10.1016%2fs0004-3702%2898%2900045-9&partnerID=40&md5=16d0ffc1556e455a07d954051cba06d6","National Science Foundation","Final"
"Kermany D.S., Goldbaum M., Cai W., Valentim C.C.S., Liang H., Baxter S.L., McKeown A., Yang G., Wu X., Yan F., Dong J., Prasadha M.K., Pei J., Ting M., Zhu J., Li C., Hewett S., Dong J., Ziyar I., Shi A., Zhang R., Zheng L., Hou R., Shi W., Fu X., Duan Y., Huu V.A.N., Wen C., Zhang E.D., Zhang C.L., Li O., Wang X., Singer M.A., Sun X., Xu J., Tafreshi A., Lewis M.A., Xia H., Zhang K.","Identifying Medical Diagnoses and Treatable Diseases by Image-Based Deep Learning",2018,799,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042389905&doi=10.1016%2fj.cell.2018.02.010&partnerID=40&md5=e83d2ef0a11cfa54b6663a859ef708fe","National Natural Science Foundation of China

National Key Research and Development Program of China

Guangzhou Regenerative Medicine and Health Guangdong Laboratory","Final"
"Van Griethuysen J.J.M., Fedorov A., Parmar C., Hosny A., Aucoin N., Narayan V., Beets-Tan R.G.H., Fillion-Robin J.-C., Pieper S., Aerts H.J.W.L.","Computational radiomics system to decode the radiographic phenotype",2017,780,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035021353&doi=10.1158%2f0008-5472.CAN-17-0339&partnerID=40&md5=e2bbcfe2a2e6a8ec00b02cf00ef7f2fa","National Institutes of Health

National Cancer Institute","Final"
"Ben-David S., Blitzer J., Crammer K., Kulesza A., Pereira F., Vaughan J.W.","A theory of learning from different domains",2010,754,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897573740&doi=10.1007%2fs10994-009-5152-4&partnerID=40&md5=6d61e5e0904422eb0ff4783d0810aaee","National Science Foundation

Defense Advanced Research Projects Agency

University of Pennsylvania","Final"
"Carneiro G., Chan A.B., Moreno P.J., Vasconcelos N.","Supervised learning of semantic classes for image annotation and retrieval",2007,744,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847419773&doi=10.1109%2fTPAMI.2007.61&partnerID=40&md5=3d15f8dc86840734839efc8b84d41f05","National Science Foundation

Google

Natural Sciences and Engineering Research Council of Canada","Final"
"Le Pennec E., Mallat S.","Sparse geometric image representations with bandelets",2005,740,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17544369568&doi=10.1109%2fTIP.2005.843753&partnerID=40&md5=44cdd37bb94763a14826530c8aa86420","National Science Foundation","Final"
"Mangels A.R., Holden J.M., Beecher G.R., Forman M.R., Lanza E.","Carotenoid content of fruits and vegetables: An evaluation of analytic data",1993,704,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027523227&doi=10.1016%2f0002-8223%2893%2991553-3&partnerID=40&md5=c64626ddee9f1f9cb15c504978421498","National Cancer Institute","Final"
"Pershin Y.V., Di Ventra M.","Experimental demonstration of associative memory with memristive neural networks",2010,687,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955049562&doi=10.1016%2fj.neunet.2010.05.001&partnerID=40&md5=1d91e57607411cc17db687e528bb0c8b","National Science Foundation","Final"
"Vidal R., Ma Y., Sastry S.","Generalized principal component analysis (GPCA)",2005,683,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-30144438432&doi=10.1109%2fTPAMI.2005.244&partnerID=40&md5=cda31e43fa00133126cc80cac1b0c716","National Science Foundation

Defense Advanced Research Projects Agency","Final"
"Ye Q.-H., Qin L.-X., Forgues M., He P., Kim J.W., Peng A.C., Simon R., Li Y., Robles A.I., Chen Y., Ma Z.-C., Wu Z.-Q., Ye S.-L., Liu Y.-K., Tang Z.-Y., Wang X.W.","Predicting hepatitis B virus-positive metastatic hepatocellular carcinomas using gene expression profiling and supervised machine learning",2003,671,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037391756&doi=10.1038%2fnm843&partnerID=40&md5=855582a1ce11b201817caae5db73ccf5","National Cancer Institute

Ministry of Education of the People's Republic of China

Major State Basic Research Development Program of China","Final"
"Yang J., Honavar V.","Feature subset selection using genetic algorithm",1998,670,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032028297&doi=10.1109%2f5254.671091&partnerID=40&md5=4801dc69fdeb469eb4c702a37742cf71","National Science Foundation

John Deere Foundation","Final"
"Khan Z., Balch T., Dellaert F.","MCMC-based particle filtering for tracking a variable number of interacting targets",2005,664,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044451749&doi=10.1109%2fTPAMI.2005.223&partnerID=40&md5=e3f02c70e589efb0fccfd4a9c809e252","National Science Foundation","Final"
"Thrun S.","Learning metric-topological maps for indoor mobile robot navigation",1998,663,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031998630&doi=10.1016%2fS0004-3702%2897%2900078-7&partnerID=40&md5=0a4a2e359761b4c11114680e3a675fc1","National Science Foundation

Defense Advanced Research Projects Agency

Air Force Materiel Command

Advanced Research Projects Agency","Final"
"Clancey W.J.","Heuristic classification",1985,658,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022226575&doi=10.1016%2f0004-3702%2885%2990016-5&partnerID=40&md5=18a22ba49a02c66b553d92f8e440e98a","National Institutes of Health

Office of Naval Research","Final"
"Grosz B.J., Kraus S.","Collaborative plans for complex group action",1996,644,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030263767&doi=10.1016%2f0004-3702%2895%2900103-4&partnerID=40&md5=2688bacf28116c9d965c0a1564e094f6","National Science Foundation","Final"
"Walter G.G., Miao Y., Zhang J., Wayne Lee W.N.","Wavelet Neural Networks for Function Learning",1995,643,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029323369&doi=10.1109%2f78.388860&partnerID=40&md5=cf4c046efd4c461113c4e493283378f0","National Science Foundation","Final"
