Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Suzuki K., Li F., Sone S., Doi K.","Computer-aided diagnostic scheme for distinction between benign and malignant nodules in thoracic low-dose CT by use of massive training artificial neural network",2005,186,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144514408&doi=10.1109%2fTMI.2005.852048&partnerID=40&md5=45775ea2b5b78c988a7ab240f937d005","National Cancer Institute

U.S. Public Health Service","Final"
"Wu J., Chiclana F., Fujita H., Herrera-Viedma E.","A visual interaction consensus model for social network group decision making with trust propagation",2017,182,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011271331&doi=10.1016%2fj.knosys.2017.01.031&partnerID=40&md5=8c95a53a0e9fe292169472183a045935","National Natural Science Foundation of China

Natural Science Foundation of Zhejiang Province

European Regional Development Fund","Final"
"Conry S.E., Meyer R.A., Kuwabara K., Lesser V.R.","Multistage negotiation for distributed constraint satisfaction",1991,143,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026258186&doi=10.1109%2f21.135689&partnerID=40&md5=e02900461eda4887de296a34aa982096","National Science Foundation

U.S. Department of Defense

Office of Naval Research

Air Force Office of Scientific Research

Defense Advanced Research Projects Agency

Air Force Materiel Command

Naval Medical Research Unit and Molecular Bioeffects, Wright-Patterson Air Force Base

Center for Ecological Research, Kyoto University","Final"
"Romera M., Talatchian P., Tsunegi S., Abreu Araujo F., Cros V., Bortolotti P., Trastoy J., Yakushiji K., Fukushima A., Kubota H., Yuasa S., Ernoult M., Vodenicarevic D., Hirtzlin T., Locatelli N., Querlioz D., Grollier J.","Vowel recognition with four coupled spin-torque nano-oscillators",2018,127,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056119740&doi=10.1038%2fs41586-018-0632-y&partnerID=40&md5=83432190869c6289d010b2b5ab0a0c3d","Horizon 2020 Framework Programme

Agence Nationale de la Recherche","Final"
"Gou L., Luh P.B., Kyoya Y.","Holonic manufacturing scheduling: Architecture, cooperation mechanism, and implementation",1998,124,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032202838&doi=10.1016%2fS0166-3615%2898%2900100-6&partnerID=40&md5=ae6c5b52ea7f58f4731e7d28cebdf745","National Science Foundation

University of Connecticut

United Technologies Research Center","Final"
"Dou J., Yunus A.P., Tien Bui D., Merghadi A., Sahana M., Zhu Z., Chen C.-W., Khosravi K., Yang Y., Pham B.T.","Assessment of advanced random forest and decision tree algorithms for modeling rainfall-induced landslide susceptibility in the Izu-Oshima Volcanic Island, Japan",2019,123,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060476790&doi=10.1016%2fj.scitotenv.2019.01.221&partnerID=40&md5=38a323d65b53a180e90be6492ca9f123","National Natural Science Foundation of China","Final"
"He Z., Xie S., Zdunek R., Zhou G., Cichocki A.","Symmetric nonnegative matrix factorization: Algorithms and applications to probabilistic clustering",2011,114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83855161608&doi=10.1109%2fTNN.2011.2172457&partnerID=40&md5=8b430a6196cbc7b4b3d23feda2d8a431","National Natural Science Foundation of China

Natural Science Foundation of Guangdong Province","Final"
"Asada N., Doi K., MacMahon H., Montner S.M., Giger M.L., Abe C., Wu Y.","Potential usefulness of an artificial neural network for differential diagnosis of interstitial lung diseases: Pilot study",1990,114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025224132&doi=10.1148%2fradiology.177.3.2244001&partnerID=40&md5=2537fa29e9e73a93316404717766e06d","National Cancer Institute","Final"
"Liu H., Motoda H., Yu L.","A selective sampling approach to active feature selection",2004,113,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644347255&doi=10.1016%2fj.artint.2004.05.009&partnerID=40&md5=94ce8317a6f4dee2c5a58ff49d2395d2","National Science Foundation

Ministry of Education, Culture, Sports, Science and Technology","Final"
"Yu L., Yue W., Wang S., Lai K.K.","Support vector machine based multiagent ensemble learning for credit risk evaluation",2010,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749114830&doi=10.1016%2fj.eswa.2009.06.083&partnerID=40&md5=7d7615c019286587e49a2f1c1f8d7e64","National Natural Science Foundation of China

Chinese Academy of Sciences","Final"
"Celebi M.E., Iyatomi H., Stoecker W.V., Moss R.H., Rabinovitz H.S., Argenziano G., Soyer H.P.","Automatic detection of blue-white veil and related structures in dermoscopy images",2008,104,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649105845&doi=10.1016%2fj.compmedimag.2008.08.003&partnerID=40&md5=a7b47a30f2b26ddaaf9edb93c9252b9c","National Science Foundation

National Institutes of Health

National Cancer Institute

Small Business Innovation Research

Texas Workforce Commission","Final"
"Yabuuchi H., Niijima S., Takematsu H., Ida T., Hirokawa T., Hara T., Ogawa T., Minowa Y., Tsujimoto G., Okuno Y.","Analysis of multiple compound-protein interactions reveals novel bioactive molecules",2011,100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952345084&doi=10.1038%2fmsb.2011.5&partnerID=40&md5=5d5a491202b94f1ee104ee529e336108","National Science Foundation","Final"
"Nakanishi J., Schaal S.","Feedback error learning and nonlinear adaptive control",2004,100,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-8444251345&doi=10.1016%2fj.neunet.2004.05.003&partnerID=40&md5=2c47fac69c7d088431b669de6ec62ab7","National Science Foundation

National Aeronautics and Space Administration

Air Force Office of Scientific Research

Japan Science and Technology Agency","Final"
"Kuroki N., Wang P.P.","The lower and upper approximations in a fuzzy group",1996,97,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030127824&doi=10.1016%2f0020-0255%2895%2900282-0&partnerID=40&md5=9e999bd0f383e567e395c46ab8416ed1","National Science Foundation

Central Research Institute of Electric Power Industry","Final"
"Karanov B., Chagnon M., Thouin F., Eriksson T.A., Bulow H., Lavery D., Bayvel P., Schmalen L.","End-to-End Deep Learning of Optical Fiber Communications",2018,95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052575109&doi=10.1109%2fJLT.2018.2865109&partnerID=40&md5=21ea8eb8d6c3234c90c21b62815a3847","Horizon 2020 Framework Programme

Engineering and Physical Sciences Research Council","Final"
"Slavakis K., Theodoridis S., Yamada I.","Online kernel-based classification using adaptive projection algorithms",2008,94,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749118074&doi=10.1109%2fTSP.2008.917376&partnerID=40&md5=d986a82b171cd933c5f3544f30345036","European Social Fund","Final"
"Shaker N., Togelius J., Yannakakis G.N., Weber B., Shimizu T., Hashiyama T., Sorenson N., Pasquier P., Mawhorter P., Takahashi G., Smith G., Baumgarten R.","The 2010 mario ai championship: Level generation track",2011,93,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655183706&doi=10.1109%2fTCIAIG.2011.2166267&partnerID=40&md5=0181f75fc24dca03c78cd9c98f6045aa","Seventh Framework Programme

FP7 Information and Communication Technologies","Final"
"Xing J., Ai H., Liu L., Lao S.","Multiple player tracking in sports video: A dual-mode two-way Bayesian inference approach with progressive observation modeling",2011,92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957496620&doi=10.1109%2fTIP.2010.2102045&partnerID=40&md5=4d060a10a1839d0d2041a77294d43e0c","National Natural Science Foundation of China

National Basic Research Program of China (973 Program)","Final"
"Yousefi S., Narui H., Dayal S., Ermon S., Valaee S.","A Survey on Behavior Recognition Using WiFi Channel State Information",2017,91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036454840&doi=10.1109%2fMCOM.2017.1700082&partnerID=40&md5=cfe0e4c6b31a29e0fcfe3d8666e810cb","Fonds Québécois de la Recherche sur la Nature et les Technologies

Fonds Québécois de la Recherche sur la Nature et les Technologies

Fonds de recherche du Québec – Nature et technologies

National Science Foundation","Final"
"Wu M., Liu F., Shi P., He Y., Yokoyama R.","Exponential stability analysis for neural networks with time-varying delay",2008,89,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49049108880&doi=10.1109%2fTSMCB.2008.915652&partnerID=40&md5=f348cb99db9e64a74680eaf2e34c5238","National Natural Science Foundation of China

Program for New Century Excellent Talents in University","Final"
"Nakanishi J., Farrell J.A., Schaal S.","Composite adaptive control with locally weighted statistical learning",2005,77,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-11844255501&doi=10.1016%2fj.neunet.2004.08.009&partnerID=40&md5=98dd5aa3f766373357699289b13d35f5","National Science Foundation

National Aeronautics and Space Administration

Air Force Office of Scientific Research

Japan Science and Technology Agency

Exploratory Research for Advanced Technology","Final"
"Zhang J., Suda Y., Iwasa T.","Absolutely exponential stability of a class of neural networks with unbounded delay",2004,76,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642373914&doi=10.1016%2fj.neunet.2003.09.005&partnerID=40&md5=48b847ea6ad3f7f1f3852987050a3fbb","Japan Society for the Promotion of Science

National Natural Science Foundation of China","Final"
"Yang X., Li T., Fujita H., Liu D., Yao Y.","A unified model of sequential three-way decisions and multilevel incremental processing",2017,73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026476125&doi=10.1016%2fj.knosys.2017.07.031&partnerID=40&md5=23c35a783f6a495e61a92be2d7925381","National Natural Science Foundation of China

China Scholarship Council

Fundamental Research Funds for the Central Universities","Final"
"Tsuruoka Y., Mcnaught J., Tsujii J., Ananiadou S.","Learning string similarity measures for gene/protein name dictionary look-up using logistic regression",2007,71,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748966977&doi=10.1093%2fbioinformatics%2fbtm393&partnerID=40&md5=5e41c2ee072e019d62a8f1c57abe9129","Biotechnology and Biological Sciences Research Council

European Commission","Final"
"Ström P., Kartasalo K., Olsson H., Solorzano L., Delahunt B., Berney D.M., Bostwick D.G., Evans A.J., Grignon D.J., Humphrey P.A., Iczkowski K.A., Kench J.G., Kristiansen G., van der Kwast T.H., Leite K.R.M., McKenney J.K., Oxley J., Pan C.-C., Samaratunga H., Srigley J.R., Takahashi H., Tsuzuki T., Varma M., Zhou M., Lindberg J., Lindskog C., Ruusuvuori P., Wählby C., Grönberg H., Rantalainen M., Egevad L., Eklund M.","Artificial intelligence for diagnosis and grading of prostate cancer in biopsies: a population-based, diagnostic study",2020,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078407893&doi=10.1016%2fS1470-2045%2819%2930738-7&partnerID=40&md5=7ee50b37e21af7531fc161d869fd1807","KAUTE-Säätiö

EIT Health

European Research Council

Academy of Finland

Cancerfonden

Vetenskapsrådet

Tampereen Teknillinen Yliopisto

Tampereen Yliopisto

Emil Aaltosen Säätiö

Tekniikan Edistämissäätiö

Syöpäjärjestöt

Forskningsrådet om Hälsa, Arbetsliv och Välfärd

Orionin Tutkimussäätiö

Svenska Litteratursällskapet i Finland

Walter Ahlströmin Säätiö","Final"
"Nishi H., Tyagi M., Teng S., Shoemaker B.A., Hashimoto K., Alexov E., Wuchty S., Panchenko A.R.","Cancer Missense Mutations Alter Binding Properties of Proteins and Their Interaction Networks",2013,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879157943&doi=10.1371%2fjournal.pone.0066273&partnerID=40&md5=af0ef01aefc1b2ce01208ee112a683a8","National Institute of General Medical Sciences

U.S. National Library of Medicine

Japan Society for the Promotion of Science","Final"
"Moriyama T., Kanade T., Xiao J., Cohn J.F.","Meticulously detailed eye region model and its application to analysis of facial images",2006,65,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645157699&doi=10.1109%2fTPAMI.2006.98&partnerID=40&md5=c611c549a46297fea3fc6d775866b174","National Institute of Mental Health","Final"
"Rudovic O., Lee J., Dai M., Schuller B., Picard R.W.","Personalized machine learning for robot perception of affect and engagement in autism therapy",2018,64,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056568197&doi=10.1126%2fscirobotics.aao6760&partnerID=40&md5=a7f4d9f8c3ab0d4692deca8f634924e1","Horizon 2020 Framework Programme","Final"
"Schweighofer N., Shishida K., Han C.E., Okamoto Y., Tanaka S.C., Yamawaki S., Doya K.","Humans can adopt optimal discounting strategy under real-time constraints",2006,61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751392881&doi=10.1371%2fjournal.pcbi.0020152&partnerID=40&md5=7977ab8d62bb02eff4b0a4c1631a6ab3","National Science Foundation

National Center for Research Resources","Final"
"Tramontana G., Ichii K., Camps-Valls G., Tomelleri E., Papale D.","Uncertainty analysis of gross primary production upscaling using Random Forests, remote sensing and eddy covariance data",2015,56,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939552113&doi=10.1016%2fj.rse.2015.07.015&partnerID=40&md5=b0f3f0f4d2ae4c094d7e5bea86b77757","European Commission

Ministerio de Economía y Competitividad","Final"
"Porter J.F., Kingsland Iii L.C., Lindberg D.A.B., Shah I., Benge J.M., Hazelwood S.E., Kay D.R., Homma M., Akizuki M., Takano M., Sharp G.C.","The ai/rheum knowledge‐based computer consultant system in rheumatology. performance in the diagnosis of 59 connective tissue disease patients from japan",1988,53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023870476&doi=10.1002%2fart.1780310210&partnerID=40&md5=df572fa3e68a937abcd5f17c5ee7e7fa","National Institute of Arthritis and Musculoskeletal and Skin Diseases","Final"
"Karpenko O., Shi J., Dai Y.","Prediction of MHC class II binders using the ant colony search strategy",2005,52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144463821&doi=10.1016%2fj.artmed.2005.02.002&partnerID=40&md5=e910c59a72704e268fa55e2973316da1","National Science Foundation

U.S. Naval Research Laboratory","Final"
"Hu J., Li T., Wang H., Fujita H.","Hierarchical cluster ensemble model based on knowledge granulation",2016,49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949938402&doi=10.1016%2fj.knosys.2015.10.006&partnerID=40&md5=61061a7f04540fb317dfff861d675143","National Natural Science Foundation of China

China Academy of Engineering Physics

Fundamental Research Funds for the Central Universities","Final"
"Li Z., Xu Q., Sun Q., Hou Z., Yin W.-J.","Thermodynamic Stability Landscape of Halide Double Perovskites via High-Throughput Computing and Machine Learning",2019,48,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060257858&doi=10.1002%2fadfm.201807280&partnerID=40&md5=17a123606ff01cb2096f95168b2f1547","National Natural Science Foundation of China

Natural Science Foundation of Jiangsu Province

National Basic Research Program of China (973 Program)","Final"
"Wu M., Liu F., Shi P., He Y., Yokoyama R.","Improved free-weighting matrix approach for stability analysis of discrete-time recurrent neural networks with time-varying delay",2008,48,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-48849110858&doi=10.1109%2fTCSII.2008.921597&partnerID=40&md5=94437db941e82630cffd173b12cb28a1","National Natural Science Foundation of China

Program for New Century Excellent Talents in University

National Science Fund for Distinguished Young Scholars","Final"
"Wu Q., Ishikawa F., Zhu Q., Xia Y., Wen J.","Deadline-Constrained Cost Optimization Approaches for Workflow Scheduling in Clouds",2017,47,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028920922&doi=10.1109%2fTPDS.2017.2735400&partnerID=40&md5=604d9199922de1cfd8cc3ba9983fdd19","Japan Society for the Promotion of Science

National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"MacMahon H., Doi K., Chan H.-P., Giger M.L., Katsuragawa S., Nakamori N.","Computer-aided diagnosis in chest radiology",1990,46,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025171949&doi=10.1097%2f00005382-199001000-00011&partnerID=40&md5=e11c12845405f17a0fa0d8b97091ecdc","National Cancer Institute

U.S. Public Health Service","Final"
"Rivas A., Chamoso P., González-Briones A., Corchado J.M.","Detection of cattle using drones and convolutional neural networks",2018,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049227214&doi=10.3390%2fs18072048&partnerID=40&md5=d626bb729c556936949125e1502946a2","Consejería de Educación, Junta de Castilla y León

European Regional Development Fund","Final"
"Taylor T., Bedau M., Channon A., Ackley D., Banzhaf W., Beslon G., Dolson E., Froese T., Hickinbotham S., Ikegami T., McMullin B., Packard N., Rasmussen S., Virgo N., Agmon E., Clark E., McGregor S., Ofria C., Ropella G., Spector L., Stanley K.O., Stanton A., Timperley C., Vostinar A., Wiser M.","Open-Ended Evolution: Perspectives from the OEE Workshop in York",2016,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982273745&doi=10.1162%2fARTL_a_00210&partnerID=40&md5=7ee529bed04cfa26c9060ca7b8af6045","Seventh Framework Programme","Final"
"McCullough D.P., Gudla P.R., Harris B.S., Collins J.A., Meaburn K.J., Nakaya M.-A., Yamaguchi T.P., Misteli T., Lockett S.J.","Segmentation of whole cells and cell nuclei from 3-D optical microscope images using dynamic programming",2008,43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049176436&doi=10.1109%2fTMI.2007.913135&partnerID=40&md5=c370ef8dfe940115a2601d65e18e45eb","National Institutes of Health

National Cancer Institute","Final"
"Wang L., Liu Z.-P., Zhang X.-S., Chen L.","Prediction of hot spots in protein interfaces using a random forest model with hybrid features",2012,42,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863285682&doi=10.1093%2fprotein%2fgzr066&partnerID=40&md5=3f56cd99a943776cf7f24b9be406e989","Natural Science Foundation of Shanghai

National Natural Science Foundation of China

Chinese Academy of Sciences","Final"
"Chen Y., Yue X., Fujita H., Fu S.","Three-way decision support for diagnosis on focal liver lesions",2017,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018171752&doi=10.1016%2fj.knosys.2017.04.008&partnerID=40&md5=af8aa2b25c24c50c3dbf6ec32f77f9de","National Natural Science Foundation of China

Ministry of Science and Technology of the People's Republic of China

Fundamental Research Funds for the Central Universities","Final"
"Alvaro N., Conway M., Doan S., Lofi C., Overington J., Collier N.","Crowdsourcing Twitter annotations to identify first-hand experiences of prescription drug use",2015,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947918869&doi=10.1016%2fj.jbi.2015.11.004&partnerID=40&md5=d3c16bcad04be9f479a105db18c89daa","U.S. National Library of Medicine

Engineering and Physical Sciences Research Council

Ministry of Education, Culture, Sports, Science and Technology","Final"
"Li Y., Cichocki A., Amari S.-I.","Blind estimation of channel parameters and source components for EEG signals: A sparse factorization approach",2006,38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644977802&doi=10.1109%2fTNN.2005.863424&partnerID=40&md5=3973575d1f80443002e877d12e38d63a","National Natural Science Foundation of China

Program for New Century Excellent Talents in University","Final"
"Zou W., Shi P., Xiang Z., Shi Y.","Finite-Time Consensus of Second-Order Switched Nonlinear Multi-Agent Systems",2020,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084465819&doi=10.1109%2fTNNLS.2019.2920880&partnerID=40&md5=8704150523379b65e23b97fffc12f771","Australian Research Council

National Natural Science Foundation of China","Final"
"Li Y., Luo Q., Liu J., Guo H., Kato N.","TSP Security in Intelligent and Connected Vehicles: Challenges and Solutions",2019,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062150455&doi=10.1109%2fMWC.2019.1800289&partnerID=40&md5=c927de26403d2dac82ee3ff0b45e5698","National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Tokunaga K., Saitoh N., Goldberg I.G., Sakamoto C., Yasuda Y., Yoshida Y., Yamanaka S., Nakao M.","Computational image analysis of colony and nuclear morphology to evaluate human induced pluripotent stem cells",2014,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944448246&doi=10.1038%2fsrep06996&partnerID=40&md5=0a759c501429a86597ea4602eb87bf36","National Institute on Aging

Ministry of Education, Culture, Sports, Science and Technology

Japan Science and Technology Agency

Core Research for Evolutional Science and Technology","Final"
"Wu M., Chen X., Cao W., She J., Wang C.","An intelligent integrated optimization system for the proportioning of iron ore in a sintering process",2014,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890942405&doi=10.1016%2fj.jprocont.2013.11.012&partnerID=40&md5=3bee30b54a540b0af2d4a32a9e3e62e8","National Natural Science Foundation of China","Final"
"Wang H.-Q., Li J.-S., Zhang Y.-F., Suzuki M., Araki K.","Creating personalised clinical pathways by semantic interoperability with electronic health records",2013,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878109502&doi=10.1016%2fj.artmed.2013.02.005&partnerID=40&md5=3224883054ad43c262e8792db5f50568","National Natural Science Foundation of China

National Science and Technology Infrastructure Program","Final"
"Zhou X., Wang S., Chen H., Hara T., Yokoyama R., Kanematsu M., Fujita H.","Automatic localization of solid organs on 3D CT images by a collaborative majority voting decision based on ensemble learning",2012,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862776760&doi=10.1016%2fj.compmedimag.2011.12.004&partnerID=40&md5=f10798410117897ddc6b8b2f876aa272","National Science Foundation

Japan Society for the Promotion of Science

Ministry of Education, Culture, Sports, Science and Technology

Ministry of Health, Labour and Welfare","Final"
"Saigo H., Vert J.-P., Akutsu T.","Optimizing amino acid substitution matrices with a local alignment kernel",2006,30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746329568&doi=10.1186%2f1471-2105-7-246&partnerID=40&md5=0937d895dc1f9c2638308377e210bb1e","National Human Genome Research Institute","Final"
"Harmon S.A., Sanford T.H., Xu S., Turkbey E.B., Roth H., Xu Z., Yang D., Myronenko A., Anderson V., Amalou A., Blain M., Kassin M., Long D., Varble N., Walker S.M., Bagci U., Ierardi A.M., Stellato E., Plensich G.G., Franceschelli G., Girlando C., Irmici G., Labella D., Hammoud D., Malayeri A., Jones E., Summers R.M., Choyke P.L., Xu D., Flores M., Tamura K., Obinata H., Mori H., Patella F., Cariati M., Carrafiello G., An P., Wood B.J., Turkbey B.","Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets",2020,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089409297&doi=10.1038%2fs41467-020-17971-2&partnerID=40&md5=de73e8b253c9ffccd16a8f46004e22b4","National Institutes of Health

National Cancer Institute

Société Française de Radiologie","Final"
"Chen M., Wang T., Ota K., Dong M., Zhao M., Liu A.","Intelligent resource allocation management for vehicles network: An A3C learning approach",2020,29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077950265&doi=10.1016%2fj.comcom.2019.12.054&partnerID=40&md5=afc25da1f2ec3048b5623dab498f1df0","Japan Society for the Promotion of Science

Ministry of Education, Culture, Sports, Science and Technology

National Natural Science Foundation of China

KDDI Foundation","Final"
"Danziger S.A., Swamidass S.J., Zeng J., Dearth L.R., Lu Q., Chen J.H., Cheng J., Hoang V.P., Saigo H., Luo R., Baldi P., Brachmann R.K., Lathrop R.H.","Functional census of mutation sequence spaces: The example of p53 cancer rescue mutants",2006,27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646752804&doi=10.1109%2fTCBB.2006.22&partnerID=40&md5=50a00a9bafec043188eb5a1c41be83c3","National Science Foundation

National Institutes of Health

National Cancer Institute

U.S. National Library of Medicine","Final"
"Kasparick M., Cavalcante R.L.G., Valentin S., Stańczak S., Yukawa M.","Kernel-Based Adaptive Online Reconstruction of Coverage Maps With Side Information",2016,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979294060&doi=10.1109%2fTVT.2015.2453391&partnerID=40&md5=35f2b4d578d6dcea4c528c05e6a6af45","Alcatel-Lucent

Seventh Framework Programme

European Commission

KDDI Foundation","Final"
"Kasai S., Li F., Shiraishi J., Doi K.","Usefulness of computer-aided diagnosis schemes for vertebral fractures and lung nodules on chest radiographs",2008,26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-46849110821&doi=10.2214%2fAJR.07.3091&partnerID=40&md5=78a62818556ad1cd1023de762086cbe0","National Cancer Institute","Final"
