Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Rozinat, A., van der Aalst, W.M.P.","14016670200; 7007153024","Conformance checking of processes based on monitoring real behavior",2008,"Information Systems",33,"1",,64,95,,693,10.1016/j.is.2007.07.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35748949584&partnerID=40&md5=4bb73ed3844754f9283d66331aa09633",Article,Final,,Scopus,2-s2.0-35748949584
"Pruim, R.H.R., Mennes, M., van Rooij, D., Llera, A., Buitelaar, J.K., Beckmann, C.F.","56500734500; 8386198500; 36448615500; 39961821600; 26640178500; 35406065300","ICA-AROMA: A robust ICA-based strategy for removing motion artifacts from fMRI data",2015,"NeuroImage",112,"",,267,277,,484,10.1016/j.neuroimage.2015.02.064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84933042676&partnerID=40&md5=e9714960bc9c02b6f95bf09d958f48ad",Article,Final,,Scopus,2-s2.0-84933042676
"Munder, S., Gavrila, D.M.","6506609186; 7003299532","An experimental study on pedestrian classification",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence",28,"11",,1863,1868,,466,10.1109/TPAMI.2006.217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846581659&partnerID=40&md5=a72ca719eee87c3dbac275baed4437c9",Article,Final,,Scopus,2-s2.0-33846581659
"Prakken, H.","6602178876","An abstract framework for argumentation with structured arguments",2010,"Argument and Computation",1,"2",,93,124,,441,10.1080/19462160903564592,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78049417080&partnerID=40&md5=21de57de8fcfc72b86de6fa513c222dc",Article,Final,Open Access,Scopus,2-s2.0-78049417080
"Sluimer, I., Schilham, A., Prokop, M., Van Ginneken, B.","6506282691; 6507494847; 55523334800; 55759608800","Computer analysis of computed tomography scans of the lung: A survey",2006,"IEEE Transactions on Medical Imaging",25,"4",,385,405,,419,10.1109/TMI.2005.862753,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645683455&partnerID=40&md5=a4d9e797c25959d2900c26cced69189f",Article,Final,,Scopus,2-s2.0-33645683455
"Niemeijer, M., Van Ginneken, B., Staal, J., Suttorp-Schulten, M.S.A., Abràmoff, M.D.","57205785926; 55759608800; 6701822939; 6603900649; 6602158360","Automatic detection of red lesions in digital color fundus photographs",2005,"IEEE Transactions on Medical Imaging",24,"5",,584,592,,407,10.1109/TMI.2005.843738,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18844459424&partnerID=40&md5=44202278ef1d761fca4711b938f52ec3",Article,Final,,Scopus,2-s2.0-18844459424
"de Oliveira, T., Deforche, K., Cassol, S., Salminen, M., Paraskevis, D., Seebregts, C., Snoeck, J., van Rensburg, E.J., Wensing, A.M.J., van de Vijver, D.A., Boucher, C.A., Camacho, R., Vandamme, A.-M.","8897715800; 8835604400; 8111596100; 7006113679; 6603346862; 23475312100; 7005983924; 57210840728; 6508292380; 56898780500; 47160966300; 57220486186; 35380737400","An automated genotyping system for analysis of HIV-1 and other microbial sequences",2005,"Bioinformatics",21,"19",,3797,3800,,404,10.1093/bioinformatics/bti607,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27544496497&partnerID=40&md5=676a98fe7a5353af96e23ffdda6c653c",Article,Final,Open Access,Scopus,2-s2.0-27544496497
"Kooi, T., Litjens, G., van Ginneken, B., Gubern-Mérida, A., Sánchez, C.I., Mann, R., den Heeten, A., Karssemeijer, N.","41261813100; 36622356600; 55759608800; 42261661300; 8543425100; 23397838900; 6506696213; 24332021400","Large scale deep learning for computer aided detection of mammographic lesions",2017,"Medical Image Analysis",35,"",,303,312,,403,10.1016/j.media.2016.07.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84980350859&partnerID=40&md5=806cf875d4c46b95095f8c7e785a74a5",Article,Final,,Scopus,2-s2.0-84980350859
"Azzopardi, G., Strisciuglio, N., Vento, M., Petkov, N.","36447486500; 55973353300; 7006461499; 7003864257","Trainable COSFIRE filters for vessel delineation with application to retinal images",2015,"Medical Image Analysis",19,"1",,46,57,,395,10.1016/j.media.2014.08.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908032530&partnerID=40&md5=78c38ce994f0e26ddd6ac55edb2c6a7d",Article,Final,,Scopus,2-s2.0-84908032530
"van Laarhoven, T., Nabuurs, S.B., Marchiori, E.","53878979600; 6507319226; 57203071531","Gaussian interaction profile kernels for predicting drug-target interaction",2011,"Bioinformatics",27,"21", btr500,3036,3043,,390,10.1093/bioinformatics/btr500,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80054881553&partnerID=40&md5=a2195afe1ae9c0401d4b927b37448a76",Article,Final,Open Access,Scopus,2-s2.0-80054881553
"Pantic, M., Patras, I.","56259551600; 6603429806","Dynamics of facial expression: Recognition of facial actions and their temporal segments from face profile image sequences",2006,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",36,"2",,433,449,,389,10.1109/TSMCB.2005.859075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645009609&partnerID=40&md5=66e89612d2da728f27854fa8aec2e831",Article,Final,,Scopus,2-s2.0-33645009609
"Decker, S., Melnik, S., Van Harmelen, F., Fensel, D., Klein, M., Broekstra, J., Erdmann, M., Horrocks, I.","8846837500; 57207509651; 7004322609; 56206793500; 55693492300; 6506844569; 57207901362; 20734105100","Semantic Web: The roles of XML and RDF",2000,"IEEE Internet Computing",4,"5",,63,74,,383,10.1109/4236.877487,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0034273774&partnerID=40&md5=1155f7135fde09bc329604e939a2d696",Article,Final,,Scopus,2-s2.0-0034273774
"De Martino, F., Valente, G., Staeren, N., Ashburner, J., Goebel, R., Formisano, E.","24314996900; 24315191200; 17136405300; 7004536701; 7102516398; 6701857315","Combining multivariate voxel selection and support vector machines for mapping and classification of fMRI spatial patterns",2008,"NeuroImage",43,"1",,44,58,,382,10.1016/j.neuroimage.2008.06.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-52049116700&partnerID=40&md5=472e68f18c3b8457ad0615ebd3aa495e",Article,Final,,Scopus,2-s2.0-52049116700
"Kamstra, L., Heijmans, H.J.A.M.","6602917160; 7006032967","Reversible data embedding into images using wavelet techniques and sorting",2005,"IEEE Transactions on Image Processing",14,"12",,2082,2090,,379,10.1109/TIP.2005.859373,"https://www.scopus.com/inward/record.url?eid=2-s2.0-28844486742&partnerID=40&md5=220faeca87964273241812d276f6243f",Article,Final,,Scopus,2-s2.0-28844486742
"Röttig, M., Medema, M.H., Blin, K., Weber, T., Rausch, C., Kohlbacher, O.","23490058700; 35115339800; 54789397100; 9740106000; 9740431700; 6602349901","NRPSpredictor2 - A web server for predicting NRPS adenylation domain specificity",2011,"Nucleic Acids Research",39,"SUPPL. 2",,W362,W367,,376,10.1093/nar/gkr323,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79959936207&partnerID=40&md5=0be63a67f9cbec209a3563a8dba6fe1b",Article,Final,Open Access,Scopus,2-s2.0-79959936207
"Knijnenburg, B.P., Willemsen, M.C., Gantner, Z., Soncu, H., Newell, C.","35225065100; 7004296745; 26648717300; 55062052900; 7006641193","Explaining the user experience of recommender systems",2012,"User Modeling and User-Adapted Interaction",22,"4-5",,441,504,,371,10.1007/s11257-011-9118-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866024894&partnerID=40&md5=9a1c137cdbc59f2f575cbcccc0378eb9",Article,Final,Open Access,Scopus,2-s2.0-84866024894
"Bulacu, M., Schomaker, L.","6506520825; 19640514000","Text-independent writer identification and verification using textural and allographic features",2007,"IEEE Transactions on Pattern Analysis and Machine Intelligence",29,"4",,701,717,,341,10.1109/TPAMI.2007.1009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33947518115&partnerID=40&md5=adc0b3123fa4514df10e17f22443648f",Article,Final,,Scopus,2-s2.0-33947518115
"Caminada, M., Amgoud, L.","6507584028; 6603218257","On the evaluation of argumentation formalisms",2007,"Artificial Intelligence",171,"5-6",,286,310,,327,10.1016/j.artint.2007.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147136754&partnerID=40&md5=45ca2e68a33c118250e492a489640d1a",Article,Final,Open Access,Scopus,2-s2.0-34147136754
"Pantic, M., Rothkrantz, L.J.M.","56259551600; 35618432700","Facial action recognition for facial expression analysis from static face images",2004,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",34,"3",,1449,1461,,286,10.1109/TSMCB.2004.825931,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2942612281&partnerID=40&md5=abbd02e54e68e14bbc2a6eff283f3121",Article,Final,,Scopus,2-s2.0-2942612281
"Niemeijer, M., Van Ginneken, B., Russell, S.R., Suttorp-Schulten, M.S.A., Abràmoff, M.D.","57205785926; 55759608800; 7401538208; 6603900649; 6602158360","Automated detection and differentiation of drusen, exudates, and cotton-wool spots in digital color fundus photographs for diabetic retinopathy diagnosis",2007,"Investigative Ophthalmology and Visual Science",48,"5",,2260,2267,,282,10.1167/iovs.06-0996,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34250191083&partnerID=40&md5=4ca2057e8e017454f5f2c53f59e197c3",Article,Final,Open Access,Scopus,2-s2.0-34250191083
"Schouten, K., Frasincar, F.","36176339700; 55885142300","Survey on Aspect-Level Sentiment Analysis",2016,"IEEE Transactions on Knowledge and Data Engineering",28,"3", 7286808,813,830,,279,10.1109/TKDE.2015.2485209,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962437268&partnerID=40&md5=757a6959fbf0a1b7ca0779889fbb6cf7",Article,Final,,Scopus,2-s2.0-84962437268
"Schreiber, G., Wielinaa, B., de Hoog, R.","7202599814; 56904989100; 6701774366","CommonKADS: A Comprehensive Methodology for KBS Development",1994,"IEEE Expert-Intelligent Systems and their Applications",9,"6",,28,37,,279,10.1109/64.363263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028740397&partnerID=40&md5=99794bc97d411ef15ff942fd1a941d35",Article,Final,,Scopus,2-s2.0-0028740397
"Erden, M.S., Komoto, H., Van Beek, T.J., D'Amelio, V., Echavarria, E., Tomiyama, T.","8223996600; 23977855900; 23978826900; 19640127500; 23977650600; 7103034687","A review of function modeling: Approaches and applications",2008,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",22,"2",,147,169,,270,10.1017/S0890060408000103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40849145518&partnerID=40&md5=21b906fe3cb0890cea079d0dd338ae0f",Article,Final,,Scopus,2-s2.0-40849145518
"Waltman, L., Van Eck, N.J.","14632830700; 14632651000","A new methodology for constructing a publication-level classification system of science",2012,"Journal of the American Society for Information Science and Technology",63,"12",,2378,2392,,254,10.1002/asi.22748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870498391&partnerID=40&md5=ba66d36a90eb7593edb423b9e239ca9f",Article,Final,,Scopus,2-s2.0-84870498391
"Veenman, C.J., Reinders, M.J.T., Backer, E.","6604025124; 7006221053; 7003410161","Resolving motion correspondence for densely moving points",2001,"IEEE Transactions on Pattern Analysis and Machine Intelligence",23,"1",,54,72,,250,10.1109/34.899946,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035116552&partnerID=40&md5=28e2b4378f768f47237dd93b1e470ddd",Article,Final,,Scopus,2-s2.0-0035116552
"Loog, M., Duin, R.P.W.","10245027700; 7005182525","Linear dimensionality reduction via a heteroscedastic extension of LDA: The Chernoff criterion",2004,"IEEE Transactions on Pattern Analysis and Machine Intelligence",26,"6",,732,739,,243,10.1109/TPAMI.2004.13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042673775&partnerID=40&md5=500846db5d4b7acd37c8ac8a90006934",Article,Final,,Scopus,2-s2.0-3042673775
"Mocanu, E., Nguyen, P.H., Gibescu, M., Kling, W.L.","23005384000; 57193913951; 22834212900; 9839080500","Deep learning for estimating building energy consumption",2016,"Sustainable Energy, Grids and Networks",6,"",,91,99,,242,10.1016/j.segan.2016.02.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962199062&partnerID=40&md5=fabc62ae1b80825055947624a5c8c251",Article,Final,,Scopus,2-s2.0-84962199062
"Van De Weijer, J., Gevers, T., Bagdanov, A.D.","8725731800; 7003472472; 16038484100","Boosting color saliency in image feature detection",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence",28,"1",,150,156,,241,10.1109/TPAMI.2006.3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33644829971&partnerID=40&md5=bdfaefaad7d93931e36c9a66cae346f6",Article,Final,,Scopus,2-s2.0-33644829971
"Akehurst, G.","24072884000","User generated content: The use of blogs for tourism organisations and tourism consumers",2009,"Service Business",3,"1",,51,61,,233,10.1007/s11628-008-0054-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67349213551&partnerID=40&md5=c6045fae84b5fe265275539170bccf3e",Article,Final,Open Access,Scopus,2-s2.0-67349213551
"Vinyals, O., Babuschkin, I., Czarnecki, W.M., Mathieu, M., Dudzik, A., Chung, J., Choi, D.H., Powell, R., Ewalds, T., Georgiev, P., Oh, J., Horgan, D., Kroiss, M., Danihelka, I., Huang, A., Sifre, L., Cai, T., Agapiou, J.P., Jaderberg, M., Vezhnevets, A.S., Leblond, R., Pohlen, T., Dalibard, V., Budden, D., Sulsky, Y., Molloy, J., Paine, T.L., Gulcehre, C., Wang, Z., Pfaff, T., Wu, Y., Ring, R., Yogatama, D., Wünsch, D., McKinney, K., Smith, O., Schaul, T., Lillicrap, T., Kavukcuoglu, K., Hassabis, D., Apps, C., Silver, D.","24342311100; 57191280383; 55217611900; 55049376400; 57211634361; 57189095907; 57211645089; 57211641360; 57211636821; 57211643676; 57189092217; 57189359414; 57211634983; 56461353100; 57188927052; 55924253100; 57211644520; 25824549100; 56335701700; 57211825765; 57220238181; 57190136299; 56905468400; 57219632704; 57211636265; 57211642203; 57210642535; 56006846900; 55588083600; 57208443527; 57193409950; 57211645232; 51666300300; 57211642352; 57211643904; 57211637316; 25640175100; 6503977179; 25646533000; 15839738700; 57211645935; 7202151417","Grandmaster level in StarCraft II using multi-agent reinforcement learning",2019,"Nature",575,"7782",,350,354,,224,10.1038/s41586-019-1724-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074707314&partnerID=40&md5=1e6462591b9c6f30b9c0f161b4bb71f6",Article,Final,,Scopus,2-s2.0-85074707314
"van Baardwijk, A., Bosmans, G., Boersma, L., Buijsen, J., Wanders, S., Hochstenbag, M., van Suylen, R.-J., Dekker, A., Dehing-Oberije, C., Houben, R., Bentzen, S.M., van Kroonenburgh, M., Lambin, P., De Ruysscher, D.","8510750900; 14627221000; 7004921278; 14827908800; 8510749600; 6602379149; 7004379505; 8876190500; 14058113400; 16319037200; 35754239300; 7004024896; 35242663400; 6603696049","PET-CT-Based Auto-Contouring in Non-Small-Cell Lung Cancer Correlates With Pathology and Reduces Interobserver Variability in the Delineation of the Primary Tumor and Involved Nodal Volumes",2007,"International Journal of Radiation Oncology Biology Physics",68,"3",,771,778,,224,10.1016/j.ijrobp.2006.12.067,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249275726&partnerID=40&md5=c894f8ac4c4fdf4366f397a7153a1bd6",Article,Final,,Scopus,2-s2.0-34249275726
"Murphy, K., van Ginneken, B., Schilham, A.M.R., de Hoop, B.J., Gietema, H.A., Prokop, M.","24332601100; 55759608800; 6507494847; 24343372000; 14064819500; 55523334800","A large-scale evaluation of automatic pulmonary nodule detection in chest CT using local image features and k-nearest-neighbour classification",2009,"Medical Image Analysis",13,"5",,757,770,,220,10.1016/j.media.2009.07.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68849111865&partnerID=40&md5=2220bf3d42874a53d3da1071f3e9b972",Article,Final,,Scopus,2-s2.0-68849111865
"Van Setten, M., Pokraev, S., Koolwaaij, J.","6602235046; 6507405820; 6506184766","Context-aware recommendations in the mobile tourist application COMPASS",2004,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",3137,"",,235,244,,216,10.1007/978-3-540-27780-4_27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35048900270&partnerID=40&md5=6f003b043c8cf6b01fa4b3e04c08d42a",Article,Final,,Scopus,2-s2.0-35048900270
"Vreeswijk, G.A.W.","6508299999","Abstract argumentation systems",1997,"Artificial Intelligence",90,"1-2",,225,279,,216,10.1016/s0004-3702(96)00041-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031074495&partnerID=40&md5=cd82eb5f66059ba846af468dbdf9b377",Article,Final,Open Access,Scopus,2-s2.0-0031074495
"Valstar, M.F., Pantic, M.","16246630100; 56259551600","Fully automatic recognition of the temporal phases of facial actions",2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",42,"1", 6020812,28,43,,215,10.1109/TSMCB.2011.2163710,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84856294719&partnerID=40&md5=1d622ce51cccb8fd75f08d47fb28f368",Article,Final,,Scopus,2-s2.0-84856294719
"Lin, K., Simossis, V.A., Taylor, W.R., Heringa, J.","55466893100; 6506288810; 7402890169; 55864715000","A simple and fast secondary structure prediction method using hidden neural networks",2005,"Bioinformatics",21,"2",,152,159,,212,10.1093/bioinformatics/bth487,"https://www.scopus.com/inward/record.url?eid=2-s2.0-13444266488&partnerID=40&md5=83d6ce12a5080f6fa27bdaf2da336b4d",Article,Final,Open Access,Scopus,2-s2.0-13444266488
"Glasius, R., Komoda, A., Gielen, S.C.A.M.","6507589391; 6602491466; 7005725392","Neural Network Dynamics for Path Planning and Obstacle Avoidance",1995,"Neural Networks",8,"1",,125,133,,211,10.1016/0893-6080(94)E0045-M,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0029024671&partnerID=40&md5=667430af809033f8b2f996006e046c78",Article,Final,,Scopus,2-s2.0-0029024671
"Gerven, M.V., Farquhar, J., Schaefer, R., Vlek, R., Geuze, J., Nijholt, A., Ramsey, N., Haselager, P., Vuurpijl, L., Gielen, S., Desain, P.","35274760600; 35117543700; 23974678700; 27267919400; 36881728500; 6701596614; 7004576177; 24448040000; 7801526387; 7005725392; 6602472257","The brain-computer interface cycle",2009,"Journal of Neural Engineering",6,"4", 041001,,,,209,10.1088/1741-2560/6/4/041001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349771057&partnerID=40&md5=bff4f762c72fccfe7fe4cc91a54b3c30",Article,Final,,Scopus,2-s2.0-70349771057
"Prakken, H., Sartor, G.","6602178876; 56265404000","A dialectical model of assessing conflicting arguments in legal reasoning",1996,"Artificial Intelligence and Law",4,"3-4",,331,368,,207,10.1007/BF00118496,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030234961&partnerID=40&md5=2363066276625c01c7a8239b9f28dd27",Article,Final,,Scopus,2-s2.0-0030234961
"Chesñevar, C., Mcginnis, J., Modgil, S., Rahwan, I., Reed, C., Simari, G., South, M., Vreeswijk, G., Willmott, S.","6507306290; 8980736200; 55886567200; 23009881000; 7402210486; 6507037875; 25646985400; 6508299999; 23092508600","Towards an argument interchange format",2006,"Knowledge Engineering Review",21,"4",,293,316,,204,10.1017/S0269888906001044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33845313932&partnerID=40&md5=6b7bbaf1d59c0c0fbf008b09ec7d83cf",Article,Final,,Scopus,2-s2.0-33845313932
"Zivkovic, Z., Van der Heijden, F.","7006208134; 7003468655","Recursive unsupervised learning of finite mixture models",2004,"IEEE Transactions on Pattern Analysis and Machine Intelligence",26,"5",,651,656,,202,10.1109/TPAMI.2004.1273970,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042585857&partnerID=40&md5=39802619de6fdf62647b0bff09d3edfd",Article,Final,,Scopus,2-s2.0-3042585857
"Prakken, H.","6602178876","Formal systems for persuasion dialogue",2006,"Knowledge Engineering Review",21,"2",,163,188,,201,10.1017/S0269888906000865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33747617110&partnerID=40&md5=dca913a7fcd7ad20f093cf228d2fecc2",Article,Final,,Scopus,2-s2.0-33747617110
"Sambridge, M., Drijkoningen, G.","7004352305; 6603382734","Genetic algorithms in seismic waveform inversion",1992,"Geophysical Journal International",109,"2",,323,342,,200,10.1111/j.1365-246X.1992.tb00100.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0026470087&partnerID=40&md5=17e607f7c6439a4ba1abae30b53ed90a",Article,Final,Open Access,Scopus,2-s2.0-0026470087
"Ruttenberg, A., Clark, T., Bug, W., Samwald, M., Bodenreider, O., Chen, H., Doherty, D., Forsberg, K., Gao, Y., Kashyap, V., Kinoshita, J., Luciano, J., Marshall, S.M., Ogbuji, C., Rees, J., Stephens, S., Wong, G.T., Wu, E., Zaccagnini, D., Hongsermeier, T., Neumann, E., Herman, I., Cheung, K.-H.","6602553577; 36602278600; 6507114162; 55876919000; 6603893164; 56542351900; 16424723800; 7004140696; 55731319600; 13404978100; 7101954215; 6701714298; 23012643200; 24367017100; 7402322064; 55192410700; 36603604300; 14038333700; 6507252022; 13404693000; 7202005838; 7103126257; 7402406608","Advancing translational research with the Semantic Web",2007,"BMC Bioinformatics",8,"SUPPL. 3", S2,,,,199,10.1186/1471-2105-8-S3-S2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249860439&partnerID=40&md5=05815bc51cb18e4b335ef2880b3a5d9b",Article,Final,Open Access,Scopus,2-s2.0-34249860439
