Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Starck, J.-L., Elad, M., Donoho, D.L.","7005106453; 7003845289; 7006144847","Image decomposition via the combination of sparse representations and a variational approach",2005,"IEEE Transactions on Image Processing",14,"10",,1570,1582,,735,10.1109/TIP.2005.852206,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27744574209&partnerID=40&md5=60c3f376ff766216af33a4cc4bdd2156",Article,Final,,Scopus,2-s2.0-27744574209
"Chan, R.H., Ho, C.-W., Nikolova, M.","7403110910; 9250215800; 7102804796","Salt-and-pepper noise removal by median-type noise detectors and detail-preserving regularization",2005,"IEEE Transactions on Image Processing",14,"10",,1479,1485,,734,10.1109/TIP.2005.852196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27744554422&partnerID=40&md5=1e52a5302ffe29ca3817288c6f3ff595",Article,Final,,Scopus,2-s2.0-27744554422
"Lesage, D., Angelini, E.D., Bloch, I., Funka-Lea, G.","55569768100; 56878282500; 7006719501; 6508202386","A review of 3D vessel lumen segmentation techniques: Models, features and extraction schemes",2009,"Medical Image Analysis",13,"6",,819,845,,677,10.1016/j.media.2009.07.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350345530&partnerID=40&md5=e4550b24552c33443024fa925f756698",Article,Final,,Scopus,2-s2.0-70350345530
"Lopes, R., Betrouni, N.","16550126200; 8684908200","Fractal and multifractal analysis: A review",2009,"Medical Image Analysis",13,"4",,634,649,,611,10.1016/j.media.2009.05.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70149091472&partnerID=40&md5=2feeb03b5d4a2c1c83e236795f492fd1",Article,Final,,Scopus,2-s2.0-70149091472
"Miche, Y., Sorjamaa, A., Bas, P., Simula, O., Jutten, C., Lendasse, A.","15063034600; 8875442800; 56273865800; 6701408539; 55138338400; 6602644355","OP-ELM: Optimally pruned extreme learning machine",2010,"IEEE Transactions on Neural Networks",21,"1", 5350449,158,162,,606,10.1109/TNN.2009.2036259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73949154686&partnerID=40&md5=30aa05fb10f952189e80a8a629c6f46d",Article,Final,,Scopus,2-s2.0-73949154686
"Ségonne, F., Pacheco, J., Fischl, B.","6602273803; 16176229200; 7003369437","Geometrically accurate topology-correction of cortical surfaces using nonseparating loops",2007,"IEEE Transactions on Medical Imaging",26,"4",,518,529,,592,10.1109/TMI.2006.887364,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34047139895&partnerID=40&md5=936b42a34d26d31f62991a4ba7e1e932",Article,Final,,Scopus,2-s2.0-34047139895
"Dubois, D., Prade, H.","55936783300; 7006433595","Fuzzy sets in approximate reasoning, Part 1: Inference with possibility distributions",1991,"Fuzzy Sets and Systems",40,"1",,143,202,,589,10.1016/0165-0114(91)90050-Z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44949277903&partnerID=40&md5=7496205bc21dbd2693ddffca001e1a0e",Article,Final,,Scopus,2-s2.0-44949277903
"Nock, R., Nielsen, F.","6701497179; 55167047900","Statistical region merging",2004,"IEEE Transactions on Pattern Analysis and Machine Intelligence",26,"11",,1452,1458,,565,10.1109/TPAMI.2004.110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-12844259686&partnerID=40&md5=4a501e7948da361db9af874c20706216",Article,Final,,Scopus,2-s2.0-12844259686
"Agarwal, A., Triggs, B.","57203084389; 55900897900","Recovering 3D human pose from monocular images",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence",28,"1",,44,58,,548,10.1109/TPAMI.2006.21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33644830736&partnerID=40&md5=99283837f76b466fbd628923930a7574",Article,Final,,Scopus,2-s2.0-33644830736
"Le Meur, O., Le Callet, P., Barba, D., Thoreau, D.","8611330900; 57200770358; 56186939600; 6602652964","A coherent computational approach to model bottom-up visual attention",2006,"IEEE Transactions on Pattern Analysis and Machine Intelligence",28,"5",,802,817,,493,10.1109/TPAMI.2006.86,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645236179&partnerID=40&md5=191a8a92674b8b3675ce068c378c56f2",Article,Final,,Scopus,2-s2.0-33645236179
"Dubois, D., Prade, H.","55936783300; 7006433595","Representation and combination of uncertainty with belief functions and possibility measures",1988,"Computational Intelligence",4,"3",,244,264,,488,10.1111/j.1467-8640.1988.tb00279.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990553605&partnerID=40&md5=2fcd78acc5dc5a2575304263009c7cdb",Article,Final,,Scopus,2-s2.0-84990553605
"Bonnefon, J.-F., Shariff, A., Rahwan, I.","6506569044; 20436715000; 23009881000","The social dilemma of autonomous vehicles",2016,"Science",352,"6293",,1573,1576,,487,10.1126/science.aaf2654,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976320981&partnerID=40&md5=27c7886864d47f843246d91c8bc015a6",Article,Final,,Scopus,2-s2.0-84976320981
"Lemaître, G., Nogueira, F., Aridas, C.K.","57201562636; 57193751320; 57188727398","Imbalanced-learn: A python toolbox to tackle the curse of imbalanced datasets in machine learning",2017,"Journal of Machine Learning Research",18,"",,1,5,,477,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016274615&partnerID=40&md5=dd32549cc0b9c2cd01c342fff0468b7b",Article,Final,,Scopus,2-s2.0-85016274615
"Tschumperlé, D., Deriche, R.","6602416495; 7003952036","Vector-valued image regularization with PDEs: A common framework for different applications",2005,"IEEE Transactions on Pattern Analysis and Machine Intelligence",27,"4",,506,517,,474,10.1109/TPAMI.2005.87,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17144426986&partnerID=40&md5=6b9ab7d8c33c4a8213b4c53894966e37",Article,Final,,Scopus,2-s2.0-17144426986
"Duncan, J.S., Ayache, N.","57203363835; 7006015230","Medical image analysis: Progress over two decades and the challenges ahead",2000,"IEEE Transactions on Pattern Analysis and Machine Intelligence",22,"1",,85,106,,471,10.1109/34.824822,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033640668&partnerID=40&md5=71fc5e912528658ecc6b722cf88ce1ab",Article,Final,,Scopus,2-s2.0-0033640668
"Bengio, Y., Grandvalet, Y.","7003958245; 6603640734","No unbiased estimator of the variance of K-fold cross-validation",2004,"Journal of Machine Learning Research",5,"",,1089,1105,,457,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925604888&partnerID=40&md5=d659892168c1f23a5b9596219e9a3e51",Article,Final,,Scopus,2-s2.0-84925604888
"Bach, F.R.","7202286449","Consistency of the group lasso and multiple kernel learning",2008,"Journal of Machine Learning Research",9,"",,1179,1225,,436,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-46249088758&partnerID=40&md5=9805e400130847c42607eae16da48eac",Article,Final,,Scopus,2-s2.0-46249088758
"Ferrari, V., Fevrier, L., Jurie, F., Schmid, C.","56398614700; 23011616500; 6603745787; 7201732776","Groups of adjacent contour segments for object detection",2008,"IEEE Transactions on Pattern Analysis and Machine Intelligence",30,"1",,36,51,,419,10.1109/TPAMI.2007.1144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36448974509&partnerID=40&md5=224a2bd7e2a0798085e242d76638a19b",Article,Final,,Scopus,2-s2.0-36448974509
"Garcia, C., Delakis, M.","7401485873; 16641930300","Convolutional face finder: A neural architecture for fast and robust face detection",2004,"IEEE Transactions on Pattern Analysis and Machine Intelligence",26,"11",,1408,1423,,416,10.1109/TPAMI.2004.97,"https://www.scopus.com/inward/record.url?eid=2-s2.0-12844263684&partnerID=40&md5=6451c310de1d707f3dc5ed0aacc70536",Article,Final,,Scopus,2-s2.0-12844263684
"Monmasson, E., Idkhajine, L., Cirstea, M.N., Bahri, I., Tisan, A., Naouar, M.W.","23025748400; 24721272900; 7005778162; 24437644200; 24342479500; 15220023500","FPGAs in industrial control applications",2011,"IEEE Transactions on Industrial Informatics",7,"2", 5739129,224,243,,399,10.1109/TII.2011.2123908,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955847141&partnerID=40&md5=53ba13a7775e58c415ca53a0455d48ef",Article,Final,,Scopus,2-s2.0-79955847141
"Chen, M., Mozaffari, M., Saad, W., Yin, C., Debbah, M., Hong, C.S.","57113807700; 57189034814; 57203259001; 7201995655; 35588784300; 56623778200","Caching in the Sky: Proactive Deployment of Cache-Enabled Unmanned Aerial Vehicles for Optimized Quality-of-Experience",2017,"IEEE Journal on Selected Areas in Communications",35,"5", 7875131,1046,1061,,394,10.1109/JSAC.2017.2680898,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019756493&partnerID=40&md5=d7fb66dbe7475b812e158637a14696a2",Article,Final,Open Access,Scopus,2-s2.0-85019756493
"Cully, A., Clune, J., Tarapore, D., Mouret, J.-B.","55826994600; 23388416900; 11641452900; 23019477600","Robots that can adapt like animals",2015,"Nature",521,"7553",,503,507,,359,10.1038/nature14422,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930637712&partnerID=40&md5=f92d4a9cc7b4bb0055e916faac46dced",Article,Final,,Scopus,2-s2.0-84930637712
"Rakotomamonjy, A., Guigue, V.","8221986100; 13105690500","BCI competition III: Dataset II- ensemble of SVMs for BCI P300 speller",2008,"IEEE Transactions on Biomedical Engineering",55,"3",,1147,1154,,353,10.1109/TBME.2008.915728,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749196863&partnerID=40&md5=cc991428af4ad2d8b183667936d5301c",Article,Final,,Scopus,2-s2.0-39749196863
"Spanhol, F.A., Oliveira, L.S., Petitjean, C., Heutte, L.","35504061400; 7201790185; 22734728700; 23389304100","A Dataset for Breast Cancer Histopathological Image Classification",2016,"IEEE Transactions on Biomedical Engineering",63,"7", 7312934,1455,1462,,337,10.1109/TBME.2015.2496264,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978091692&partnerID=40&md5=16ef23b4a636092649e4d429570a229b",Article,Final,,Scopus,2-s2.0-84978091692
"Lê Cao, K.-A., Boitard, S., Besse, P.","23028222400; 14524394100; 55828306900","Sparse PLS discriminant analysis: Biologically relevant feature selection and graphical displays for multiclass problems",2011,"BMC Bioinformatics",12,"", 253,,,,329,10.1186/1471-2105-12-253,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79959258968&partnerID=40&md5=787827ac40c74848221310029f7030d6",Article,Final,Open Access,Scopus,2-s2.0-79959258968
"Alami, R., Chatila, R., Fleury, S., Ghallab, M., Ingrand, F.","7003803131; 7003451196; 7003992093; 6701456954; 6602708486","Architecture for autonomy",1998,"International Journal of Robotics Research",17,"4",,315,337,,329,10.1177/027836499801700402,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032048636&partnerID=40&md5=3c3136809978323ae3c362612e560e66",Article,Final,,Scopus,2-s2.0-0032048636
"Dubois, D., Prade, H.","55936783300; 7006433595","What are fuzzy rules and how to use them",1996,"Fuzzy Sets and Systems",84,"2",,169,185,,329,10.1016/0165-0114(96)00066-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0030577310&partnerID=40&md5=68cb4036999ba5c9ca5140b2b7dceddb",Article,Final,,Scopus,2-s2.0-0030577310
"Caminada, M., Amgoud, L.","6507584028; 6603218257","On the evaluation of argumentation formalisms",2007,"Artificial Intelligence",171,"5-6",,286,310,,327,10.1016/j.artint.2007.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147136754&partnerID=40&md5=45ca2e68a33c118250e492a489640d1a",Article,Final,Open Access,Scopus,2-s2.0-34147136754
"Sameni, R., Shamsollahi, M.B., Jutten, C., Clifford, G.D.","56034849500; 6602241363; 55138338400; 7004468844","A nonlinear Bayesian filtering framework for ECG denoising",2007,"IEEE Transactions on Biomedical Engineering",54,"12",,2172,2185,,322,10.1109/TBME.2007.897817,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36348946459&partnerID=40&md5=9deadfc376d2300d6db9d4ab91d5df9e",Article,Final,,Scopus,2-s2.0-36348946459
"Dubois, D., Prade, H.","55936783300; 7006433595","Possibility theory, probability theory and multiple-valued logics: A clarification",2001,"Annals of Mathematics and Artificial Intelligence",32,"1-4",,35,66,,297,10.1023/A:1016740830286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035618193&partnerID=40&md5=6f4624b6cabefd962b5af3a2777d99d6",Article,Final,,Scopus,2-s2.0-0035618193
"Furman, D., Hejblum, B.P., Simon, N., Jojic, V., Dekker, C.L., Thiebaut, R., Tibshirani, R.J., Davis, M.M.","53363460600; 57050524300; 36802528700; 8976094300; 7005790077; 7004041016; 7005432426; 7404850298","Systems analysis of sex differences reveals an immunosuppressive role for testosterone in the response to influenza vaccination",2014,"Proceedings of the National Academy of Sciences of the United States of America",111,"2",,869,874,,296,10.1073/pnas.1321060111,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892562675&partnerID=40&md5=b01512a09c07d1e9a545646b3229c0a9",Article,Final,Open Access,Scopus,2-s2.0-84892562675
"Junejo, I.N., Dexter, E., Laptev, I., Pérez, P.","16202977600; 25654584200; 6701729268; 55431049800","View-independent action recognition from temporal self-similarities",2011,"IEEE Transactions on Pattern Analysis and Machine Intelligence",33,"1", 5432213,172,185,,295,10.1109/TPAMI.2010.68,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649327362&partnerID=40&md5=002ff39a6a5aa8c1360b42dfec761c9e",Article,Final,,Scopus,2-s2.0-78649327362
"Besnard, P., Hunter, A.","57191630413; 7402779550","A logic-based theory of deductive arguments",2001,"Artificial Intelligence",128,"1-2",,203,235,,294,10.1016/S0004-3702(01)00071-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035338876&partnerID=40&md5=652c02bcada510a1a58cb96f31c2da3e",Article,Final,Open Access,Scopus,2-s2.0-0035338876
"Masquelier, T., Thorpe, S.J.","16022351100; 7201888344","Unsupervised learning of visual features through spike timing dependent plasticity",2007,"PLoS Computational Biology",3,"2",,0247,0257,,293,10.1371/journal.pcbi.0030031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33847275584&partnerID=40&md5=e690fb7f736e8cc7d96aa48172eab10a",Article,Final,Open Access,Scopus,2-s2.0-33847275584
"Elmoataz, A., Lezoray, O., Bougleux, S.","55888325500; 55888370600; 13005674800","Nonlocal discrete regularization on weighted graphs: A framework for image and manifold processing",2008,"IEEE Transactions on Image Processing",17,"7",,1047,1060,,289,10.1109/TIP.2008.924284,"https://www.scopus.com/inward/record.url?eid=2-s2.0-45949105032&partnerID=40&md5=521a1fa0720319b6f72c895245bac519",Article,Final,,Scopus,2-s2.0-45949105032
"Rivet, B., Souloumiac, A., Attina, V., Gibert, G.","16069453300; 6603103132; 6503917116; 8719038000","xDAWN Algorithm to Enhance Evoked Potentials: Application to Brain-Computer Interface",2009,"IEEE Transactions on Biomedical Engineering",56,"8",,2035,2043,,278,10.1109/TBME.2009.2012869,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349581831&partnerID=40&md5=2e13f12242598c7a31e8d08b8d79d68a",Article,Final,,Scopus,2-s2.0-70349581831
"Saigo, H., Vert, J.-P., Ueda, N., Akutsu, T.","6505772907; 6603053445; 36109077000; 7102080520","Protein homology detection using string alignment kernels",2004,"Bioinformatics",20,"11",,1682,1689,,276,10.1093/bioinformatics/bth141,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4444273377&partnerID=40&md5=1132d76cf78e202a8a170c12a94e06f1",Article,Final,Open Access,Scopus,2-s2.0-4444273377
"Jouffe, L.","6506824843","Fuzzy inference system learning by reinforcement methods",1998,"IEEE Transactions on Systems, Man and Cybernetics Part C: Applications and Reviews",28,"3",,338,355,,274,10.1109/5326.704563,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032140718&partnerID=40&md5=5902a90644c5d96c0739532b6df9d199",Article,Final,,Scopus,2-s2.0-0032140718
"Lhuillier, M., Quan, L.","55932338200; 57193547034","A quasi-dense approach to surface reconstruction from uncalibrated images",2005,"IEEE Transactions on Pattern Analysis and Machine Intelligence",27,"3",,418,433,,271,10.1109/TPAMI.2005.44,"https://www.scopus.com/inward/record.url?eid=2-s2.0-15044345802&partnerID=40&md5=4991c2f89ae235676dbb6dbcaf777755",Article,Final,,Scopus,2-s2.0-15044345802
"Alleysson, D., Süsstrunk, S., Hérault, J.","56064595300; 6603829965; 7005555980","Linear demosaicing inspired by the human visual system",2005,"IEEE Transactions on Image Processing",14,"4",,439,449,,269,10.1109/TIP.2004.841200,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17444400451&partnerID=40&md5=8a838550ba1cc392a35d4f77adc71b78",Article,Final,,Scopus,2-s2.0-17444400451
"Stowell, D., Giannoulis, D., Benetos, E., Lagrange, M., Plumbley, M.D.","26649050000; 54683886100; 16067946900; 18042165200; 6603774794","Detection and Classification of Acoustic Scenes and Events",2015,"IEEE Transactions on Multimedia",17,"10", 7100934,1733,1746,,262,10.1109/TMM.2015.2428998,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960474809&partnerID=40&md5=886f19a5a946cc28074d8f6ad37eadda",Article,Final,,Scopus,2-s2.0-84960474809
"Bobin, J., Starck, J.-L., Fadili, J.M., Moudden, Y., Donoho, D.L.","14031083100; 7005106453; 6602661154; 11539089500; 7006144847","Morphological component analysis: An adaptive thresholding strategy",2007,"IEEE Transactions on Image Processing",16,"11",,2675,2681,,261,10.1109/TIP.2007.907073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35548953504&partnerID=40&md5=5446f3d61cc49445b86c85a0bf6c6008",Article,Final,,Scopus,2-s2.0-35548953504
"Anglicheau, D., Sharma, V.K., Ding, R., Hummel, A., Snopkowski, C., Dadhania, D., Seshan, S.V., Suthanthiran, M.","57202690990; 7404568704; 7102179332; 7004544128; 9635803900; 6507364117; 7004531417; 7005562890","MicroRNA expression profiles predictive of human renal allograft status",2009,"Proceedings of the National Academy of Sciences of the United States of America",106,"13",,5330,5335,,259,10.1073/pnas.0813121106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-65249122551&partnerID=40&md5=1663f44c92fd58e729b7dbc1e4286add",Article,Final,Open Access,Scopus,2-s2.0-65249122551
"Awad, E., Dsouza, S., Kim, R., Schulz, J., Henrich, J., Shariff, A., Bonnefon, J.-F., Rahwan, I.","57130385700; 55649613000; 57204503735; 56107967300; 35577557300; 20436715000; 6506569044; 23009881000","The Moral Machine experiment",2018,"Nature",563,"7729",,59,64,,258,10.1038/s41586-018-0637-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055831155&partnerID=40&md5=e6d4142c9b90bc313b710a2b83dcc179",Article,Final,,Scopus,2-s2.0-85055831155
"Dufour, A., Shinin, V., Tajbakhsh, S., Guillén-Aghion, N., Olivo-Marin, J.-C., Zimmer, C.","54985870600; 6603285613; 7003283901; 8859928500; 6601972315; 7102861431","Segmenting and tracking fluorescent cells in dynamic 3-D microscopy with coupled active surfaces",2005,"IEEE Transactions on Image Processing",14,"9",,1396,1410,,258,10.1109/TIP.2005.852790,"https://www.scopus.com/inward/record.url?eid=2-s2.0-26444456033&partnerID=40&md5=96e3d954871838dce4d842251b599ad2",Article,Final,,Scopus,2-s2.0-26444456033
"Quellec, G., Lamard, M., Josselin, P.M., Cazuguel, G., Cochener, B., Roux, C.","16175788800; 15843328700; 15755639100; 6602126164; 7003946321; 14054986200","Optimal Wavelet Transform for the Detection of Microaneurysms in Retina Photographs",2008,"IEEE Transactions on Medical Imaging",27,"9",,1230,1241,,255,10.1109/TMI.2008.920619,"https://www.scopus.com/inward/record.url?eid=2-s2.0-54449099727&partnerID=40&md5=8d380fa1d7af0daa8e087d0b70a40256",Article,Final,,Scopus,2-s2.0-54449099727
"Gray, K.R., Aljabar, P., Heckemann, R.A., Hammers, A., Rueckert, D.","40561196100; 6507793674; 23396494200; 8229046700; 7004895812","Random forest-based similarity measures for multi-modal classification of Alzheimer's disease",2013,"NeuroImage",65,"",,167,175,,254,10.1016/j.neuroimage.2012.09.065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868215748&partnerID=40&md5=ab6830c139576e67fc12a6df9ca6d4ac",Article,Final,,Scopus,2-s2.0-84868215748
"Whelan, R., Watts, R., Orr, C.A., Althoff, R.R., Artiges, E., Banaschewski, T., Barker, G.J., Bokde, A.L.W., Büchel, C., Carvalho, F.M., Conrod, P.J., Flor, H., Fauth-Bühler, M., Frouin, V., Gallinat, J., Gan, G., Gowland, P., Heinz, A., Ittermann, B., Lawrence, C., Mann, K., Martinot, J.-L., Nees, F., Ortiz, N., Paillère-Martinot, M.-L., Paus, T., Pausova, Z., Rietschel, M., Robbins, T.W., Smolka, M.N., Ströhle, A., Schumann, G., Garavan, H.","14030625500; 7401740971; 8519815100; 57208471908; 6602600147; 6603935963; 34869208000; 6602566280; 7006466092; 50060937500; 6602979252; 7006743137; 55195702000; 7004033941; 7003503772; 55986423400; 7006041395; 57201513357; 6701862084; 7402265724; 55583460100; 7005502782; 57217548892; 56330861000; 6701444418; 35451935100; 6701856846; 16741658400; 55854740500; 7003876844; 7004609106; 7103329271; 7004527808","Neuropsychosocial profiles of current and future adolescent alcohol misusers",2014,"Nature",512,"7513",,185,189,,247,10.1038/nature13402,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906266049&partnerID=40&md5=37269271e62939e2d28322b78ca8299a",Article,Final,,Scopus,2-s2.0-84906266049
